DENV1_IV	DENV1_IV	0.00
DENV1_IV	DENV2_ASIANII	2.67
DENV1_IV	DENV2_COSMOPOLITAN	2.67
DENV1_IV	DENV3_IV	3.28
DENV1_IV	DENV2_SYLVATIC	2.67
DENV1_IV	DENV1_I	0.00
DENV1_IV	DENV4_I	3.26
DENV1_IV	DENV1_V	0.00
DENV1_IV	DENV4_SYLVATIC	3.26
DENV1_IV	DENV2_ASIANAMERICAN	2.67
DENV1_IV	DENV3_III	3.28
DENV1_IV	DENV2_AMERICAN	2.67
DENV1_IV	DENV2_ASIANI	2.67
DENV1_IV	DENV3_II	3.28
DENV1_IV	DENV3_I	3.28
DENV1_IV	DENV4_II	3.26
DENV1_IV	DENV1_II	0.00
DENV2_ASIANII	DENV1_IV	2.50
DENV2_ASIANII	DENV2_ASIANII	0.00
DENV2_ASIANII	DENV2_COSMOPOLITAN	0.00
DENV2_ASIANII	DENV3_IV	2.51
DENV2_ASIANII	DENV2_SYLVATIC	0.00
DENV2_ASIANII	DENV1_I	2.50
DENV2_ASIANII	DENV4_I	2.56
DENV2_ASIANII	DENV1_V	2.50
DENV2_ASIANII	DENV4_SYLVATIC	2.56
DENV2_ASIANII	DENV2_ASIANAMERICAN	0.00
DENV2_ASIANII	DENV3_III	2.51
DENV2_ASIANII	DENV2_AMERICAN	0.00
DENV2_ASIANII	DENV2_ASIANI	0.00
DENV2_ASIANII	DENV3_II	2.51
DENV2_ASIANII	DENV3_I	2.51
DENV2_ASIANII	DENV4_II	2.56
DENV2_ASIANII	DENV1_II	2.50
DENV3	DENV4	1.54
DENV3	DENV2	1.88
DENV3	DENV3	0.00
DENV3	DENV1	1.86
DENV2_COSMOPOLITAN	DENV1_IV	2.50
DENV2_COSMOPOLITAN	DENV2_ASIANII	0.00
DENV2_COSMOPOLITAN	DENV2_COSMOPOLITAN	0.00
DENV2_COSMOPOLITAN	DENV3_IV	2.51
DENV2_COSMOPOLITAN	DENV2_SYLVATIC	0.00
DENV2_COSMOPOLITAN	DENV1_I	2.50
DENV2_COSMOPOLITAN	DENV4_I	2.56
DENV2_COSMOPOLITAN	DENV1_V	2.50
DENV2_COSMOPOLITAN	DENV4_SYLVATIC	2.56
DENV2_COSMOPOLITAN	DENV2_ASIANAMERICAN	0.00
DENV2_COSMOPOLITAN	DENV3_III	2.51
DENV2_COSMOPOLITAN	DENV2_AMERICAN	0.00
DENV2_COSMOPOLITAN	DENV2_ASIANI	0.00
DENV2_COSMOPOLITAN	DENV3_II	2.51
DENV2_COSMOPOLITAN	DENV3_I	2.51
DENV2_COSMOPOLITAN	DENV4_II	2.56
DENV2_COSMOPOLITAN	DENV1_II	2.50
DENV3_IV	DENV1_IV	1.86
DENV3_IV	DENV2_ASIANII	1.88
