DENV1_IV	DENV1_IV	0.00
DENV1_IV	DENV3_I	0.69
DENV1_IV	DENV2_COSMOPOLITAN	0.61
DENV1_IV	DENV1_II	-2.24
DENV1_IV	DENV3_IV	0.56
DENV1_IV	DENV3_III	0.78
DENV1_IV	DENV1_I	-0.65
DENV1_IV	DENV2_AMERICAN	0.11
DENV1_IV	DENV1_V	-0.49
DENV1_IV	DENV2_ASIANAMERICAN	0.53
DENV1_IV	DENV2_SYLVATIC	-0.00
DENV1_IV	DENV4_I	0.87
DENV1_IV	DENV2_ASIANI	0.84
DENV1_IV	DENV3_II	0.27
DENV1_IV	DENV2_ASIANII	1.14
DENV1_IV	DENV4_II	0.78
DENV1_IV	DENV4_SYLVATIC	1.09
DENV3_I	DENV1_IV	2.63
DENV3_I	DENV2_ASIANII	2.06
DENV3_I	DENV2_COSMOPOLITAN	1.82
DENV3_I	DENV1_II	0.90
DENV3_I	DENV3_IV	0.24
DENV3_I	DENV3_III	0.48
DENV3_I	DENV1_I	1.62
DENV3_I	DENV2_AMERICAN	1.26
DENV3_I	DENV1_V	1.32
DENV3_I	DENV2_ASIANAMERICAN	1.64
DENV3_I	DENV2_SYLVATIC	1.12
DENV3_I	DENV4_I	1.55
DENV3_I	DENV2_ASIANI	1.99
DENV3_I	DENV3_II	-0.03
DENV3_I	DENV3_I	0.00
DENV3_I	DENV4_II	1.64
DENV3_I	DENV4_SYLVATIC	1.89
DENV2_COSMOPOLITAN	DENV1_IV	5.53
DENV2_COSMOPOLITAN	DENV3_I	4.91
DENV2_COSMOPOLITAN	DENV2_COSMOPOLITAN	0.00
DENV2_COSMOPOLITAN	DENV1_II	3.80
DENV2_COSMOPOLITAN	DENV3_IV	4.35
DENV2_COSMOPOLITAN	DENV3_III	5.01
DENV2_COSMOPOLITAN	DENV1_I	4.33
DENV2_COSMOPOLITAN	DENV2_AMERICAN	0.70
DENV2_COSMOPOLITAN	DENV1_V	4.00
DENV2_COSMOPOLITAN	DENV2_ASIANAMERICAN	0.52
DENV2_COSMOPOLITAN	DENV2_SYLVATIC	0.86
DENV2_COSMOPOLITAN	DENV4_I	4.73
DENV2_COSMOPOLITAN	DENV2_ASIANI	1.50
DENV2_COSMOPOLITAN	DENV3_II	4.26
DENV2_COSMOPOLITAN	DENV2_ASIANII	0.96
DENV2_COSMOPOLITAN	DENV4_II	4.76
DENV2_COSMOPOLITAN	DENV4_SYLVATIC	4.80
DENV1	DENV4	3.40
DENV1	DENV2	3.00
DENV1	DENV3	3.51
DENV1	DENV1	0.00
DENV1_II	DENV1_IV	0.33
DENV1_II	DENV3_I	3.53
DENV1_II	DENV2_COSMOPOLITAN	2.78
DENV1_II	DENV3_IV	3.40
DENV1_II	DENV3_III	3.62
DENV1_II	DENV1_I	-0.19
DENV1_II	DENV2_AMERICAN	2.53
DENV1_II	DENV1_V	-0.04
DENV1_II	DENV4_SYLVATIC	3.49
DENV1_II	DENV2_ASIANAMERICAN	2.94
DENV1_II	DENV2_SYLVATIC	2.27
DENV1_II	DENV4_I	3.27
DENV1_II	DENV2_ASIANI	3.01
DENV1_II	DENV3_II	3.11
DENV1_II	DENV2_ASIANII	3.31
DENV1_II	DENV4_II	3.27
DENV1_II	DENV1_II	0.00
DENV3_IV	DENV1_IV	2.62
DENV3_IV	DENV3_I	0.16
DENV3_IV	DENV2_COSMOPOLITAN	2.11
DENV3_IV	DENV1_II	0.89
DENV3_IV	DENV3_IV	0.00
DENV3_IV	DENV3_III	0.26
DENV3_IV	DENV1_I	1.61
DENV3_IV	DENV2_AMERICAN	1.59
DENV3_IV	DENV1_V	1.31
DENV3_IV	DENV2_ASIANAMERICAN	1.92
DENV3_IV	DENV2_SYLVATIC	1.44
DENV3_IV	DENV4_I	1.33
DENV3_IV	DENV2_ASIANI	2.27
DENV3_IV	DENV3_II	-0.25
DENV3_IV	DENV2_ASIANII	2.35
DENV3_IV	DENV4_II	1.42
DENV3_IV	DENV4_SYLVATIC	1.68
DENV3_III	DENV1_IV	3.91
DENV3_III	DENV3_I	0.96
DENV3_III	DENV2_COSMOPOLITAN	3.09
DENV3_III	DENV1_II	2.18
DENV3_III	DENV3_IV	0.82
DENV3_III	DENV2_SYLVATIC	2.39
DENV3_III	DENV1_I	2.72
DENV3_III	DENV2_AMERICAN	2.53
DENV3_III	DENV1_V	2.60
DENV3_III	DENV2_ASIANAMERICAN	2.90
DENV3_III	DENV3_III	0.00
DENV3_III	DENV4_I	2.13
DENV3_III	DENV2_ASIANI	3.25
DENV3_III	DENV3_II	0.55
DENV3_III	DENV2_ASIANII	3.33
DENV3_III	DENV4_II	2.23
DENV3_III	DENV4_SYLVATIC	2.36
DENV2	DENV4	2.53
DENV2	DENV2	0.00
DENV2	DENV3	2.57
DENV2	DENV1	2.33
DENV1_I	DENV1_IV	1.56
DENV1_I	DENV3_I	4.32
DENV1_I	DENV2_COSMOPOLITAN	3.48
DENV1_I	DENV1_II	-0.55
DENV1_I	DENV3_IV	4.10
DENV1_I	DENV3_III	4.41
DENV1_I	DENV1_I	0.00
DENV1_I	DENV2_AMERICAN	3.23
DENV1_I	DENV1_V	1.19
DENV1_I	DENV2_ASIANAMERICAN	3.71
DENV1_I	DENV2_SYLVATIC	2.87
DENV1_I	DENV4_I	3.96
DENV1_I	DENV2_ASIANI	3.71
DENV1_I	DENV3_II	3.90
DENV1_I	DENV2_ASIANII	4.01
DENV1_I	DENV4_II	3.88
DENV1_I	DENV4_SYLVATIC	4.20
DENV3	DENV4	2.07
DENV3	DENV2	2.59
DENV3	DENV3	0.00
DENV3	DENV1	2.25
DENV2_AMERICAN	DENV1_IV	2.68
DENV2_AMERICAN	DENV3_I	1.72
DENV2_AMERICAN	DENV2_COSMOPOLITAN	0.84
DENV2_AMERICAN	DENV1_II	0.99
DENV2_AMERICAN	DENV3_IV	1.40
DENV2_AMERICAN	DENV3_III	1.81
DENV2_AMERICAN	DENV1_I	1.53
DENV2_AMERICAN	DENV4_I	1.84
DENV2_AMERICAN	DENV1_V	1.19
DENV2_AMERICAN	DENV2_ASIANAMERICAN	0.17
DENV2_AMERICAN	DENV2_SYLVATIC	0.52
DENV2_AMERICAN	DENV2_AMERICAN	0.00
DENV2_AMERICAN	DENV2_ASIANI	1.02
DENV2_AMERICAN	DENV3_II	1.26
DENV2_AMERICAN	DENV2_ASIANII	0.98
DENV2_AMERICAN	DENV4_II	1.85
DENV2_AMERICAN	DENV4_SYLVATIC	2.21
DENV1_V	DENV1_IV	0.44
DENV1_V	DENV3_I	3.73
DENV1_V	DENV2_COSMOPOLITAN	3.10
DENV1_V	DENV1_II	-1.68
DENV1_V	DENV3_IV	3.60
DENV1_V	DENV3_III	3.83
DENV1_V	DENV1_I	-0.09
