,DENV1_I,DENV1_II,DENV1_IV,DENV1_V,DENV2_AMERICAN,DENV2_ASIANAMERICAN,DENV2_ASIANI,DENV2_ASIANII,DENV2_COSMOPOLITAN,DENV3_I,DENV3_II,DENV3_III,DENV3_V,DENV4_I,DENV4_II,DENV4_III
1977.1666670000002/1972.1666670000002,2.1074692084278954,,,0.7718424786590563,,,,,,0.463099829151981,0.405706872263696,,,,,
1977.4166670000002/1972.4166670000002,2.916660019893559,,,1.0763874911670854,,,,,,0.3743485336414946,0.32867062540717246,,,,,
1977.6666670000002/1972.6666670000002,,,,1.6986127867066427,,,,,,0.31805712024351873,0.28049879664563576,,,,,
1977.9166670000002/1972.9166670000002,,,,3.4040312137456095,,,3.9292164767161957,,,0.2831621103039644,0.25112766967838124,,,,,
1978.1666670000002/1973.1666670000002,,,,,,,2.895137660102957,,,0.28539192258963647,0.24856476098595628,,,,,
1978.4166670000002/1973.4166670000002,,,,,,,1.9012193884023754,,,0.29911471207719587,0.25369771021652343,,,,0.9652916766319996,
1978.6666670000002/1973.6666670000002,,,,,,,1.459630743113938,,,0.3270736571879329,0.2692219155579395,,,,0.6742700725948971,
1978.9166670000002/1973.9166670000002,,,,,,,1.2132387222663017,,,0.36701600513328303,0.29226759442347205,,,,0.4887582217249938,
1979.1666670000002/1974.1666670000002,,,,,,,0.6353464925982013,,,0.4371719417125357,0.3488864414473469,,,,0.5524178260122697,
1979.4166670000002/1974.4166670000002,,,,,,,0.4148734997520861,,1.2034858173740075,0.5704436135875894,0.46409849439245604,,,,0.5788489449319073,
1979.6666670000002/1974.6666670000002,,,,,,,0.3089785539225111,,0.8569731791847369,0.9556210560576237,0.7987561899589956,,,,0.6189525333486582,
1979.9166670000002/1974.9166670000002,,,,,,,0.2720257072257651,,0.6592511279876224,,1.8445644032702844,,,,0.5575117523574623,
1980.1666670000002/1975.1666670000002,,,,,,,0.2701095740122274,0.27010959353628317,0.46605125447837786,,,,,,0.5282409926914019,
1980.4166670000002/1975.4166670000002,,,,,,,0.27294480116133973,0.2729447929525956,0.325651387521649,,,,,,0.567157904921148,
1980.6666670000002/1975.6666670000002,,,,,,,0.3033942947017267,0.3033942672821331,0.2864472075504731,,,,,,0.4963687865656509,
1980.9166670000002/1975.9166670000002,,,,,,,0.35161004217762576,0.35160998919688247,0.2596238331584761,,,,,,0.4481996835534744,
1981.1666670000002/1976.1666670000002,,,,,,,0.34205906657419216,0.34205900587450166,0.24365694327507484,,,,,,0.42368327785525667,
1981.4166670000002/1976.4166670000002,,,,,,,0.3001829347423343,,0.2359110438598174,,,,,,0.4161694171196343,
1981.6666670000002/1976.6666670000002,,,,,1.7973680186925196,,0.2676707583145598,,0.23887446561761122,,,,,,0.41334434997823394,
1981.9166670000002/1976.9166670000002,,,,,1.2949018746883503,,0.23957547613039254,,0.26774008163288965,,,,,0.3845916707789069,0.37445519264643595,
1982.1666670000002/1977.1666670000002,,,,,1.2155066521226197,,0.23698366839238452,,0.3248217666653905,,,,,0.3438698683798032,0.3353764294322223,
1982.4166670000002/1977.4166670000002,,,,,1.5269680708359308,,0.25790597088264944,,0.41221301521491094,1.2366874656570495,1.2969260591117808,,,0.3356398734015359,0.3222754943517186,
1982.6666670000002/1977.6666670000002,,,,,,,0.30310228260557953,,0.5848372418782771,0.7698972774019154,0.8265868011470169,,,0.3329795705509556,0.3142586722173058,
1982.9166670000002/1977.9166670000002,,,,,,,0.3945812081010986,,0.945376187691283,0.5460783317067238,0.6013447242942322,,,0.33791209280597173,0.3125270602525065,
1983.1666670000002/1978.1666670000002,,,,,,,0.43336433732985186,,,0.451258597222057,0.5297363832348932,,,,0.4088825433510048,
1983.4166670000002/1978.4166670000002,,,,5.469253257467151,,,0.408938546666523,,,0.3978738821135683,0.5082627371476833,,,,0.8015953992918169,
1983.6666670000002/1978.6666670000002,,,,4.476745041008385,,,0.38897175584191995,,,0.3859586831822852,0.5419833553633477,,,,,
1983.9166670000002/1978.9166670000002,,,,4.967276440249066,,,0.29688877634986066,,,0.6721501946954481,0.9022050853155259,,,,,
1984.1666670000002/1979.1666670000002,,,,4.431426897515634,,,0.274886974062285,,,0.9765072567016357,,,,,,
1984.4166670000002/1979.4166670000002,5.449607876673226,,,2.9524985807178385,,,0.28603514294158067,,,1.1296666860760585,,,,,,
1984.6666670000002/1979.6666670000002,3.5605457999321595,,,2.1496449461208407,,,0.3028643262760788,,,1.5623628896263768,,,,,,
1984.9166670000002/1979.9166670000002,2.46875203080499,,,1.6581044109610517,,,0.32117263703347615,,,,,,,,,
1985.1666670000002/1980.1666670000002,1.7214724906750825,,,1.4281886664528407,,,0.38430651574700936,,,,,,,,,
1985.4166670000002/1980.4166670000002,1.2048384939039396,,,1.3193659348041473,,,0.4926763926593019,,,,,,,,,
1985.6666670000002/1980.6666670000002,0.8767939464650643,,,1.2982923030340359,,,0.6574945599903046,,,,1.916273953146983,,,,,
1985.9166670000002/1980.9166670000002,0.668324649695864,,,1.3523977857579368,,,0.9390128624257053,,,,1.5708846900776787,,,,,
1986.1666670000002/1981.1666670000002,0.6493732358959445,,,1.6226716592515231,,,0.8704707065152342,,,,1.6543342249989381,,,,,
1986.4166670000002/1981.4166670000002,0.7299505320216594,,,2.132959531004358,,0.672991979327727,0.6729916605415234,,,,1.9323016906271888,,,,,
1986.6666670000002/1981.6666670000002,0.8779798782636459,,,3.0005816887696346,,0.5225291958241152,0.5225289554028999,,,,,,,,,
1986.9166670000002/1981.9166670000002,1.118327939931411,,,4.670775787840999,,0.4140176218232343,0.41401743736935964,,,,,,,,,
1987.1666670000002/1982.1666670000002,1.3178435581290187,,,4.964916069203182,,0.37694175288855597,0.37694157845133747,,,,,,,,,
1987.4166670000002/1982.4166670000002,1.5224183512506861,,,4.587876904884795,,0.3623213480531835,0.3623211637454021,,,1.6462159810146435,,,,,,
1987.6666670000002/1982.6666670000002,1.8380675344489936,,,4.361828143823181,,,0.3510796573352081,,,1.2528296781664656,,,,,,
1987.9166670000002/1982.9166670000002,2.34372394009933,,,4.453594113960255,,,0.34095983239077454,0.34095992037741224,,0.995410556866953,,,,,,
1988.1666670000002/1983.1666670000002,2.848948643040212,,,5.309069902604241,,,0.3358492613495538,0.3358493495143754,,0.8022068942890119,0.9828427331006313,,,,,
1988.4166670000002/1983.4166670000002,3.4069555476121955,,,,,,0.3377242947292982,,,0.6523148551530201,0.7273327049742996,,,,,
1988.6666670000002/1983.6666670000002,4.488824534954018,,,,,,0.3414042189136602,,,0.5616268040760163,0.5615648678316374,,,,,
1988.9166670000002/1983.9166670000002,,,,,,,0.3520473100840934,,,0.5222571488287627,0.46239042690178794,,,,,
1989.1666670000002/1984.1666670000002,5.727170664070052,,,,,,0.3977882674766022,,,0.4710033756723719,0.37041300843366737,,,,,
1989.4166670000002/1984.4166670000002,3.9212803119463433,,,,,,0.440950351784026,,,0.4743685003192718,0.3553454492286529,,,,,
1989.6666670000002/1984.6666670000002,3.0116531765992387,,,,,,0.4675700575413623,,,0.5372084230820641,0.3955456860351836,,,0.8812146620707875,,
1989.9166670000002/1984.9166670000002,2.6587788254816846,,,,,,0.5141208315017417,,,0.6510384986918873,0.47232332875745914,,,0.5532622955712592,,
1990.1666670000002/1985.1666670000002,2.7258724294802468,,,,,,0.47332869746207895,,,0.7386551723956215,0.5426784483885259,,,0.661969265126927,,
1990.4166670000002/1985.4166670000002,2.287121474603642,,,,,,0.5117976956387348,,,0.660305514747244,0.4967030674263632,,,1.1230754459905197,,
1990.6666670000002/1985.6666670000002,1.9222704593063438,,,,,,0.5877356903667286,,,0.6039392583606124,0.4691429794579019,,,,,
1990.9166670000002/1985.9166670000002,1.6098876957505288,,,,,,0.6889330399425937,,,0.7731234451515822,0.570882263868113,,,,,
1991.1666670000002/1986.1666670000002,0.946187853805458,,,,,,1.2234981275778072,,,,0.7560010563972839,,,,,
1991.4166670000002/1986.4166670000002,0.8102239621715724,,,,,,2.0066443086607433,,,1.0832194417629517,0.7231572203092138,,,,,
1991.6666670000002/1986.6666670000002,0.7333024983317611,,,,,,3.940973803228911,,,,0.695448328616685,,,,,
1991.9166670000002/1986.9166670000002,0.826211585467966,,,,,,,,,,0.5734153021997811,,,,,
1992.1666670000002/1987.1666670000002,0.9392244249172399,,,,,,,,,0.8207395226262766,0.47535799811422624,,,,,
