,DENV1_I,DENV1_II,DENV1_IV,DENV1_V,DENV2_AMERICAN,DENV2_ASIANAMERICAN,DENV2_ASIANI,DENV2_ASIANII,DENV2_COSMOPOLITAN,DENV3_I,DENV3_II,DENV3_III,DENV3_V,DENV4_I,DENV4_II,DENV4_III
1977.1666670000002,0.1661457984609699,,,0.26993223672983196,,,,,,0.07932570936231761,0.11851547589957193,,,,,
1977.4166670000002,0.17284595217200785,,,0.2726290650105062,,,,,,0.08347147603648863,0.11827042258421609,,,,,
1977.6666670000002,,,,0.275076746666229,,,,,,0.08774116527232881,0.11788510298958879,,,,,
1977.9166670000002,,,,0.2744343295545417,,,0.21137892506650036,,,0.09295990972021881,0.11843126947453886,,,,,
1978.1666670000002,,,,,,,0.21679322623812514,,,0.0906005860424811,0.12222913248477543,,,,,
1978.4166670000002,,,,,,,0.18392753121538352,,,0.08256858508230092,0.12468240175475861,,,,0.06204725704357119,
1978.6666670000002,,,,,,,0.18711229511223143,,,0.07670211928291704,0.12946435718462282,,,,0.06224985072082124,
1978.9166670000002,,,,,,,0.19514023850005835,,,0.07116871469056558,0.13441589743749788,,,,0.06204276488882601,
1979.1666670000002,,,,,,,0.191480938778287,,,0.06688581833576863,0.12386462188069902,,,,0.060628378160128275,
1979.4166670000002,,,,,,,0.17694841862489813,,0.068700888393639,0.06463122178555919,0.11205360612436359,,,,0.05732543849685959,
1979.6666670000002,,,,,,,0.17061796829789408,,0.0826146141413811,0.06312885021372912,0.10339488401961852,,,,0.05532471398347474,
1979.9166670000002,,,,,,,0.16052128292952014,,0.10445792336472859,,0.10058116182755558,,,,0.05377350480293562,
1980.1666670000002,,,,,,,0.13049758827741065,0.013680422867319368,0.12571555080279614,,,,,,0.05117620759788814,
1980.4166670000002,,,,,,,0.0905414047217628,0.01594505805134003,0.13501626976439784,,,,,,0.04811352713295612,
1980.6666670000002,,,,,,,0.07261044372247781,0.020176915034040156,0.1350217263528034,,,,,,0.04611919857984171,
1980.9166670000002,,,,,,,0.05526962256071146,0.023341671284933564,0.1366854685904276,,,,,,0.04447800671644145,
1981.1666670000002,,,,,,,0.054143754775829805,0.02023381601031144,0.12870421790577433,,,,,,0.04081090024988773,
1981.4166670000002,,,,,,,0.060740153511160744,,0.11955808316013725,,,,,,0.03655490412487238,
1981.6666670000002,,,,,0.10268605141774607,,0.06497715443955705,,0.11470892873541531,,,,,,0.03252932738992889,
1981.9166670000002,,,,,0.1159821303281555,,0.07201108544118213,,0.10809661754120022,,,,,0.025219163943548537,0.028409845202958615,
1982.1666670000002,,,,,0.10441298751799634,,0.0849575531003389,,0.09617906032489582,,,,,0.02497544261317657,0.029130361684781086,
1982.4166670000002,,,,,0.07880303859491807,,0.10372249988394837,,0.08550144462177406,0.0906989353691934,0.07706962196784387,,,0.022971231710551928,0.032860483335907416,
1982.6666670000002,,,,,,,0.12372960067541391,,0.07148353812156873,0.09700392702228497,0.07782403384128256,,,0.02097353344954463,0.03702031466038635,
1982.9166670000002,,,,,,,0.14882907875156925,,0.05294721684461426,0.10475859165505731,0.07945628417483797,,,0.019087038721090358,0.041915807851386815,
1983.1666670000002,,,,,,,0.16470388682097747,,,0.11290680079113162,0.0705449404697675,,,,0.04283236318336158,
1983.4166670000002,,,,0.30698767379840336,,,0.1693322130785381,,,0.12068582719992661,0.057017626314134526,,,,0.04037023708080391,
1983.6666670000002,,,,0.32219342704997045,,,0.17500828645468725,,,0.13355619849910477,0.04720919351645473,,,,,
1983.9166670000002,,,,0.3269823052492318,,,0.19901360682419764,,,0.11684155569898239,0.04951819273712715,,,,,
1984.1666670000002,,,,0.32958605422906717,,,0.2023206925687456,,,0.10608355952110005,,,,,,
1984.4166670000002,0.30255614941260367,,,0.3284973432803966,,,0.1994427118522098,,,0.10034604896725571,,,,,,
