,DENV1_I,DENV1_II,DENV1_IV,DENV1_V,DENV2_AMERICAN,DENV2_ASIANAMERICAN,DENV2_ASIANI,DENV2_ASIANII,DENV2_COSMOPOLITAN,DENV3_I,DENV3_II,DENV3_III,DENV3_V,DENV4_I,DENV4_II,DENV4_III
1970.166667,0.156094164942,0.168868059506,0.00927202236173,0.223205530411,0.00343556869218,0.0148554757975,0.139082080255,0.0124545908201,0.0112907897446,0.0617791674373,0.0895900000349,0.0164554841727,0.0327015888415,0.0164432703683,0.0404311821916,0.00404102442412
1970.416667,0.158220909205,0.152535498394,0.00939952497596,0.264422966226,0.0030339902551,0.0131154102971,0.122792475421,0.0109953365462,0.00996806605703,0.0637403626973,0.0908266516473,0.0161600274883,0.0290434163474,0.014213527027,0.0378336636539,0.00369817376103
1970.666667,0.15819774178,0.13581883865,0.00939845565958,0.309047992573,0.00261767859584,0.0113216848135,0.105993494484,0.00949200843414,0.00860505616765,0.0654887412834,0.0921962593283,0.015855396196,0.0255417065465,0.0121168833973,0.0349635503998,0.0033445116905
1970.916667,0.158494760474,0.121057558008,0.00941505970793,0.351808788364,0.00220294115496,0.00952292155701,0.0891615295176,0.00798360499894,0.00723771289004,0.0667610000804,0.0933260937923,0.0154827457605,0.0221354452318,0.0102596728312,0.0321373465254,0.00301281910654
1971.166667,0.149860671522,0.101694946699,0.008903293792,0.407167531827,0.00180700315762,0.00781426827504,0.0731687859685,0.00655270549559,0.00594047649968,0.0675288582486,0.0942090557945,0.0150478466236,0.0188733502284,0.00877713751405,0.029904603591,0.00274946476344
1971.416667,0.142073105451,0.0855132050735,0.00843900084334,0.455612132778,0.00146691735113,0.00634286798307,0.0593810397645,0.00531734061596,0.00482148122966,0.0674011896869,0.0942959266278,0.0144757132205,0.0157153616862,0.00774968116617,0.0287974095104,0.00259762701232
1971.666667,0.127501882755,0.0679366331976,0.00757465100265,0.509690734948,0.00121027481585,0.00523377463469,0.0490047481471,0.00438772045308,0.00397797223956,0.0667661950136,0.0941301671431,0.0138612509082,0.0128198075322,0.00662046882025,0.0269011084069,0.0023826099823
1971.916667,0.11171587139,0.0525784701943,0.00663728652896,0.563831088416,0.00101288852875,0.00438026510924,0.0410124298622,0.00367315424955,0.00332915437186,0.0658186432645,0.0938336110814,0.0132459064015,0.0102397296925,0.00491155380923,0.0218764811106,0.00190346598988
1972.166667,0.100385373482,0.0416303257808,0.00596310711692,0.523185805346,0.00114497804178,0.00494876415373,0.0463408730265,0.0041495848494,0.00376152182182,0.0849608286875,0.12305632293,0.0166233137509,0.0104892283693,0.0052830362666,0.0258638244572,0.00221311191968
1972.416667,0.0885832753365,0.0322867757335,0.00526186812002,0.437819186998,0.00143113402668,0.00618720409344,0.0579334816746,0.00518737073233,0.00470313771234,0.11533371889,0.170618622386,0.0220022153171,0.0109922855995,0.00607741846947,0.0328180597351,0.00276424517482
1972.666667,0.0721315715998,0.0230447386142,0.00428457634635,0.335902984217,0.00180046643783,0.00778286005223,0.0728685926388,0.0065264342142,0.00591669814575,0.149986860906,0.228008441868,0.0279739517467,0.0106303480217,0.00711153448191,0.0425049682198,0.00352497249002
1972.916667,0.0467903579769,0.0130661694948,0.00278008289622,0.22101989201,0.00226500815535,0.00979302359879,0.0916965109189,0.00821037941638,0.0074443708274,0.187645690211,0.294983744329,0.0343119019685,0.00936379464807,0.00862860249657,0.057314171379,0.00468629967225
1973.166667,0.0272051765833,0.00662448026603,0.0016165840437,0.125981536677,0.00287295099071,0.0124209004988,0.116286425307,0.0104133491185,0.00944032366824,0.227540793488,0.315088923105,0.0409066049319,0.00732734289373,0.0106922977238,0.0791950465756,0.00638726412919
1973.416667,0.0162480724953,0.00343887961809,0.00096533660041,0.0730022601973,0.00362687733677,0.0156819670053,0.146826218289,0.013149278638,0.0119199002978,0.238704294375,0.296332988319,0.0423860923935,0.0046661456243,0.0133731860332,0.110851059335,0.00882744344226
1973.666667,0.0118794555789,0.00218211128141,0.000705792931212,0.0515604705843,0.00484031956968,0.02091694613,0.195728073436,0.0176573521489,0.0160661858365,0.187369229934,0.264025024327,0.0331430337402,0.00293175525273,0.0173065438281,0.161016842976,0.0126708624456
1973.916667,0.00755320174908,0.00120038658604,0.000449375491184,0.0325828010252,0.00584598527115,0.0252081183068,0.235487120981,0.0216644129494,0.0199695081288,0.138194249225,0.225098134168,0.0243606658965,0.00167643733469,0.021165790829,0.222247985505,0.0172958265534
1974.166667,0.0070646262718,0.000970633183264,0.000419919320419,0.0298435284237,0.00918143268211,0.0394603692536,0.367635923065,0.0348980490961,0.0328500819187,0.118468877783,0.158951509644,0.0208118210731,0.00102742555037,0.0154526867953,0.15112620985,0.0118369060895
1974.416667,0.0077186226049,0.000913832697409,0.000458399843343,0.0324113908652,0.0110906059186,0.0465031064378,0.422865696263,0.0515113843379,0.0527100480059,0.121404750743,0.118345784798,0.0212644121504,0.000689825006972,0.0110179146813,0.0936559835273,0.00743824211819
1974.666667,0.00661053928555,0.000674857838896,0.000392388932843,0.0253915261884,0.0139764592203,0.0568388789691,0.501866723246,0.077949914812,0.0861479037867,0.0698362830671,0.0604790212516,0.0122177387917,0.000318256821752,0.00966145909889,0.0718467970455,0.00579125164401
1974.916667,0.00324663164892,0.000285572502645,0.000193112553018,0.0121040607474,0.0160213196259,0.0606911790867,0.503918429258,0.115196904581,0.148778592362,0.0226796063781,0.0188021403893,0.00396641480108,9.12895705177e-05,0.0116265460708,0.076160079773,0.00623812065204
1975.166667,0.00328555173242,0.000248201389928,0.000194934424966,0.0121380679732,0.016137623704,0.0501808810129,0.414857856537,0.0970376767443,0.27252852616,0.015992556225,0.012801071686,0.00279481565097,5.66669840018e-05,0.013959344839,0.0810360538019,0.00675017113429
1975.416667,0.00483321867669,0.000314203312695,0.000286641618599,0.0180363726165,0.0158975851546,0.0338215060592,0.292367836164,0.0526439381912,0.443357411229,0.0169162653684,0.0132406378437,0.00295571607486,5.18159849006e-05,0.0159361715263,0.0823565468946,0.00698413328394
