108,DENV1/CAMBODIA/BIDV1995/2003,DENV3/CAMBODIA/AC23/2011
2,DENV1/CAMBODIA/BIDV1995/2003,DENV1/MYANMAR/61117/2005
153,DENV1/CAMBODIA/BIDV1995/2003,DENV2/SENEGAL/0674/1970
151,DENV1/CAMBODIA/BIDV1995/2003,DENV2/TONGA/DELTA30/1974
155,DENV1/CAMBODIA/BIDV1995/2003,DENV2/CAMBODIA/BIDV4265/2007
13,DENV1/CAMBODIA/BIDV1995/2003,DENV1/BOLIVIA/FSB3363/2010
157,DENV1/CAMBODIA/BIDV1995/2003,DENV2/INDIA/742295/1974
180,DENV1/CAMBODIA/BIDV1995/2003,DENV4/NICARAGUA/703/1999
14,DENV1/CAMBODIA/BIDV1995/2003,DENV1/PERU/IQT6152/2000
180,DENV1/CAMBODIA/BIDV1995/2003,DENV4/INDONESIA/AC36/1973
155,DENV1/CAMBODIA/BIDV1995/2003,DENV2/VIETNAM/BIDV735/2006
111,DENV1/CAMBODIA/BIDV1995/2003,DENV3/FIJI/29472/1992
154,DENV1/CAMBODIA/BIDV1995/2003,DENV2/VIETNAM/AC21/2003
4,DENV1/CAMBODIA/BIDV1995/2003,DENV1/VIETNAM/BIDV1937/2008
153,DENV1/CAMBODIA/BIDV1995/2003,DENV2/CAMBODIA/BIDV3924/2008
181,DENV1/CAMBODIA/BIDV1995/2003,DENV4/DOMINICA/814669DELTA30/1981
13,DENV1/CAMBODIA/BIDV1995/2003,DENV1/PUERTO_RICO/BIDV852/2006
12,DENV1/CAMBODIA/BIDV1995/2003,DENV1/NAURU/WESTERNPACIFICDELTA30/1974
181,DENV1/CAMBODIA/BIDV1995/2003,DENV4/NA/REFERENCE/2003
0,DENV1/CAMBODIA/BIDV1995/2003,DENV1/CAMBODIA/BIDV1991/2003
183,DENV1/CAMBODIA/BIDV1995/2003,DENV4/CAMBODIA/AC33/2011
180,DENV1/CAMBODIA/BIDV1995/2003,DENV4/PUERTO_RICO/347751/1998
114,DENV1/CAMBODIA/BIDV1995/2003,DENV3/MYANMAR/80931/2008
112,DENV1/CAMBODIA/BIDV1995/2003,DENV3/VIETNAM/BIDV1817/2007
108,DENV1/CAMBODIA/BIDV1995/2003,DENV3/PUERTO_RICO/429965/2006
181,DENV1/CAMBODIA/BIDV1995/2003,DENV4/INDONESIA/S1228/1978
181,DENV1/CAMBODIA/BIDV1995/2003,DENV4/THAILAND/D85052/1985
