DENV1_IV	DENV1_IV	0.00
DENV1_IV	DENV2_ASIANII	0.69
DENV1_IV	DENV2_ASIANAMERICAN	0.95
DENV1_IV	DENV2_COSMOPOLITAN	0.44
DENV1_IV	DENV3_IV	0.96
DENV1_IV	DENV2_SYLVATIC	0.26
DENV1_IV	DENV1_I	0.00
DENV1_IV	DENV4_I	1.38
DENV1_IV	DENV1_V	0.00
DENV1_IV	DENV4_SYLVATIC	1.38
DENV1_IV	DENV3_III	1.00
DENV1_IV	DENV2_AMERICAN	0.36
DENV1_IV	DENV2_ASIANI	0.69
DENV1_IV	DENV3_II	1.00
DENV1_IV	DENV3_I	1.00
DENV1_IV	DENV4_II	1.35
DENV1_IV	DENV1_II	0.00
DENV2_ASIANII	DENV1_IV	2.51
DENV2_ASIANII	DENV2_ASIANII	0.00
DENV2_ASIANII	DENV2_ASIANAMERICAN	0.40
DENV2_ASIANII	DENV2_COSMOPOLITAN	0.16
DENV2_ASIANII	DENV3_IV	1.70
DENV2_ASIANII	DENV2_SYLVATIC	0.42
DENV2_ASIANII	DENV1_I	1.89
DENV2_ASIANII	DENV4_I	2.07
DENV2_ASIANII	DENV1_V	1.74
DENV2_ASIANII	DENV4_SYLVATIC	2.35
DENV2_ASIANII	DENV3_III	1.74
DENV2_ASIANII	DENV2_AMERICAN	0.15
DENV2_ASIANII	DENV2_ASIANI	0.00
DENV2_ASIANII	DENV3_II	1.65
DENV2_ASIANII	DENV3_I	1.74
DENV2_ASIANII	DENV4_II	2.18
DENV2_ASIANII	DENV1_II	3.17
DENV2_ASIANAMERICAN	DENV1_IV	2.42
DENV2_ASIANAMERICAN	DENV2_ASIANII	0.41
DENV2_ASIANAMERICAN	DENV2_ASIANAMERICAN	0.00
DENV2_ASIANAMERICAN	DENV2_COSMOPOLITAN	0.41
DENV2_ASIANAMERICAN	DENV3_IV	2.11
DENV2_ASIANAMERICAN	DENV2_SYLVATIC	0.84
DENV2_ASIANAMERICAN	DENV1_I	1.90
DENV2_ASIANAMERICAN	DENV4_I	1.65
DENV2_ASIANAMERICAN	DENV1_V	1.65
DENV2_ASIANAMERICAN	DENV4_SYLVATIC	1.93
DENV2_ASIANAMERICAN	DENV3_III	2.15
DENV2_ASIANAMERICAN	DENV2_AMERICAN	0.16
DENV2_ASIANAMERICAN	DENV2_ASIANI	0.41
DENV2_ASIANAMERICAN	DENV3_II	2.07
DENV2_ASIANAMERICAN	DENV3_I	2.15
DENV2_ASIANAMERICAN	DENV4_II	1.76
DENV2_ASIANAMERICAN	DENV1_II	3.08
DENV2_COSMOPOLITAN	DENV1_IV	2.51
DENV2_COSMOPOLITAN	DENV2_ASIANII	0.11
DENV2_COSMOPOLITAN	DENV2_ASIANAMERICAN	0.51
