,lam_avi,lam_drop,lam_pot,rmse
0,0.0,0.0,0.0,1.67325389553
1,0.0,0.0,0.6,0.805237238869
2,0.0,0.0,1.2,0.974857491289
3,0.0,0.0,1.8,0.924558133945
4,0.0,0.0,2.4,0.903572202446
5,0.0,0.0,3.0,0.961304664945
6,0.6,0.0,0.0,1.77528426516
7,0.6,0.0,0.6,0.772049646194
8,0.6,0.0,1.2,0.736957762129
9,0.6,0.0,1.8,0.76401500986
10,0.6,0.0,2.4,0.756652577971
11,0.6,0.0,3.0,0.755895649053
12,1.2,0.0,0.0,1.90028459315
13,1.2,0.0,0.6,0.728397220031
14,1.2,0.0,1.2,0.741708731749
15,1.2,0.0,1.8,0.73864222179
16,1.2,0.0,2.4,0.726846044677
17,1.2,0.0,3.0,0.74819295458
18,1.8,0.0,0.0,1.258364782
19,1.8,0.0,0.6,0.725715690905
20,1.8,0.0,1.2,0.704351239172
21,1.8,0.0,1.8,0.743074339464
22,1.8,0.0,2.4,0.782389783885
23,1.8,0.0,3.0,0.807783029187
24,2.4,0.0,0.0,1.29754272579
25,2.4,0.0,0.6,0.76647028429
26,2.4,0.0,1.2,0.746249576579
27,2.4,0.0,1.8,0.802923839388
28,2.4,0.0,2.4,0.751633903171
29,2.4,0.0,3.0,0.714469852947
30,3.0,0.0,0.0,1.17701331737
31,3.0,0.0,0.6,0.72084599543
32,3.0,0.0,1.2,0.737383156083
33,3.0,0.0,1.8,0.774211366168
34,3.0,0.0,2.4,0.744073439711
35,3.0,0.0,3.0,0.758787208135
36,0.0,0.5,0.0,0.751963584038
37,0.0,0.5,0.6,0.737143237359
38,0.0,0.5,1.2,0.766254027414
39,0.0,0.5,1.8,0.769731411935
40,0.0,0.5,2.4,0.742635748293
41,0.0,0.5,3.0,0.743027586829
42,0.6,0.5,0.0,0.751895111736
43,0.6,0.5,0.6,0.720422878428
44,0.6,0.5,1.2,0.75777655738
45,0.6,0.5,1.8,0.751209878154
46,0.6,0.5,2.4,0.756619136052
47,0.6,0.5,3.0,0.788145137208
48,1.2,0.5,0.0,0.765817672983
49,1.2,0.5,0.6,0.793952149864
50,1.2,0.5,1.2,0.70662964121
51,1.2,0.5,1.8,0.773356345383
52,1.2,0.5,2.4,0.749823902977
53,1.2,0.5,3.0,0.789775236185
54,1.8,0.5,0.0,0.796423925106
55,1.8,0.5,0.6,0.736171146142
56,1.8,0.5,1.2,0.739620902015
57,1.8,0.5,1.8,0.709300230839
58,1.8,0.5,2.4,0.756501072715
59,1.8,0.5,3.0,0.744656287522
60,2.4,0.5,0.0,0.784770514697
61,2.4,0.5,0.6,0.747550505721
62,2.4,0.5,1.2,0.73265640502
63,2.4,0.5,1.8,0.763158881422
64,2.4,0.5,2.4,0.767510155809
65,2.4,0.5,3.0,0.761857157062
66,3.0,0.5,0.0,0.771335548197
67,3.0,0.5,0.6,0.733867592429
68,3.0,0.5,1.2,0.714790683688
69,3.0,0.5,1.8,0.727766458607
70,3.0,0.5,2.4,0.739271748742
71,3.0,0.5,3.0,0.764932921765
72,0.0,1.0,0.0,0.777691289327
73,0.0,1.0,0.6,0.759121782137
74,0.0,1.0,1.2,0.75178019158
75,0.0,1.0,1.8,0.714752982745
76,0.0,1.0,2.4,0.77372191289
77,0.0,1.0,3.0,0.725608200765
78,0.6,1.0,0.0,0.789456614612
79,0.6,1.0,0.6,0.759469735867
80,0.6,1.0,1.2,0.748508036668
81,0.6,1.0,1.8,0.747719694269
82,0.6,1.0,2.4,0.750020666496
83,0.6,1.0,3.0,0.754585046025
84,1.2,1.0,0.0,0.764604019655
85,1.2,1.0,0.6,0.707557403307
86,1.2,1.0,1.2,0.749725662926
87,1.2,1.0,1.8,0.761393115096
88,1.2,1.0,2.4,0.779666056183
89,1.2,1.0,3.0,0.817972786178
90,1.8,1.0,0.0,0.762135179052
91,1.8,1.0,0.6,0.766150186738
92,1.8,1.0,1.2,0.738970991871
93,1.8,1.0,1.8,0.724584141033
94,1.8,1.0,2.4,0.764780541353
95,1.8,1.0,3.0,0.741252336417
96,2.4,1.0,0.0,0.72915629191
97,2.4,1.0,0.6,0.767269513647
98,2.4,1.0,1.2,0.734073657368
99,2.4,1.0,1.8,0.754188525549
100,2.4,1.0,2.4,0.768399402592
101,2.4,1.0,3.0,0.71849083181
102,3.0,1.0,0.0,0.769606692166
103,3.0,1.0,0.6,0.749331026309
104,3.0,1.0,1.2,0.75481491364
105,3.0,1.0,1.8,0.781159337203
106,3.0,1.0,2.4,0.780819402619
107,3.0,1.0,3.0,0.758177841504
108,0.0,1.5,0.0,0.808844284247
109,0.0,1.5,0.6,0.774086199656
110,0.0,1.5,1.2,0.741975745417
111,0.0,1.5,1.8,0.759642808177
112,0.0,1.5,2.4,0.792935914101
113,0.0,1.5,3.0,0.792008176452
114,0.6,1.5,0.0,0.786017922693
115,0.6,1.5,0.6,0.742091217361
116,0.6,1.5,1.2,0.757780985933
117,0.6,1.5,1.8,0.737453957316
118,0.6,1.5,2.4,0.767877725748
119,0.6,1.5,3.0,0.767177007639
120,1.2,1.5,0.0,0.758104253651
121,1.2,1.5,0.6,0.729068572048
122,1.2,1.5,1.2,0.732128806046
123,1.2,1.5,1.8,0.755392928912
124,1.2,1.5,2.4,0.704193986765
125,1.2,1.5,3.0,0.748182854843
126,1.8,1.5,0.0,0.787652465347
127,1.8,1.5,0.6,0.749745551234
128,1.8,1.5,1.2,0.750642241999
129,1.8,1.5,1.8,0.719115119186
130,1.8,1.5,2.4,0.733053723472
131,1.8,1.5,3.0,0.738315765239
132,2.4,1.5,0.0,0.742244576637
133,2.4,1.5,0.6,0.740229524884
134,2.4,1.5,1.2,0.7585543872
135,2.4,1.5,1.8,0.741088055882
136,2.4,1.5,2.4,0.763614740968
137,2.4,1.5,3.0,0.737213990736
138,3.0,1.5,0.0,0.76219087959
139,3.0,1.5,0.6,0.747970618824
140,3.0,1.5,1.2,0.710606390468
141,3.0,1.5,1.8,0.778261065215
142,3.0,1.5,2.4,0.766040729465
143,3.0,1.5,3.0,0.743694886283
144,0.0,2.0,0.0,0.769033096723
145,0.0,2.0,0.6,0.754810459256
146,0.0,2.0,1.2,0.745037696513
147,0.0,2.0,1.8,0.748409693735
148,0.0,2.0,2.4,0.762157298469
149,0.0,2.0,3.0,0.759890113552
150,0.6,2.0,0.0,0.757248417834
151,0.6,2.0,0.6,0.703703522898
152,0.6,2.0,1.2,0.718174163896
153,0.6,2.0,1.8,0.732120555304
154,0.6,2.0,2.4,0.781595723619
155,0.6,2.0,3.0,0.738156831517
156,1.2,2.0,0.0,0.817137954961
157,1.2,2.0,0.6,0.730455801125
158,1.2,2.0,1.2,0.768186450286
159,1.2,2.0,1.8,0.751507831116
160,1.2,2.0,2.4,0.766918636384
161,1.2,2.0,3.0,0.769207697881
162,1.8,2.0,0.0,0.738484699547
163,1.8,2.0,0.6,0.775242325797
164,1.8,2.0,1.2,0.739894988421
165,1.8,2.0,1.8,0.760851970463
166,1.8,2.0,2.4,0.764781190317
167,1.8,2.0,3.0,0.778416016396
168,2.4,2.0,0.0,0.795793984198
169,2.4,2.0,0.6,0.740085754245
170,2.4,2.0,1.2,0.775481210167
171,2.4,2.0,1.8,0.790081957655
172,2.4,2.0,2.4,0.748276231411
173,2.4,2.0,3.0,0.729793396814
174,3.0,2.0,0.0,0.74195963701
175,3.0,2.0,0.6,0.728532444882
176,3.0,2.0,1.2,0.754265277704
177,3.0,2.0,1.8,0.754080847339
178,3.0,2.0,2.4,0.75542871349
179,3.0,2.0,3.0,0.778038941496
180,0.0,2.5,0.0,0.764767443789
181,0.0,2.5,0.6,0.761417568266
182,0.0,2.5,1.2,0.755759735204
183,0.0,2.5,1.8,0.722238078542
184,0.0,2.5,2.4,0.770748077151
185,0.0,2.5,3.0,0.776515763383
186,0.6,2.5,0.0,0.740140958032
187,0.6,2.5,0.6,0.776298503554
188,0.6,2.5,1.2,0.741449611851
189,0.6,2.5,1.8,0.797220256412
190,0.6,2.5,2.4,0.713626104812
191,0.6,2.5,3.0,0.754319656109
192,1.2,2.5,0.0,0.766156767033
193,1.2,2.5,0.6,0.737484375157
194,1.2,2.5,1.2,0.759554835356
195,1.2,2.5,1.8,0.782159573349
196,1.2,2.5,2.4,0.731820373671
197,1.2,2.5,3.0,0.759056584457
198,1.8,2.5,0.0,0.72826508081
199,1.8,2.5,0.6,0.757545876606
200,1.8,2.5,1.2,0.757141185633
201,1.8,2.5,1.8,0.751660375061
202,1.8,2.5,2.4,0.736361233352
203,1.8,2.5,3.0,0.769201246566
204,2.4,2.5,0.0,0.746314809493
205,2.4,2.5,0.6,0.757347186164
206,2.4,2.5,1.2,0.782729502234
207,2.4,2.5,1.8,0.730613522684
208,2.4,2.5,2.4,0.774504735768
209,2.4,2.5,3.0,0.797900302441
210,3.0,2.5,0.0,0.766207790051
211,3.0,2.5,0.6,0.738382893532
212,3.0,2.5,1.2,0.788549115977
213,3.0,2.5,1.8,0.730937662461
214,3.0,2.5,2.4,0.785087833323
215,3.0,2.5,3.0,0.765984799152
216,0.0,3.0,0.0,0.768090510997
217,0.0,3.0,0.6,0.741367670898
218,0.0,3.0,1.2,0.763688722241
219,0.0,3.0,1.8,0.758394991227
220,0.0,3.0,2.4,0.750820616393
221,0.0,3.0,3.0,0.764500631177
222,0.6,3.0,0.0,0.805940768101
223,0.6,3.0,0.6,0.77836216462
224,0.6,3.0,1.2,0.693298812316
225,0.6,3.0,1.8,0.769153210814
226,0.6,3.0,2.4,0.748178134013
227,0.6,3.0,3.0,0.761889529123
228,1.2,3.0,0.0,0.735877547106
229,1.2,3.0,0.6,0.761597775964
230,1.2,3.0,1.2,0.743811642019
231,1.2,3.0,1.8,0.748388570658
232,1.2,3.0,2.4,0.752335898267
233,1.2,3.0,3.0,0.748742447007
234,1.8,3.0,0.0,0.804481315113
235,1.8,3.0,0.6,0.751476607995
236,1.8,3.0,1.2,0.74821729518
237,1.8,3.0,1.8,0.767561692948
238,1.8,3.0,2.4,0.748852944935
239,1.8,3.0,3.0,0.767549834717
240,2.4,3.0,0.0,0.796338030377
241,2.4,3.0,0.6,0.755418963547
242,2.4,3.0,1.2,0.748901667533
243,2.4,3.0,1.8,0.773213170647
244,2.4,3.0,2.4,0.750854980363
245,2.4,3.0,3.0,0.74073128902
246,3.0,3.0,0.0,0.779734709087
247,3.0,3.0,0.6,0.763847353349
248,3.0,3.0,1.2,0.77083798197
249,3.0,3.0,1.8,0.704384193822
250,3.0,3.0,2.4,0.766023541613
