,DENV1,DENV2,DENV3,DENV4
1977.166667/1972.166667,0.043776420079187944,20.99800114223618,0.4660035472457479,4.9322097612931515
1977.416667/1972.416667,0.06505747467274127,15.528761233855645,0.4287363121231825,4.467638071664009
1977.666667/1972.666667,0.10503561399882372,11.436066792365406,0.4075806229383182,4.1119867225229845
1977.916667/1972.916667,0.1997454276085845,8.512548227080655,0.3995008730389119,3.607691932256333
1978.166667/1973.166667,0.4748868122510939,6.484887119823202,0.42744829373449666,2.1719779597703734
1978.416667/1973.416667,1.1324673175575046,5.112187709890884,0.496300476116238,0.8677840001291094
1978.666667/1973.666667,2.2022466931531612,3.8713464684690875,0.6156678252292435,0.17215903575926192
1978.916667/1973.916667,3.7808485792137025,4.231307775514131,0.4600346152014016,0.017526166593981686
1979.166667/1974.166667,4.287615186136516,2.4947695556967764,0.36796048757656236,0.01907617352195225
1979.416667/1974.416667,5.2781766375416295,1.707667754780058,0.3553775094776785,0.024437412260113214
1979.666667/1974.666667,8.21680417578717,1.1182634885835907,0.4345034071480575,0.020299645281841548
1979.916667/1974.916667,21.382802070116146,0.8531832313811525,0.6928280645303212,0.007154079808339346
1980.166667/1975.166667,25.663222600052315,0.7273831700011719,0.9965045748946292,0.008996523807873979
1980.416667/1975.416667,20.337110960605226,0.5976124146182717,1.2685916383859417,0.013639646523203434
1980.666667/1975.666667,14.652646346859964,0.4941726404713491,1.4339706721980099,0.01374310956731996
1980.916667/1975.916667,10.931065604252794,0.38353380150147337,1.6532197248989382,0.009326350991629836
1981.166667/1976.166667,10.179326028491184,0.4406947253920927,1.463841006040566,0.012416847380038641
1981.416667/1976.416667,11.283115363812293,0.5564102812474274,1.1493121811043285,0.016762421273031944
1981.666667/1976.666667,12.709824053616668,0.6752691745742001,0.8899582990439509,0.01796228859956066
1981.916667/1976.916667,13.339693125995094,0.8209712671983951,0.6100592582635994,0.011077172111744873
1982.166667/1977.166667,11.035769777424186,0.928810339293739,0.5894033606072199,0.011610341501224725
1982.416667/1977.416667,8.621544365595469,1.0070856083991933,0.670079054386553,0.012294096708017312
1982.666667/1977.666667,6.6060121522527195,1.1220285515403368,0.7414062134119488,0.009433295706254043
1982.916667/1977.916667,4.951496746069465,1.2652305957443581,0.8081100162028496,0.002886078086532822
1983.166667/1978.166667,3.0689393935417515,1.3134103936812154,0.8129620340885411,0.005341469810999737
