,DENV4,DENV2,DENV3,DENV1
1972.0,-0.07590045985198826,0.4285856184362986,0.1494268223587757,-0.3974828128639374
1972.25,-0.09430223929913942,0.5199385911359881,0.08724616691167625,-0.4111313889749104
1972.5,-0.11726747616814023,0.5820060793076551,0.012513588967831557,-0.37909282538004385
1972.75,-0.14350758456378737,0.6288558234564708,-0.0703223710475116,-0.3209704540709486
1973.0,-0.18622066574232354,0.65478222839843,-0.20123960516390205,-0.17994686961430395
1973.25,-0.24581543321244984,0.6663991697429706,-0.3633410278001573,0.02081175751520936
1973.5,-0.3217396431270497,0.6700093395969005,-0.5326429440527882,0.25055316739786704
1973.75,-0.41156411494992967,0.6713170387300611,-0.6849693052464128,0.47734775388811224
1974.0,-0.4174750554000001,0.60883931505,-0.7459940986645601,0.60583674035
1974.25,-0.363517341,0.47143705049999995,-0.7136207483824,0.66534692675
1974.5,-0.27598644052995447,0.2570046676896489,-0.5926085387308184,0.6849260322722389
1974.75,-0.18306034648236388,-0.022538189917735596,-0.3972996184724046,0.6907675166826621
1975.0,-0.16301085347870098,-0.24211645356765688,-0.1974393127542564,0.6935717223165452
1975.25,-0.20552403788790533,-0.3915257895569636,-0.014711989344685206,0.696117857263886
1975.5,-0.29795699195925057,-0.4688850560374559,0.13576398522496913,0.7009775892293105
1975.75,-0.4266297875469798,-0.4813864575112424,0.24787592368891248,0.7099154225969619
1976.0,-0.46797823511360154,-0.508788147364802,0.3081410683131522,0.7119335181934838
1976.25,-0.4442181212945358,-0.5495811551566657,0.33459686860651827,0.7062266936742179
1976.5,-0.380159682818999,-0.5984572480689968,0.3427978573011178,0.6928620991939862
1976.75,-0.3021879909726405,-0.6462140956675174,0.34481278372189117,0.6728271011301457
1977.0,-0.27038635463637406,-0.6396510472936575,0.324642885569962,0.6596060904949405
1977.25,-0.27141588140447415,-0.5930319221596098,0.283770766936819,0.6547275927756052
1977.5,-0.2930385138086574,-0.5200282925175498,0.22520819706054118,0.6585273857059918
1977.75,-0.32446178640222334,-0.4333440278976578,0.1536807333427445,0.6698792575638287
1978.0,-0.33667125101719353,-0.3508802407340904,0.07518608785319725,0.6762100202389976
1978.25,-0.33481549042609293,-0.2689166617807529,-0.01071325031015169,0.6785802598143564
1978.5,-0.32315701296838717,-0.18514776564062474,-0.10437013539587969,0.6786331571766357
1978.75,-0.30629181280542334,-0.09777233089058412,-0.2058454733892131,0.6785055775624523
1979.0,-0.2613029629563829,-0.11597958243247586,-0.21772244308917088,0.6706372050716514
