DENV2 SYLVATIC	DENV2 SYLVATIC	0.0
DENV2 SYLVATIC	DENV2 ASIANI	2.6
DENV2 SYLVATIC	DENV4 II	0.0
DENV2 SYLVATIC	DENV3 I	0.7
DENV2 SYLVATIC	DENV1 IV	3.2
DENV2 SYLVATIC	DENV4 I	2.6
DENV2 SYLVATIC	DENV1 V	3.2
DENV2 SYLVATIC	DENV3 II	2.6
DENV2 SYLVATIC	DENV2 ASIANII	2.6
DENV2 SYLVATIC	DENV2 AMERICAN	0.0
DENV2 SYLVATIC	DENV2 COSMOPOLITAN	0.0
DENV2 SYLVATIC	DENV2 ASIANAMERICAN	2.6
DENV2 SYLVATIC	DENV4 SYLVATIC	2.6
DENV2 SYLVATIC	DENV1 II	3.2
DENV2 SYLVATIC	DENV1 I	3.2
DENV2 SYLVATIC	DENV3 IV	0.7
DENV2 SYLVATIC	DENV3 III	0.7
DENV2 ASIANI	DENV2 SYLVATIC	2.6
DENV2 ASIANI	DENV2 ASIANI	0.0
DENV2 ASIANI	DENV4 II	0.0
DENV2 ASIANI	DENV3 I	0.7
DENV2 ASIANI	DENV1 IV	3.2
DENV2 ASIANI	DENV4 I	2.6
DENV2 ASIANI	DENV1 V	3.2
DENV2 ASIANI	DENV3 II	0.0
DENV2 ASIANI	DENV2 ASIANII	0.0
DENV2 ASIANI	DENV2 AMERICAN	0.0
DENV2 ASIANI	DENV2 COSMOPOLITAN	0.0
DENV2 ASIANI	DENV2 ASIANAMERICAN	0.0
DENV2 ASIANI	DENV4 SYLVATIC	2.6
DENV2 ASIANI	DENV1 II	3.2
DENV2 ASIANI	DENV1 I	3.2
DENV2 ASIANI	DENV3 IV	0.7
DENV2 ASIANI	DENV3 III	0.7
DENV4 II	DENV2 SYLVATIC	0.0
DENV4 II	DENV2 ASIANI	0.0
DENV4 II	DENV4 II	0.0
DENV4 II	DENV3 I	0.7
DENV4 II	DENV1 IV	0.7
DENV4 II	DENV4 I	0.0
DENV4 II	DENV1 V	0.7
DENV4 II	DENV3 II	0.0
DENV4 II	DENV2 ASIANII	0.0
DENV4 II	DENV2 AMERICAN	0.0
DENV4 II	DENV2 COSMOPOLITAN	0.0
DENV4 II	DENV2 ASIANAMERICAN	2.6
DENV4 II	DENV4 SYLVATIC	0.0
DENV4 II	DENV1 II	0.7
DENV4 II	DENV1 I	0.7
DENV4 II	DENV3 IV	0.7
DENV4 II	DENV3 III	0.7
DENV3 I	DENV2 SYLVATIC	0.7
DENV3 I	DENV2 ASIANI	0.7
DENV3 I	DENV4 II	0.7
DENV3 I	DENV3 I	0.0
DENV3 I	DENV1 IV	2.6
DENV3 I	DENV4 I	0.7
DENV3 I	DENV1 V	0.0
DENV3 I	DENV3 II	0.7
DENV3 I	DENV2 ASIANII	0.7
DENV3 I	DENV2 AMERICAN	0.7
DENV3 I	DENV2 COSMOPOLITAN	0.7
DENV3 I	DENV2 ASIANAMERICAN	0.7
DENV3 I	DENV4 SYLVATIC	0.0
DENV3 I	DENV1 II	0.0
DENV3 I	DENV1 I	0.0
DENV3 I	DENV3 IV	0.0
