virus_strain,serum_strain,titer
DENV2/VIETNAM/AC20/2003,DENV2/VIETNAM/BIDV735/2006,9.61102479731
DENV2/VIETNAM/AC20/2003,DENV3/INDONESIA/SLEMANDELTA30/1978,3.93411206434
DENV2/VIETNAM/AC20/2003,DENV3/VIETNAM/BIDV1329/2006,3.70043971814
DENV2/VIETNAM/AC20/2003,DENV3/VIETNAM/BIDV1817/2007,3.45943161864
DENV2/VIETNAM/AC20/2003,DENV4/DOMINICA/814669DELTA30/1981,3.85085656069
DENV2/VIETNAM/AC20/2003,DENV4/INDONESIA/AC36/1973,3.32192809489
DENV2/VIETNAM/AC21/2003,DENV1/BOLIVIA/FSB3363/2010,3.32192809489
DENV2/VIETNAM/AC21/2003,DENV1/CAMBODIA/BIDV1991/2003,3.58496250072
DENV2/VIETNAM/AC21/2003,DENV1/MYANMAR/61117/2005,3.80735492206
DENV2/VIETNAM/AC21/2003,DENV1/NAURU/WESTERNPACIFICDELTA30/1974,4.0752881273
DENV2/VIETNAM/AC21/2003,DENV1/PERU/IQT6152/2000,6.24792751344
DENV2/VIETNAM/AC21/2003,DENV1/PUERTO_RICO/BIDV852/2006,6.2288186905
DENV2/VIETNAM/AC21/2003,DENV1/VENEZUELA/OBT1298/2000,4.0
DENV2/VIETNAM/AC21/2003,DENV1/VIETNAM/BIDV1937/2008,3.70043971814
DENV2/VIETNAM/AC21/2003,DENV2/CAMBODIA/D2T0601085/2009,6.06608919046
DENV2/VIETNAM/AC21/2003,DENV2/MALAYSIA/DKD811/2008,6.9772799235
DENV2/VIETNAM/AC21/2003,DENV2/NICARAGUA/BIDV533/2005,5.95419631039
DENV2/VIETNAM/AC21/2003,DENV2/NICARAGUA/BIDV571/2006,8.72109918871
DENV2/VIETNAM/AC21/2003,DENV2/PERU/IQT2913/1996,5.24792751344
DENV2/VIETNAM/AC21/2003,DENV2/SENEGAL/0674/1970,3.90689059561
DENV2/VIETNAM/AC21/2003,DENV2/TONGA/DELTA30/1974,8.5636296311
DENV2/VIETNAM/AC21/2003,DENV2/VIETNAM/AC20/2003,7.21916852046
DENV2/VIETNAM/AC21/2003,DENV2/VIETNAM/AC21/2003,8.54303182026
DENV2/VIETNAM/AC21/2003,DENV2/VIETNAM/BIDV735/2006,12.3639978224
DENV2/VIETNAM/AC21/2003,DENV3/CAMBODIA/AC23/2011,4.39231742278
DENV2/VIETNAM/AC21/2003,DENV3/FIJI/29472/1992,3.80735492206
DENV2/VIETNAM/AC21/2003,DENV3/INDONESIA/SLEMANDELTA30/1978,3.95419631039
DENV2/VIETNAM/AC21/2003,DENV3/MYANMAR/80931/2008,3.70043971814
DENV2/VIETNAM/AC21/2003,DENV3/NICARAGUA/BIDV4753/2009,3.90689059561
DENV2/VIETNAM/AC21/2003,DENV3/PUERTO_RICO/429965/2006,3.80735492206
DENV2/VIETNAM/AC21/2003,DENV3/VIETNAM/BIDV1329/2006,3.32192809489
DENV2/VIETNAM/AC21/2003,DENV3/VIETNAM/BIDV1817/2007,4.08746284125
DENV2/VIETNAM/AC21/2003,DENV4/BRAZIL/NA/2012,3.45943161864
DENV2/VIETNAM/AC21/2003,DENV4/CAMBODIA/AC33/2011,3.90689059561
DENV2/VIETNAM/AC21/2003,DENV4/CAMBODIA/NA/2010,3.90689059561
DENV2/VIETNAM/AC21/2003,DENV4/DOMINICA/814669DELTA30/1981,3.64385618977
DENV2/VIETNAM/AC21/2003,DENV4/MALAYSIA/P731120/1973,3.58496250072
DENV2/VIETNAM/AC21/2003,DENV4/NICARAGUA/703/1999,3.70043971814
DENV2/VIETNAM/AC21/2003,DENV4/PUERTO_RICO/BIDV2446/1999,3.70043971814
DENV2/VIETNAM/BIDV735/2006,DENV1/NAURU/WESTERNPACIFICDELTA30/1974,3.45943161864
DENV2/VIETNAM/BIDV735/2006,DENV2/CAMBODIA/D2T0601085/2009,4.24792751344
DENV2/VIETNAM/BIDV735/2006,DENV2/MALAYSIA/DKD811/2008,5.12928301694
DENV2/VIETNAM/BIDV735/2006,DENV2/PERU/IQT2913/1996,4.52356195606
DENV2/VIETNAM/BIDV735/2006,DENV2/TONGA/DELTA30/1974,4.93545974781
DENV2/VIETNAM/BIDV735/2006,DENV2/VIETNAM/AC20/2003,4.95419631039
DENV2/VIETNAM/BIDV735/2006,DENV2/VIETNAM/BIDV735/2006,9.2167458582
DENV2/VIETNAM/BIDV735/2006,DENV4/DOMINICA/814669DELTA30/1981,3.67242534197
DENV3/CAMBODIA/AC23/2011,DENV2/TONGA/DELTA30/1974,4.0
DENV3/CAMBODIA/AC23/2011,DENV3/CAMBODIA/AC23/2011,6.98868468677
DENV3/CAMBODIA/AC23/2011,DENV3/FIJI/29472/1992,3.45943161864
DENV3/CAMBODIA/AC23/2011,DENV3/INDONESIA/SLEMANDELTA30/1978,4.5305147167
DENV3/CAMBODIA/AC23/2011,DENV3/MYANMAR/80931/2008,3.80735492206
DENV3/CAMBODIA/AC23/2011,DENV3/NICARAGUA/BIDV4753/2009,3.58496250072
DENV3/CAMBODIA/AC23/2011,DENV3/PUERTO_RICO/429965/2006,5.24792751344
DENV3/CAMBODIA/AC23/2011,DENV3/VIETNAM/BIDV1329/2006,5.24792751344
DENV3/CAMBODIA/AC23/2011,DENV3/VIETNAM/BIDV1817/2007,3.90689059561
DENV3/FIJI/29472/1992,DENV1/MYANMAR/61117/2005,3.32192809489
DENV3/FIJI/29472/1992,DENV1/NAURU/WESTERNPACIFICDELTA30/1974,3.41503749928
DENV3/FIJI/29472/1992,DENV1/PERU/IQT6152/2000,3.70043971814
DENV3/FIJI/29472/1992,DENV1/PUERTO_RICO/BIDV852/2006,4.08746284125
DENV3/FIJI/29472/1992,DENV2/TONGA/DELTA30/1974,4.11547721742
DENV3/FIJI/29472/1992,DENV2/VIETNAM/AC21/2003,3.32192809489
DENV3/FIJI/29472/1992,DENV3/CAMBODIA/AC23/2011,6.37503943135
DENV3/FIJI/29472/1992,DENV3/FIJI/29472/1992,5.88264304936
DENV3/FIJI/29472/1992,DENV3/INDONESIA/SLEMANDELTA30/1978,4.80735492206
DENV3/FIJI/29472/1992,DENV3/MYANMAR/80931/2008,5.20945336563
DENV3/FIJI/29472/1992,DENV3/NICARAGUA/BIDV4753/2009,4.0
DENV3/FIJI/29472/1992,DENV3/PUERTO_RICO/429965/2006,5.85798099513
DENV3/FIJI/29472/1992,DENV3/VIETNAM/BIDV1329/2006,6.12928301694
DENV3/FIJI/29472/1992,DENV3/VIETNAM/BIDV1817/2007,6.9772799235
DENV3/FIJI/29472/1992,DENV4/DOMINICA/814669DELTA30/1981,3.39231742278
DENV3/INDONESIA/SLEMANDELTA30/1978,DENV2/TONGA/DELTA30/1974,6.7414669864
DENV3/INDONESIA/SLEMANDELTA30/1978,DENV2/VIETNAM/BIDV735/2006,3.45943161864
DENV3/INDONESIA/SLEMANDELTA30/1978,DENV3/CAMBODIA/AC23/2011,5.80735492206
DENV3/INDONESIA/SLEMANDELTA30/1978,DENV3/FIJI/29472/1992,4.08746284125
DENV3/INDONESIA/SLEMANDELTA30/1978,DENV3/INDONESIA/SLEMANDELTA30/1978,4.36145645907
DENV3/INDONESIA/SLEMANDELTA30/1978,DENV3/MYANMAR/80931/2008,3.70043971814
DENV3/INDONESIA/SLEMANDELTA30/1978,DENV3/PUERTO_RICO/429965/2006,4.24792751344
DENV3/INDONESIA/SLEMANDELTA30/1978,DENV3/VIETNAM/BIDV1329/2006,5.35755200462
DENV3/INDONESIA/SLEMANDELTA30/1978,DENV3/VIETNAM/BIDV1817/2007,5.58496250072
DENV3/INDONESIA/SLEMANDELTA30/1978,DENV4/DOMINICA/814669DELTA30/1981,3.58496250072
DENV3/MYANMAR/80931/2008,DENV3/CAMBODIA/AC23/2011,6.64385618977
DENV3/MYANMAR/80931/2008,DENV3/FIJI/29472/1992,4.80735492206
DENV3/MYANMAR/80931/2008,DENV3/MYANMAR/80931/2008,4.45943161864
DENV3/MYANMAR/80931/2008,DENV3/NICARAGUA/BIDV4753/2009,3.70043971814
DENV3/MYANMAR/80931/2008,DENV3/PUERTO_RICO/429965/2006,5.67242534197
DENV3/MYANMAR/80931/2008,DENV3/VIETNAM/BIDV1329/2006,5.04439411936
DENV3/MYANMAR/80931/2008,DENV3/VIETNAM/BIDV1817/2007,5.20945336563
DENV3/NICARAGUA/BIDV4753/2009,DENV1/NAURU/WESTERNPACIFICDELTA30/1974,3.7725895039
DENV3/NICARAGUA/BIDV4753/2009,DENV2/PERU/IQT2913/1996,3.32192809489
DENV3/NICARAGUA/BIDV4753/2009,DENV2/TONGA/DELTA30/1974,4.85798099513
DENV3/NICARAGUA/BIDV4753/2009,DENV2/VIETNAM/BIDV735/2006,3.32192809489
DENV3/NICARAGUA/BIDV4753/2009,DENV3/CAMBODIA/AC23/2011,6.18982455888
DENV3/NICARAGUA/BIDV4753/2009,DENV3/FIJI/29472/1992,4.0
DENV3/NICARAGUA/BIDV4753/2009,DENV3/INDONESIA/SLEMANDELTA30/1978,4.94485844581
DENV3/NICARAGUA/BIDV4753/2009,DENV3/MYANMAR/80931/2008,4.08746284125
DENV3/NICARAGUA/BIDV4753/2009,DENV3/NICARAGUA/BIDV4753/2009,4.39231742278
DENV3/NICARAGUA/BIDV4753/2009,DENV3/PUERTO_RICO/429965/2006,6.72792045456
DENV3/NICARAGUA/BIDV4753/2009,DENV3/VIETNAM/BIDV1329/2006,4.80735492206
DENV3/NICARAGUA/BIDV4753/2009,DENV3/VIETNAM/BIDV1817/2007,4.70043971814
DENV3/NICARAGUA/BIDV4753/2009,DENV4/DOMINICA/814669DELTA30/1981,3.70043971814
DENV3/PUERTO_RICO/429965/2006,DENV1/NAURU/WESTERNPACIFICDELTA30/1974,3.90689059561
DENV3/PUERTO_RICO/429965/2006,DENV1/PERU/IQT6152/2000,3.45943161864
DENV3/PUERTO_RICO/429965/2006,DENV2/TONGA/DELTA30/1974,4.80735492206
DENV3/PUERTO_RICO/429965/2006,DENV2/VIETNAM/BIDV735/2006,3.70043971814
DENV3/PUERTO_RICO/429965/2006,DENV3/CAMBODIA/AC23/2011,6.52356195606
DENV3/PUERTO_RICO/429965/2006,DENV3/FIJI/29472/1992,4.70043971814
DENV3/PUERTO_RICO/429965/2006,DENV3/INDONESIA/SLEMANDELTA30/1978,5.47573343097
DENV3/PUERTO_RICO/429965/2006,DENV3/MYANMAR/80931/2008,4.58496250072
DENV3/PUERTO_RICO/429965/2006,DENV3/NICARAGUA/BIDV4753/2009,4.58496250072
DENV3/PUERTO_RICO/429965/2006,DENV3/PUERTO_RICO/429965/2006,7.0
DENV3/PUERTO_RICO/429965/2006,DENV3/PUERTO_RICO/S228762/1963,3.32192809489
DENV3/PUERTO_RICO/429965/2006,DENV3/VIETNAM/BIDV1329/2006,6.1497471195
DENV3/PUERTO_RICO/429965/2006,DENV4/DOMINICA/814669DELTA30/1981,3.65535182861
DENV3/PUERTO_RICO/S228762/1963,DENV1/NAURU/WESTERNPACIFICDELTA30/1974,3.49185309633
DENV3/PUERTO_RICO/S228762/1963,DENV1/VIETNAM/BIDV1937/2008,3.32192809489
DENV3/PUERTO_RICO/S228762/1963,DENV2/MALAYSIA/DKD811/2008,4.39231742278
DENV3/PUERTO_RICO/S228762/1963,DENV2/NICARAGUA/BIDV533/2005,4.0
DENV3/PUERTO_RICO/S228762/1963,DENV2/PERU/IQT2913/1996,3.58496250072
DENV3/PUERTO_RICO/S228762/1963,DENV2/TONGA/DELTA30/1974,4.73696559417
DENV3/PUERTO_RICO/S228762/1963,DENV2/VIETNAM/AC21/2003,3.32192809489
DENV3/PUERTO_RICO/S228762/1963,DENV2/VIETNAM/BIDV735/2006,4.08746284125
DENV3/PUERTO_RICO/S228762/1963,DENV3/FIJI/29472/1992,4.16992500144
DENV3/PUERTO_RICO/S228762/1963,DENV3/INDONESIA/SLEMANDELTA30/1978,4.94836723158
DENV3/PUERTO_RICO/S228762/1963,DENV3/VIETNAM/BIDV1329/2006,6.20945336563
DENV3/PUERTO_RICO/S228762/1963,DENV3/VIETNAM/BIDV1817/2007,6.04439411936
DENV3/PUERTO_RICO/S228762/1963,DENV4/DOMINICA/814669DELTA30/1981,4.08746284125
DENV3/PUERTO_RICO/S228762/1963,DENV4/PUERTO_RICO/BIDV2446/1999,5.28540221886
DENV3/VIETNAM/BIDV1329/2006,DENV1/MYANMAR/61117/2005,3.32192809489
DENV3/VIETNAM/BIDV1329/2006,DENV1/NAURU/WESTERNPACIFICDELTA30/1974,4.09592442
DENV3/VIETNAM/BIDV1329/2006,DENV1/PERU/IQT6152/2000,3.58496250072
DENV3/VIETNAM/BIDV1329/2006,DENV1/PUERTO_RICO/BIDV852/2006,4.85798099513
DENV3/VIETNAM/BIDV1329/2006,DENV1/VIETNAM/BIDV1937/2008,3.32192809489
DENV3/VIETNAM/BIDV1329/2006,DENV2/CAMBODIA/D2T0601085/2009,3.45943161864
DENV3/VIETNAM/BIDV1329/2006,DENV2/MALAYSIA/DKD811/2008,3.70043971814
DENV3/VIETNAM/BIDV1329/2006,DENV2/NICARAGUA/BIDV571/2006,3.80735492206
DENV3/VIETNAM/BIDV1329/2006,DENV2/SENEGAL/0674/1970,3.32192809489
DENV3/VIETNAM/BIDV1329/2006,DENV2/TONGA/DELTA30/1974,5.20554891117
DENV3/VIETNAM/BIDV1329/2006,DENV2/VIETNAM/AC20/2003,3.80735492206
DENV3/VIETNAM/BIDV1329/2006,DENV2/VIETNAM/AC21/2003,4.52356195606
DENV3/VIETNAM/BIDV1329/2006,DENV2/VIETNAM/BIDV735/2006,3.90689059561
DENV3/VIETNAM/BIDV1329/2006,DENV3/CAMBODIA/AC23/2011,6.26678654069
DENV3/VIETNAM/BIDV1329/2006,DENV3/FIJI/29472/1992,5.28540221886
DENV3/VIETNAM/BIDV1329/2006,DENV3/INDONESIA/SLEMANDELTA30/1978,5.54225804977
DENV3/VIETNAM/BIDV1329/2006,DENV3/MYANMAR/80931/2008,5.35755200462
DENV3/VIETNAM/BIDV1329/2006,DENV3/NICARAGUA/BIDV4753/2009,3.90689059561
DENV3/VIETNAM/BIDV1329/2006,DENV3/PUERTO_RICO/429965/2006,5.58496250072
DENV3/VIETNAM/BIDV1329/2006,DENV3/PUERTO_RICO/S228762/1963,3.58496250072
DENV3/VIETNAM/BIDV1329/2006,DENV3/VIETNAM/BIDV1329/2006,7.44294349585
DENV3/VIETNAM/BIDV1329/2006,DENV3/VIETNAM/BIDV1817/2007,6.67242534197
DENV3/VIETNAM/BIDV1329/2006,DENV4/DOMINICA/814669DELTA30/1981,4.43740531231
DENV3/VIETNAM/BIDV1817/2007,DENV1/MYANMAR/61117/2005,4.0
DENV3/VIETNAM/BIDV1817/2007,DENV1/NAURU/WESTERNPACIFICDELTA30/1974,3.92283213948
DENV3/VIETNAM/BIDV1817/2007,DENV1/PUERTO_RICO/BIDV852/2006,4.08746284125
DENV3/VIETNAM/BIDV1817/2007,DENV2/MALAYSIA/DKD811/2008,3.70043971814
DENV3/VIETNAM/BIDV1817/2007,DENV2/NICARAGUA/BIDV571/2006,3.80735492206
DENV3/VIETNAM/BIDV1817/2007,DENV2/TONGA/DELTA30/1974,4.84966572692
DENV3/VIETNAM/BIDV1817/2007,DENV2/VIETNAM/BIDV735/2006,4.04439411936
DENV3/VIETNAM/BIDV1817/2007,DENV3/CAMBODIA/AC23/2011,6.02236781303
DENV3/VIETNAM/BIDV1817/2007,DENV3/FIJI/29472/1992,5.4262647547
DENV3/VIETNAM/BIDV1817/2007,DENV3/INDONESIA/SLEMANDELTA30/1978,5.68650052718
DENV3/VIETNAM/BIDV1817/2007,DENV3/MYANMAR/80931/2008,5.49185309633
DENV3/VIETNAM/BIDV1817/2007,DENV3/NICARAGUA/BIDV4753/2009,4.64385618977
DENV3/VIETNAM/BIDV1817/2007,DENV3/PUERTO_RICO/429965/2006,7.02236781303
DENV3/VIETNAM/BIDV1817/2007,DENV3/VIETNAM/BIDV1329/2006,6.53915881111
DENV3/VIETNAM/BIDV1817/2007,DENV3/VIETNAM/BIDV1817/2007,6.90689059561
DENV3/VIETNAM/BIDV1817/2007,DENV4/BRAZIL/NA/2012,3.45943161864
DENV3/VIETNAM/BIDV1817/2007,DENV4/CAMBODIA/NA/2010,3.58496250072
DENV3/VIETNAM/BIDV1817/2007,DENV4/DOMINICA/814669DELTA30/1981,3.95419631039
DENV3/VIETNAM/BIDV1817/2007,DENV4/MALAYSIA/P731120/1973,3.45943161864
DENV3/VIETNAM/BIDV1817/2007,DENV4/PUERTO_RICO/BIDV2446/1999,3.45943161864
DENV4/BRAZIL/NA/2012,DENV2/PERU/IQT2913/1996,3.32192809489
DENV4/BRAZIL/NA/2012,DENV2/TONGA/DELTA30/1974,3.32192809489
DENV4/BRAZIL/NA/2012,DENV2/VIETNAM/BIDV735/2006,3.45943161864
DENV4/BRAZIL/NA/2012,DENV4/BRAZIL/NA/2012,3.70043971814
DENV4/BRAZIL/NA/2012,DENV4/NICARAGUA/703/1999,5.04439411936
DENV4/BRAZIL/NA/2012,DENV4/PUERTO_RICO/BIDV2446/1999,4.32192809489
DENV4/CAMBODIA/AC33/2011,DENV1/PERU/IQT6152/2000,3.32192809489
DENV4/CAMBODIA/AC33/2011,DENV2/TONGA/DELTA30/1974,4.70043971814
DENV4/CAMBODIA/AC33/2011,DENV3/INDONESIA/SLEMANDELTA30/1978,3.45943161864
DENV4/CAMBODIA/AC33/2011,DENV4/CAMBODIA/AC33/2011,3.90689059561
DENV4/CAMBODIA/AC33/2011,DENV4/CAMBODIA/NA/2010,5.08746284125
DENV4/CAMBODIA/AC33/2011,DENV4/DOMINICA/814669DELTA30/1981,4.3645724323
DENV4/CAMBODIA/AC33/2011,DENV4/NICARAGUA/703/1999,3.90689059561
DENV4/CAMBODIA/NA/2010,DENV1/NAURU/WESTERNPACIFICDELTA30/1974,3.50250034053
DENV4/CAMBODIA/NA/2010,DENV1/PUERTO_RICO/BIDV852/2006,3.32192809489
DENV4/CAMBODIA/NA/2010,DENV2/TONGA/DELTA30/1974,4.03813512889
DENV4/CAMBODIA/NA/2010,DENV2/VIETNAM/AC21/2003,3.45943161864
DENV4/CAMBODIA/NA/2010,DENV3/INDONESIA/SLEMANDELTA30/1978,3.80735492206
DENV4/CAMBODIA/NA/2010,DENV4/CAMBODIA/AC33/2011,3.80735492206
DENV4/CAMBODIA/NA/2010,DENV4/CAMBODIA/NA/2010,5.08746284125
DENV4/CAMBODIA/NA/2010,DENV4/DOMINICA/814669DELTA30/1981,4.972692654
DENV4/CAMBODIA/NA/2010,DENV4/NICARAGUA/703/1999,4.32192809489
DENV4/DOMINICA/814669DELTA30/1981,DENV4/BRAZIL/NA/2012,4.0
DENV4/DOMINICA/814669DELTA30/1981,DENV4/CAMBODIA/AC33/2011,4.70043971814
DENV4/DOMINICA/814669DELTA30/1981,DENV4/DOMINICA/814669DELTA30/1981,4.5077946402
DENV4/DOMINICA/814669DELTA30/1981,DENV4/INDONESIA/AC36/1973,3.90689059561
DENV4/DOMINICA/814669DELTA30/1981,DENV4/NICARAGUA/703/1999,5.45943161864
DENV4/DOMINICA/814669DELTA30/1981,DENV4/PUERTO_RICO/BIDV2446/1999,3.80735492206
DENV4/INDONESIA/AC36/1973,DENV1/NAURU/WESTERNPACIFICDELTA30/1974,3.7725895039
DENV4/INDONESIA/AC36/1973,DENV2/TONGA/DELTA30/1974,4.33390073655
DENV4/INDONESIA/AC36/1973,DENV3/INDONESIA/SLEMANDELTA30/1978,3.86789646399
DENV4/INDONESIA/AC36/1973,DENV4/BRAZIL/NA/2012,3.45943161864
DENV4/INDONESIA/AC36/1973,DENV4/CAMBODIA/AC33/2011,4.52356195606
DENV4/INDONESIA/AC36/1973,DENV4/CAMBODIA/NA/2010,4.0
DENV4/INDONESIA/AC36/1973,DENV4/DOMINICA/814669DELTA30/1981,6.18189764311
DENV4/INDONESIA/AC36/1973,DENV4/INDONESIA/AC36/1973,4.45943161864
DENV4/INDONESIA/AC36/1973,DENV4/MYANMAR/81087/2008,3.45943161864
DENV4/INDONESIA/AC36/1973,DENV4/NICARAGUA/703/1999,6.06608919046
DENV4/INDONESIA/AC36/1973,DENV4/PUERTO_RICO/BIDV2446/1999,4.58496250072
DENV4/INDONESIA/S1228/1978,DENV1/PUERTO_RICO/BIDV852/2006,3.70043971814
DENV4/INDONESIA/S1228/1978,DENV2/NICARAGUA/BIDV533/2005,3.32192809489
DENV4/INDONESIA/S1228/1978,DENV2/VIETNAM/AC20/2003,3.58496250072
DENV4/INDONESIA/S1228/1978,DENV2/VIETNAM/AC21/2003,3.90689059561
DENV4/INDONESIA/S1228/1978,DENV2/VIETNAM/BIDV735/2006,3.45943161864
DENV4/INDONESIA/S1228/1978,DENV3/FIJI/29472/1992,3.58496250072
DENV4/INDONESIA/S1228/1978,DENV3/VIETNAM/BIDV1329/2006,3.70043971814
DENV4/INDONESIA/S1228/1978,DENV3/VIETNAM/BIDV1817/2007,3.90689059561
DENV4/INDONESIA/S1228/1978,DENV4/INDONESIA/AC36/1973,4.64385618977
DENV4/INDONESIA/S1228/1978,DENV4/PUERTO_RICO/BIDV2446/1999,5.12928301694
DENV4/MALAYSIA/P731120/1973,DENV1/NAURU/WESTERNPACIFICDELTA30/1974,3.45943161864
DENV4/MALAYSIA/P731120/1973,DENV1/PUERTO_RICO/BIDV852/2006,3.45943161864
DENV4/MALAYSIA/P731120/1973,DENV2/TONGA/DELTA30/1974,4.53915881111
DENV4/MALAYSIA/P731120/1973,DENV3/FIJI/29472/1992,3.58496250072
DENV4/MALAYSIA/P731120/1973,DENV3/INDONESIA/SLEMANDELTA30/1978,3.45943161864
DENV4/MALAYSIA/P731120/1973,DENV4/CAMBODIA/AC33/2011,3.45943161864
DENV4/MALAYSIA/P731120/1973,DENV4/CAMBODIA/NA/2010,4.0
DENV4/MALAYSIA/P731120/1973,DENV4/DOMINICA/814669DELTA30/1981,4.30985526259
DENV4/MALAYSIA/P731120/1973,DENV4/NICARAGUA/703/1999,4.16992500144
DENV4/NICARAGUA/703/1999,DENV4/BRAZIL/NA/2012,3.80735492206
DENV4/NICARAGUA/703/1999,DENV4/CAMBODIA/AC33/2011,3.58496250072
DENV4/NICARAGUA/703/1999,DENV4/INDONESIA/AC36/1973,3.70043971814
DENV4/NICARAGUA/703/1999,DENV4/NICARAGUA/703/1999,4.75488750216
DENV4/NICARAGUA/703/1999,DENV4/PUERTO_RICO/BIDV2446/1999,3.90689059561
DENV4/PUERTO_RICO/347751/1998,DENV1/NAURU/WESTERNPACIFICDELTA30/1974,3.45943161864
DENV4/PUERTO_RICO/347751/1998,DENV1/PUERTO_RICO/BIDV852/2006,3.32192809489
DENV4/PUERTO_RICO/347751/1998,DENV2/TONGA/DELTA30/1974,3.32192809489
DENV4/PUERTO_RICO/347751/1998,DENV4/BRAZIL/NA/2012,4.32192809489
DENV4/PUERTO_RICO/347751/1998,DENV4/CAMBODIA/AC33/2011,3.70043971814
DENV4/PUERTO_RICO/347751/1998,DENV4/DOMINICA/814669DELTA30/1981,4.87774424995
DENV4/PUERTO_RICO/347751/1998,DENV4/INDONESIA/AC36/1973,4.45943161864
DENV4/PUERTO_RICO/347751/1998,DENV4/NICARAGUA/703/1999,5.39231742278
DENV4/PUERTO_RICO/347751/1998,DENV4/PUERTO_RICO/BIDV2446/1999,4.75488750216
DENV4/PUERTO_RICO/BIDV2446/1999,DENV1/NAURU/WESTERNPACIFICDELTA30/1974,3.32192809489
DENV4/PUERTO_RICO/BIDV2446/1999,DENV2/TONGA/DELTA30/1974,4.24792751344
DENV4/PUERTO_RICO/BIDV2446/1999,DENV4/BRAZIL/NA/2012,3.80735492206
DENV4/PUERTO_RICO/BIDV2446/1999,DENV4/DOMINICA/814669DELTA30/1981,6.68494338182
DENV4/PUERTO_RICO/BIDV2446/1999,DENV4/PUERTO_RICO/BIDV2446/1999,3.32192809489
DENV4/THAILAND/D85052/1985,DENV1/CAMBODIA/BIDV1991/2003,3.45943161864
DENV4/THAILAND/D85052/1985,DENV1/NAURU/WESTERNPACIFICDELTA30/1974,3.95419631039
DENV4/THAILAND/D85052/1985,DENV1/PUERTO_RICO/BIDV852/2006,3.80735492206
DENV4/THAILAND/D85052/1985,DENV2/TONGA/DELTA30/1974,5.07038932789
DENV4/THAILAND/D85052/1985,DENV2/VIETNAM/AC20/2003,3.58496250072
DENV4/THAILAND/D85052/1985,DENV2/VIETNAM/AC21/2003,3.80735492206
DENV4/THAILAND/D85052/1985,DENV2/VIETNAM/BIDV735/2006,3.45943161864
DENV4/THAILAND/D85052/1985,DENV3/INDONESIA/SLEMANDELTA30/1978,4.11894107272
DENV4/THAILAND/D85052/1985,DENV3/VIETNAM/BIDV1329/2006,3.70043971814
DENV4/THAILAND/D85052/1985,DENV3/VIETNAM/BIDV1817/2007,3.58496250072
DENV4/THAILAND/D85052/1985,DENV4/BRAZIL/NA/2012,5.45943161864
DENV4/THAILAND/D85052/1985,DENV4/CAMBODIA/AC33/2011,4.24792751344
DENV4/THAILAND/D85052/1985,DENV4/CAMBODIA/NA/2010,4.80735492206
DENV4/THAILAND/D85052/1985,DENV4/DOMINICA/814669DELTA30/1981,6.1779177922
DENV4/THAILAND/D85052/1985,DENV4/INDONESIA/AC36/1973,4.70043971814
DENV4/THAILAND/D85052/1985,DENV4/PUERTO_RICO/BIDV2446/1999,5.20945336563
