,DENV1_IV,DENV1_II,DENV2_ASIANII,DENV3_V,DENV2_COSMOPOLITAN,DENV4_II,DENV1_I,DENV2_AMERICAN,DENV1_V,DENV2_ASIANAMERICAN,DENV3_III,DENV4_I,DENV2_ASIANI,DENV3_I,DENV4_III,DENV3_II
1972.0,0.13631287203079495,0.13631287203079495,0.05990981684300983,0.07012821995628016,0.12576462207192335,-0.028998688118611633,-0.07115003136604309,-0.00030625551591756395,0.12852220526065256,0.15262046237970617,0.07673224420052777,-0.026786250067158103,-0.015427548302357708,0.07673224420052777,-0.029097089021995204,0.07175818702800252
1972.25,0.12444236843284551,0.12444236843284551,0.1080440401775507,0.03855141887580604,0.16593208950349425,-0.032350672760477144,-0.0947935074599267,0.05260514934020627,0.11521479911984561,0.18988888613896865,0.04601911998336872,-0.029802668714238104,0.04235716647531157,0.04601911998336872,-0.03244965826742079,0.04043908642553107
1972.5,0.12209093514293679,0.12209093514293679,0.15567195904688863,-0.005392335575715224,0.20571112124094518,-0.037903108238703964,-0.1037620160268386,0.1042515808866295,0.11083683826821411,0.22690166120835667,0.0033396622486794314,-0.03483196398600498,0.09961826513205307,0.0033396622486794314,-0.0380074835154733,-0.0031061911605090864
1972.75,0.12876030497564456,0.12876030497564456,0.2023731435965491,-0.06201976848371865,0.24475891228649985,-0.04569633094325514,-0.09722536112238439,0.15411151281194152,0.11483686612767957,0.26335136606315557,-0.05161256715902779,-0.04190269510086662,0.15586220165638232,-0.05161256715902779,-0.045809862167440464,-0.05918455219186286
1973.0,0.14829386233548508,0.14829386233548508,0.24112309212950417,-0.13016904847463134,0.27723451159486756,-0.05591650675366851,-0.06779253180503958,0.19421103588341532,0.131031635903625,0.2938566094023232,-0.11767836077444793,-0.05117336843128735,0.20269156646884046,-0.11767836077444793,-0.05604177308276331,-0.12661202131329202
1973.25,0.17994779478694223,0.17994779478694223,0.2713516125665476,-0.20714296803568938,0.30221282249189685,-0.06874507851211194,-0.01766522526424874,0.22522999658483922,0.1587308166143842,0.3180483203657397,-0.192188881455079,-0.06280156400356972,0.24152279161601048,-0.192188881455079,-0.06888392051635407,-0.20267249526298764
1973.5,0.22314291963713306,0.22314291963713306,0.2926735129416755,-0.2897368764723682,0.3198830435995983,-0.08452186873911696,0.051158234036478234,0.2453433620576341,0.19743084636697678,0.3355089815575158,-0.27195960180655193,-0.07708755892083256,0.26952178876111144,-0.27195960180655193,-0.08467543937029882,-0.28413040130416684
1973.75,0.2775126509144223,0.2775126509144223,0.30504479232688225,-0.37522966835487687,0.33021154182847867,-0.10364922500806147,0.13639347556618958,0.25454021334137883,0.2468324882155243,0.3461801357064365,-0.35427450105296693,-0.09438798634120288,0.2866253271572577,-0.35427450105296693,-0.10381801271775773,-0.36822898347591765
1974.0,0.32234769658888157,0.32234769658888157,0.3013061555145732,-0.43954493579146253,0.32690494138799464,-0.1126694947429916,0.2107363701140415,0.24780327764117915,0.2874125603394622,0.3445255736158748,-0.4168164840207927,-0.10253267255531225,0.28592930759454926,-0.4168164840207927,-0.1128435634288592,-0.43187458430215103
1974.25,0.3572317473496111,0.3572317473496111,0.2764848738992872,-0.4753568790378772,0.30570727167241774,-0.11343418439681825,0.2745307041427483,0.22004930656106647,0.3191435689315407,0.32661434126071215,-0.45217496688240294,-0.10319057179692877,0.2619232263808298,-0.45217496688240294,-0.11360429951291427,-0.467601491930494
1974.5,0.3855056414543022,0.3855056414543022,0.2273573682681099,-0.4770473246134925,0.26372394178399894,-0.1077945835559049,0.32775320980325956,0.16827277804393242,0.3457996510820026,0.2898439906597448,-0.454604135709994,-0.09803572917635628,0.21129355857844218,-0.454604135709994,-0.10795292653876923,-0.4696562257320866
1974.75,0.40818281200847406,0.40818281200847406,0.1524912972509972,-0.44153629773346176,0.1995640877744339,-0.09746357144571942,0.37068604038872704,0.09135482896539326,0.36880314844520184,0.23298444237095742,-0.42085915504071997,-0.08862109642851979,0.132674676322104,-0.42085915504071997,-0.09760418333545481,-0.43483714871657636
1975.0,0.42364841621853444,0.42364841621853444,0.06789855528868988,-0.38060895071178796,0.12510563879257824,-0.08862311808400263,0.4000041277111729,0.010915889139428148,0.38609001424870215,0.1686386557085594,-0.3619316596517916,-0.08058541452195894,0.052403077182083035,-0.3619316596517916,-0.08875134242532047,-0.374519804221179
1975.25,0.43303409324043235,0.43303409324043235,-0.024196793536596484,-0.2988188775038207,0.04129507631256624,-0.08190069876488927,0.4178064957915091,-0.06944138125736804,0.3985405256535805,0.09859175355377497,-0.28225931047155034,-0.07451324842932669,-0.024309872133326416,-0.28225931047155034,-0.08202467904753696,-0.2932268243753227
