,DENV1_IV,DENV1_II,DENV2_ASIANII,DENV3_V,DENV2_COSMOPOLITAN,DENV4_II,DENV1_I,DENV2_AMERICAN,DENV1_V,DENV2_ASIANAMERICAN,DENV3_III,DENV4_I,DENV2_ASIANI,DENV3_I,DENV4_III,DENV3_II
1972.166667,-2.277680314247831,-2.277680309608179,0.2944024763270062,-1.275778827453279,0.48802124133448205,-1.0456795993537993,-2.277680314247831,-0.4638307485913624,-2.285518756737264,0.2944024622689736,-1.275778827453279,-1.1408890035049915,0.2944024902374247,-1.275778827453279,-1.1408890035049915,-1.2757788116774953
1972.416667,-2.2728764439550746,-2.2728764390750764,0.3326258009407842,-1.3205553924823357,0.523447424015652,-1.0443513001558877,-2.2728764439550746,-0.44052522618465795,-2.2939572649591096,0.3326257856718781,-1.3205553924823357,-1.1398034220600228,0.3326258159631154,-1.3205553924823357,-1.1398034220600228,-1.32055537684403
1972.666667,-2.1336176117373076,-2.1336176066639636,0.31706458583980957,-1.4646672015325928,0.5262896060069979,-1.0816065600624913,-2.1336176117373076,-0.4711070552752601,-2.149204657405125,0.31706456776106445,-1.4646672015325928,-1.1767623336985022,0.31706460355218047,-1.4646672015325928,-1.1767623336985022,-1.4646671864372802
1972.916667,-1.8613134770178106,-1.8613134717829691,0.2502467860124692,-1.7077856473472557,0.4986321122896158,-1.1583893732753834,-1.8613134770178106,-0.5538524701168606,-1.8533457642142999,0.25024676348602326,-1.7077856473472557,-1.2526491182359498,0.25024680802747734,-1.7077856473472557,-1.2526491182359498,-1.707785633172623
1973.166667,-1.458331676264312,-1.458331670863513,0.13482413318389241,-2.044447820775821,0.44237308319356905,-1.2768361105804342,-1.458331676264312,-0.6859274168867766,-1.4109011085041736,0.13482410457380478,-2.044447820775821,-1.369422106921492,0.13482416110951723,-2.044447820775821,-1.369422106921492,-2.0444478078463093
1973.416667,-0.9886077066944643,-0.9886077011621368,-0.02051238451624271,-2.3969281672614584,0.35699664393563496,-1.4231978917473136,-0.9886077066944643,-0.8491330489835593,-0.8940512351658874,-0.02051241952350158,-2.3969281672614584,-1.5130765888053046,-0.020512350338923513,-2.3969281672614584,-1.5130765888053046,-2.3969281558345115
1973.666667,-0.5371875974488172,-0.5371875918611029,-0.20362547332584957,-2.661908718959802,0.2423108168833371,-1.5787923240236583,-0.5371875974488172,-1.0186028283260007,-0.3995232123077994,-0.20362551329528245,-2.661908718959802,-1.6645939566811632,-0.20362543423194746,-2.661908718959802,-1.6645939566811632,-2.6619087088170055
1973.916667,-0.15902857610309784,-0.15902857059327014,-0.42578778769140113,-2.736352243833433,0.0798244911023438,-1.733106631118049,-0.15902857610309784,-1.1848533524473845,0.007751006531558247,-0.4257878293919233,-2.736352243833433,-1.8127121417762813,-0.42578774670800956,-2.736352243833433,-1.8127121417762813,-2.7363522339275983
1974.166667,0.14335574050892275,0.14335574585402733,-0.6607659624714195,-2.6479607235823406,-0.10671469187612603,-1.897635806056017,0.14335574050892275,-1.3370460030224554,0.3270984923773299,-0.6607660034927898,-2.6479607235823406,-1.9687570114644433,-0.660765921860732,-2.6479607235823406,-1.9687570114644433,-2.64796071305356
1974.416667,0.39024459792833954,0.3902446027745634,-1.0628172374558642,-2.3900749243692827,-0.4530060779659095,-1.8688767313288002,0.39024459792833954,-1.5427952408583125,0.5678838031985778,-1.0628172710893635,-2.3900749243692827,-1.937132067581857,-1.0628172033820975,-2.3900749243692827,-1.937132067581857,-2.390074912976562
