abs_error,intercept,r_squared,rms_error,slope
0.669453644,0.421314922,0.565512083,0.900909535,0.686622658
0.621941325,0.21952184,0.713400572,0.868309177,0.739064859
0.72125283,0.166566488,0.73443712,1.009797853,0.78553872
0.624792097,0.190266047,0.750428123,0.866933068,0.682577343
0.7909874,0.335753468,0.636399552,1.062958453,0.673298889
0.567349221,0.121414272,0.823473014,0.776056611,0.810167345
0.600282261,0.022042136,0.790185291,0.775743013,0.791523513
0.543903454,0.059560723,0.794002608,0.678426634,0.866063274
0.601040655,0.164657746,0.714835737,0.788780617,0.81314646
0.593427354,0.097464053,0.700166308,0.77639131,0.936327163
0.64155465,0.054278987,0.808933546,0.873223686,0.739817511
0.567311153,0.108261321,0.727243524,0.721534266,0.822547167
0.695280607,0.193899771,0.684083614,0.944877528,0.871891383
0.590542092,0.101456941,0.700897885,0.762897974,0.804203182
0.665472272,0.182221785,0.742237029,0.877364589,0.721754042
0.817519665,0.082007521,0.685158308,1.032281397,0.80974294
0.647049299,0.124246841,0.830045483,0.89050668,0.743565209
0.653039304,0.265424621,0.744808738,0.859907808,0.866573873
0.56583182,0.232157604,0.770039905,0.763107481,0.840662282
0.61428733,0.101032349,0.785454745,0.804674134,0.782667098
,,,,
0.639615922,0.162177472,0.735087159,0.851734091,0.789387746
0.072522288,0.098463765,0.06482721,0.103256392,0.069874895
