,lam_avi,lam_drop,lam_pot,rmse
454,1.8,6.0,2.4,0.72344772161
455,1.8,6.0,3.0,0.717381294195
456,2.4,6.0,0.0,0.800250935498
457,2.4,6.0,0.6,0.765964856685
458,2.4,6.0,1.2,0.750077849261
459,2.4,6.0,1.8,0.710603541858
460,2.4,6.0,2.4,0.767865024486
461,2.4,6.0,3.0,0.757969971433
462,3.0,6.0,0.0,0.745643465036
463,3.0,6.0,0.6,0.75036399504
464,3.0,6.0,1.2,0.710535726078
465,3.0,6.0,1.8,0.764384247564
466,3.0,6.0,2.4,0.743677162758
467,3.0,6.0,3.0,0.774364918069
