,DENV1_I,DENV1_II,DENV1_IV,DENV1_V,DENV2_AMERICAN,DENV2_ASIANAMERICAN,DENV2_ASIANI,DENV2_ASIANII,DENV2_COSMOPOLITAN,DENV3_I,DENV3_II,DENV3_III,DENV3_V,DENV4_I,DENV4_II,DENV4_III
1977.166667,0.054639525991616776,,,0.2747459471540032,,,,,,0.055907886182469585,0.0809763691323392,,,,,
1977.416667,0.05707776446860254,,,0.27691804306104567,,,0.2545817285041844,,,0.05614883904922805,0.0830636382068591,,,,,
1977.666667,0.06080584555201047,,,0.28526310450834336,,,0.24409309241931337,,,0.055906640044688115,0.08498869019087232,,,,,
1977.916667,,,,0.3022561210408145,,,0.22937307429575582,,,0.055076429363198,0.08658153866238524,,,,0.05321522167957814,
1978.166667,,,,0.3163632236264249,,,0.21579642308550467,,,0.05861968961751341,0.0811740873082729,,,,0.05800997642889047,
1978.416667,,,,0.3260472511812322,,,0.20588824019166596,,,0.06150974215469567,0.07635961086607317,,,,0.061838245905964546,
1978.666667,,,,0.33580428895759185,,,0.1960962997342461,,,0.05713945246928385,0.0805161362734303,,,,0.06372662997206077,
1978.916667,,,,,,,0.19286015948512378,,,0.05293365667435142,0.08622115844452798,,,,0.0638451095368673,
1979.166667,,,,,,,0.1776931338645076,,,0.05931925366409577,0.07958955810466067,,,,0.06117284624798529,
1979.416667,,,,,,,0.1500096399396773,0.01827342302001411,0.13253452343925848,0.06986428000254333,0.06810395467315353,,,,0.055853511998259685,
1979.666667,,,,,,0.01511841117196756,0.13349011200855704,0.02073367631215554,0.14375040151551405,0.07205662081781447,0.06240186363587383,,,,0.0559832805504089,
1979.916667,,,,,,0.014303533465856725,0.11876215324390625,0.027149297439045608,0.17148246372670709,,,,,,0.06099439967587709,
1980.166667,,,,,,0.011744663043993433,0.09709607668818383,0.0227113372698814,0.18461072248140353,,,,,,0.060123186366323515,
1980.416667,,,,,,,0.07954539950451359,0.01432299323283905,0.18943892463624207,,,,,,0.05799074549717544,
1980.666667,,,,,,,0.0673655616192742,,0.18796456356704025,,,,,,0.05645544166702409,
1980.916667,,,,,,,0.04912676240281141,,0.19715083322444338,,,,,,0.056322633446770645,
1981.166667,,,,,,,0.05795012271086483,,0.1924942492404356,,,,,,0.05161975053501472,
1981.416667,,,,,,,0.07137341904818735,,0.18971826493304822,,,,,,0.04575752240824339,
1981.666667,,,,,0.017310563139098088,,0.08270987962685855,,0.19024073412035802,,,,,0.018871009783212486,0.040407576284874264,
1981.916667,,,,,0.020606378450542865,,0.0942417954816018,,0.19017414342302677,,,,,0.02211264104563322,0.035054925783965823,
1982.166667,,,,,0.016686385522014076,,0.10716111408039705,,0.1770287782075104,,,,,0.021067784100337692,0.03502583104581234,
1982.416667,,,,,0.009965946615412289,,0.11777095433616432,,0.16336159587007382,0.07902492997407477,,,,0.018177498061823612,0.03796085196269841,
1982.666667,,,,,,,0.1314404357888511,,0.1476297695624041,0.08280233526934497,0.05218754078478223,,,0.015408226511685247,0.04078630163548974,
