,DENV1_I,DENV1_II,DENV1_IV,DENV1_V,DENV2_AMERICAN,DENV2_ASIANAMERICAN,DENV2_ASIANI,DENV2_ASIANII,DENV2_COSMOPOLITAN,DENV3_I,DENV3_II,DENV3_III,DENV3_V,DENV4_I,DENV4_II,DENV4_III
1977.166667/1972.166667,0.5442976809905602,,,0.5251402930787473,,,,,,0.6580430893407986,0.6580431399564307,,,,,
1977.416667/1972.416667,0.6443401900838259,,,0.6324940781139053,,,4.3943799189208566,,,0.48683801744697525,0.4868380546344453,,,,,
1977.666667/1972.666667,0.8429851756092431,,,0.8492425429722901,,,3.349770917483221,,,0.37274358371792465,0.3727436120110813,,,,,
1977.916667/1972.916667,,,,1.3675516637519487,,,2.5014373174833535,,,0.2935128928419239,0.29351291495488024,,,,0.9284827887964541,
1978.166667/1973.166667,,,,2.5111872102155455,,,1.8557318493186359,,,0.25762277048855503,0.2576227894919146,,,,0.7324950099441236,
1978.416667/1973.416667,,,,4.46626241845271,,,1.4022580067168982,,,0.2576817577403076,0.2576817765016774,,,,0.557849841733123,
1978.666667/1973.666667,,,,6.5128243623909405,,,1.001881315704417,,,0.30495643542667794,0.3049564581187288,,,,0.3957761734379136,
1978.916667/1973.916667,,,,,,,0.818983894667987,,,0.38303805672970354,0.38303808586968835,,,,0.2872696883700056,
1979.166667/1974.166667,,,,,,,0.48333996412283126,,,0.5007159245042309,0.5007159622636653,,,,0.4047798612080592,
1979.416667/1974.416667,,,,,,,0.3547453512196491,0.3547453296951078,2.5144071852167413,0.5754657834633105,0.5754658249074447,,,,0.5963688586104583,
1979.666667/1974.666667,,,,,,0.26598714552747815,0.2659871751312942,0.26598715806384393,1.6686465392296184,1.0317934697155302,1.0317935433560648,,,,0.7792035672094644,
1979.916667/1974.916667,,,,,,0.23567730403506443,0.2356773365459739,0.23567731735332492,1.1526017352653624,,,,,,0.8008710056200106,
1980.166667/1975.166667,,,,,,0.2340465692695346,0.23404661417931238,0.23404658924104596,0.6773996288850757,,,,,,0.7419313200182804,
1980.416667/1975.416667,,,,,,,0.27207301783985827,0.2720729817136213,0.42728263887809437,,,,,,0.7041425082008935,
1980.666667/1975.666667,,,,,,,0.34472573570906345,,0.34909037649923774,,,,,,0.5784702680902715,
1980.916667/1975.916667,,,,,,,0.512955561842777,,0.3146427545414111,,,,,,0.5143186123062332,
1981.166667/1976.166667,,,,,,,0.5321127478810423,,0.3230868560349368,,,,,,0.4812389738853342,
1981.416667/1976.416667,,,,,,,0.4850522987534026,,0.3441503034071368,,,,,,0.4775010042126826,
1981.666667/1976.666667,,,,,0.29069983911752423,,0.43153575776292247,,0.3813125474596144,,,,,0.3713526948807588,0.4956968639945398,
1981.916667/1976.916667,,,,,0.2309957408605458,,0.3813541998508229,,0.4637338409316382,,,,,0.3559701099393279,0.48561581502225215,
1982.166667/1977.166667,,,,,0.19499939660130877,,0.3437355869631453,,0.60010847323674,,,,,0.2929402118481048,0.4065863387423867,
1982.416667/1977.416667,,,,,0.18550774804595274,,0.3272256501991882,,0.7631902887619353,1.3692430987859252,,,,0.2503358247824453,0.3512255066142394,
1982.666667/1977.666667,,,,,,,0.33474960758099936,,1.1127741450664637,1.028005829968895,1.028005896781423,,,0.21186857945698628,0.3009960671135799,
1982.916667/1977.916667,,,,,,,0.3730072949098961,,1.8649906477312632,0.8024966185827089,0.8024966726619225,,,0.18561151923637353,0.2676123508838081,
1983.166667/1978.166667,,,,,,,0.3862486682861293,,,0.668060251336562,0.6680602975894403,,,0.21646852146345427,0.31963038532797305,
1983.416667/1978.416667,,,,6.708727336301106,,,0.37479517165498777,,,0.5744547182484075,0.5744547583412771,,,,0.5218697575197611,
1983.666667/1978.666667,,,,5.092135463835613,,,0.37627837579525725,,,0.532566421856803,0.5325664588417527,,,,,
1983.916667/1978.916667,,,,5.381596138666045,,0.31677855064922883,0.3167785310372694,,,0.9280229956234479,0.9280230627752987,,,,,
1984.166667/1979.166667,,,,4.7135610444160605,,0.29216112666641897,0.29216110051940564,,,1.4204190984580887,,,,,,
1984.416667/1979.416667,3.1225471224181955,,,3.172031336502311,,0.31051865858335165,0.3105186267960608,,,1.7486326677091772,,,,,,
1984.666667/1979.666667,2.220122349925156,,,2.2775907587993562,,0.3421913287997456,0.3421912879366136,,,,,,,,,
1984.916667/1979.916667,1.6743843390486144,,,1.694423233314366,,0.3901418157848766,0.39014175807717094,,,,,,,,,
1985.166667/1980.166667,1.2606333180377074,,,1.3763852211329617,,0.47909263717958406,0.4790925673462835,,,,,,,,,
1985.416667/1980.416667,0.9497650826957996,,,1.155516102788764,,,0.6290524429971506,,,,,,,,,
1985.666667/1980.666667,0.7336099965376323,,,1.001969568226668,,,0.8655748981296177,,,,,,,,,
1985.916667/1980.916667,0.5838339129571641,,,0.9005967337660564,,,1.2645283642718546,,,,,,,,,
1986.166667/1981.166667,0.6105998350414512,,,1.0210941509397853,,,1.1379745149278566,,,,,,,,,
1986.416667/1981.416667,0.7526388193293808,,,1.3169709431404601,,0.8385353670197839,0.8385352859672005,,,,,,,,,
1986.666667/1981.666667,0.9837550440702114,,,1.8005958804427222,,0.6210419686655484,0.62104191009708,,,,,,,,,
1986.916667/1981.916667,1.3504650842521098,,,2.569489946662834,,0.46971963272388134,0.469719589238897,,,,,,,,,
1987.166667/1982.166667,1.5761119575744218,,,2.959124967850254,,0.4243704105641316,0.42437037204649875,,,,,,,,,
1987.416667/1982.416667,1.7054170875349481,,,3.0605537713081414,,0.4167641945293934,0.41676415384260806,,,,,,,,,
1987.666667/1982.666667,1.935971665586329,,,3.3092310175184845,,,0.4093673035247204,,,1.398142639292679,,,,,,
1987.916667/1982.916667,2.323892255814715,,,3.714862376690302,,,0.4040120217904022,0.4040120413743949,,1.0662660095194945,,,,,,
1988.166667/1983.166667,2.8674205280552236,,,4.561602230277657,,,0.3830823493086508,0.3830823674617014,,0.9297462594363876,0.9297463268903168,,,,,
1988.416667/1983.416667,3.5525493836594277,,,,,,0.3613647906598359,,,0.8648252850920293,,,,,,
1988.666667/1983.666667,4.603790737910218,,,,,,0.3411807393185367,,,0.8286444426113369,,,,,,
1988.916667/1983.916667,6.392428583936062,,,,,,0.3256114042280803,,,0.8224276412475465,,,,,,
1989.166667/1984.166667,5.324073100291225,,,,,,0.33765763389542364,,,0.7499855667560559,0.7499856205440539,,,,,
1989.416667/1984.416667,3.458789200916595,,,,,,0.4012880045256297,,,0.6495903562707864,0.649590405045057,,,,,
1989.666667/1984.666667,2.7710245594659355,,,,,,0.463414320290962,,,0.704808031265112,0.7048080866291022,,,0.5328061987322669,,
1989.916667/1984.916667,2.3830064215329116,,,,,,0.551720444935934,,,0.8117918355136955,0.8117919019557817,,,0.3603524084692711,,
1990.166667/1985.166667,2.375586705331697,,,,,,0.5146792150116202,,,0.966757647505831,0.9667577266583318,,,0.413107831439278,,
1990.416667/1985.416667,1.902655567921446,,,,,,0.5492786678234726,,,0.8986890495400504,0.8986891203221751,,,0.5814273512272944,,
1990.666667/1985.666667,1.5364993137407215,,,,,,0.6129053641129437,,,0.8618466236430056,,,,,,
1990.916667/1985.916667,1.259052992169135,,,,,,0.7024666513262926,,,0.9772335791866733,,,,,,
1991.166667/1986.166667,0.7556502516652597,,,,,,1.2219840255685852,,,1.2935265704559893,,,,,,
1991.416667/1986.416667,0.5410273990038724,,,,,,4.145331541082673,,,1.2533907019990733,,,,,,
1991.666667/1986.666667,0.5002033552759352,,,,,,,,,1.0684251956029422,1.0684252739747848,,,,,
1991.916667/1986.916667,0.6667845266150942,,,,,,,,,0.8101305728066133,0.8101306301235519,,,,,
1992.166667/1987.166667,0.5678642191307207,,0.5678642191307206,,,,,,,1.0277501498966615,1.0277502237264098,,,,,
1992.416667/1987.416667,0.5144810896253658,,0.5144810896253658,,,,,,,0.8428094208489684,0.842809479442998,,,,,
1992.666667/1987.666667,0.458486931667456,,0.458486931667456,,,,,,,0.8621940739736036,0.862194132957814,,,,,
1992.916667/1987.916667,0.4159745617095051,,0.4159745617095051,,,,,,,1.0455165116228802,,,,,,
1993.166667/1988.166667,0.36605840563490305,,0.3660584056349031,,,,,,,1.834036472621765,,,,,,
1993.416667/1988.416667,0.33880309758147215,,0.3388030975814721,,,,5.562049713502644,,,,,,,,,
1993.666667/1988.666667,0.4529605602094862,0.4529605526601647,0.4529605602094862,,,,3.271898555033887,,,,,,,,,
1993.916667/1988.916667,0.646511345247968,0.6465113363099944,0.646511345247968,,,1.5824048262271346,1.5824047002212436,,,,,,,,,
1994.166667/1989.166667,0.7275792212497152,0.7275792117234964,0.7275792212497153,,,1.2691139031086203,1.2691137887577302,,,,,,,,,
1994.416667/1989.416667,0.6633730870713572,0.6633730773806942,0.6633730870713572,,,1.4515249301906086,1.451524767221284,,,,,,,,,
1994.666667/1989.666667,0.5940246252020074,0.5940246155697975,0.5940246252020074,,,1.7244003910130208,1.7244001610265653,,,,,,,,,
1994.916667/1989.916667,0.5333544751721037,,,,,,2.0460717403390607,,,,,,,,,
1995.166667/1990.166667,0.5231635060737042,,,,,,2.033682118970146,,,,,,,,,
1995.416667/1990.416667,0.5438159374334322,,,,,,1.9201796607857098,,,,,,,,,
1995.666667/1990.666667,0.6052397543429203,,,,,1.672090919182035,1.6720907436205636,,,,,,,,,
1995.916667/1990.916667,0.8154233686077136,,,,,1.1410829897718329,1.1410828848214782,,,,,,,1.5406897106453508,,
1996.166667/1991.166667,0.8720552350658473,,,,,1.0424784011806592,1.0424782901679597,,,,,,,1.4280853199574752,,
1996.416667/1991.416667,0.7212045897711319,,,,,,1.2305985544957205,,,,,,,,,
1996.666667/1991.666667,0.5749665711796392,,,,,,1.5261051148708,,,,,,,,,
1996.916667/1991.916667,0.4679181090395955,,,,,,2.0150405691826596,,,,,,,,,
1997.166667/1992.166667,0.5564211595003039,,,,,,1.3731123612965785,,,,,,,,,
1997.416667/1992.416667,0.7797814482084918,,,,,,0.8171988840788371,,,,,,,,,
1997.666667/1992.666667,0.9268353610707699,,,,,,0.6659332055581585,,,,,,,,,
1997.916667/1992.916667,0.967439364134033,,,,,,0.6481712865019863,,,,,,,,,
1998.166667/1993.166667,0.9885513405854778,,,,,,0.6485823115000039,,,,,,,,,
1998.416667/1993.416667,1.0089172373019737,,,,,,0.6539453056003239,,,,2.533402769672714,,,,,
1998.666667/1993.666667,1.070377147823478,,,2.1594520587552806,,,0.6480932059475984,,,,1.600609068283532,,,,,
1998.916667/1993.916667,1.2011581607903363,,,2.2245560419488886,,,0.6329158544468957,,,,1.114471450484132,,,,,
1999.166667/1994.166667,1.5026133607106107,,,2.745449339594404,,,0.5198805618194082,,,,1.1819419013153867,,,,,
1999.416667/1994.416667,1.494599208013698,,1.494599208013698,2.8893839526664356,,,0.5092442364636997,,,,1.259928783545253,,,,,
1999.666667/1994.666667,1.460783171552623,,1.4607831715526232,,,0.5105749382415785,0.5105748857761069,,,,1.3458548265199886,,,,,
1999.916667/1994.916667,1.4236014256125717,,1.4236014256125715,,,0.5131652396506058,0.5131651988644154,,,,1.4579272071228873,,,,,
2000.166667/1995.166667,1.0825405775948704,,1.0825405775948707,,,0.620734487589688,0.6207344496431051,,,,1.5213268290479698,,,,,
2000.416667/1995.416667,0.8175854770885607,,0.8175854770885608,1.7671139880409394,,,0.7862505759856729,,,,1.6053995252786022,,,,,
2000.666667/1995.666667,0.7554390022332991,,0.755439002233299,1.5701774796378907,,,0.7932589889943134,,,,1.5833294494683339,,,,,
2000.916667/1995.916667,0.5186098505609927,,0.5186098505609928,1.0708465122465067,,,1.7107966448676561,,,,1.2153061052656695,,,,,
2001.166667/1996.166667,0.3227305652398048,,0.32273056523980487,0.9467747437695821,,,,,,,0.7219235516685675,,,,,
2001.416667/1996.416667,0.5806951836732838,,0.5806951836732838,,,,,,,,0.743783734532041,,,,,
2001.666667/1996.666667,0.6321778815921244,,0.6321778815921244,,,,,,,0.82782962721078,0.8278296889046255,,,,,0.6987577365573354
2001.916667/1996.916667,0.6954135074042023,,0.6954135074042022,,,,,,,0.5834384526855179,0.583438493313172,,,,,0.3523763167287967
2002.166667/1997.166667,0.7636361109144568,,0.7636361109144569,,,,,,,0.583529143840303,0.5835291823672359,,,,,0.2102855020685024
2002.416667/1997.416667,0.7167219169769125,,0.7167219169769125,,,,,,,0.59960383268832,0.5996038697187742,,,,,0.22872076235828193
2002.666667/1997.666667,0.6485924035803905,,0.6485924035803905,,,,,,,0.5706996075004938,0.5706996395080376,,,,,0.3941360549183207
2002.916667/1997.916667,0.6396676166358981,,0.639667616635898,,,,2.7617971521355016,,2.897134965153889,0.6180046075193045,0.6180046374594634,,,,,
2003.166667/1998.166667,0.8027345554924563,,0.8027345554924563,,,,1.6411497413778955,,1.5444602820140956,0.7126279454294798,0.7126279796606305,,,,,
2003.416667/1998.416667,0.9108885266783406,,0.9108885266783404,,,,1.2076742641254792,,1.3986914447426713,0.7239582338702694,0.723958271319943,,,,,
2003.666667/1998.666667,0.9847997287625706,,0.9847997287625706,,,,0.98306034086625,,1.4401100435954182,0.7133601300059244,0.7133601703093583,,,,,
2003.916667/1998.916667,1.0927517447904533,,1.0927517447904536,,,,0.7985216747144053,,1.5013352031247729,0.7014787363214416,0.7014787797698229,,,,,
2004.166667/1999.166667,1.337068842145492,,1.337068842145492,,,,0.6625116786160422,,1.5480213356193144,0.6143873253963859,0.6143873648860961,,,,,
2004.416667/1999.416667,1.5098160148974795,,,,,0.6317051097131062,0.6317052183464713,,1.788244377449951,0.5419066676653957,0.5419067029561843,,,,,
2004.666667/1999.666667,1.7476635500859785,,,,,0.624948649057397,0.6249487667187547,,2.1354412285894786,0.49235228118437613,0.4923523137063108,,,,,
2004.916667/1999.916667,2.0749879562036724,,,,,0.6417596276726618,0.6417597618618868,,2.662974662526853,0.46426617929944497,0.4642662105019967,,,0.3808446034644878,,
2005.166667/2000.166667,2.1914585104486233,,,,,0.7111073414259664,0.7111075112099702,,2.711936678521401,0.4280131977473774,0.4280132257355225,,,0.3225991033819671,,
2005.416667/2000.416667,2.185776328187258,,,,,0.8282389899229516,0.8282392094310982,,2.677846759148153,0.3870151133143013,0.38701513748654265,,,0.31282583812300147,,
2005.666667/2000.666667,2.187509336552444,,,,,1.0038841449787481,1.0038844372200686,,2.7035556932175857,0.35087583538901296,0.3508758561900358,,,0.3127325140710279,0.4661557156799392,
2005.916667/2000.916667,2.2132105719280557,,,,,1.2598989276418728,1.2598993247864323,,2.849418802991412,0.3185793742795405,0.31857939214174813,,,0.32095225628120877,0.47247108506867813,
2006.166667/2001.166667,1.6949337064220722,,,,,1.4088723503799165,1.4088727669792667,,,0.3354783374186997,0.3354783580526793,,,0.32165188843249315,0.47966453562368694,
2006.416667/2001.416667,1.3192475749696495,,,,,1.1500986344258364,1.1500989348481354,,,0.4119041063135072,0.41190413457771147,,,0.3814176716529293,,
2006.666667/2001.666667,1.081509868612632,,,,,0.9609716379987531,0.9609718501323092,,,0.6376445142646504,0.6376445626614259,,,0.42126704250025787,,
2006.916667/2001.916667,1.316387038902672,,,,,0.7767184255836984,0.776718571897969,,,1.0270471685456466,1.027047253979418,,,0.42704978964454066,,
2007.166667/2002.166667,1.8774909666079727,,,,,0.509215275685028,0.5092154009518858,,,,,,,0.5693020768795837,,
2007.416667/2002.416667,2.1964429282062037,,,,,0.3789666493541215,0.37896677202855894,,,,,,,,,
2007.666667/2002.666667,2.040604368337976,,,,,0.3599170529864428,,,,,,,,,,
2007.916667/2002.916667,1.3233018411009936,,1.3233018411009938,,,0.46364432195755,,,,,,,,,,
2008.166667/2003.166667,1.1113236328928608,,1.1113236328928608,,,0.5217831390795702,,,,,,,,,,
2008.416667/2003.416667,1.2253071326095002,,1.2253071326095002,,,0.46259173547983334,,,,1.6493999163708888,,,,,,
2008.666667/2003.666667,1.2174095359301638,,1.2174095359301635,,,0.48061209413069905,,,2.427847934728581,1.1473176717850955,,,,,,
2008.916667/2003.916667,0.9034693223120341,,0.9034693223120344,,,0.91551872526682,,,2.9998616259780673,0.6616351716247646,,,,,,
2009.166667/2004.166667,0.9327670076817557,,0.9327670076817556,,,1.0116856560080805,,,2.1118336991623963,0.5808402420145413,,0.5808402420145413,,,,
2009.416667/2004.416667,1.1581370611235082,,1.1581370611235082,,,0.881684353691866,,,1.1661681241562751,0.5994688629209156,,0.5994688629209156,,,,
2009.666667/2004.666667,1.1788996994341328,,1.1788996994341325,2.3861692421646636,,1.0635201296004426,,,1.165513235113143,0.5178888905132382,,0.5178888905132382,,,,
2009.916667/2004.916667,1.1421974199224594,,1.1421974199224594,2.0819662877700824,,1.0729803911047329,,,0.9683631328457194,0.5864219985875713,0.5864220232448568,0.5864219985875713,,,,
2010.166667/2005.166667,0.8976873948979094,,0.8976873948979094,1.5952007027971686,,1.340121529833934,,,0.9383325453733232,0.7653339921701428,,0.7653339921701425,,,,
2010.416667/2005.416667,0.6648621536129922,,0.6648621536129923,1.2510185857571037,,,,,1.292430259889199,0.8511543222698683,,0.8511543222698684,,,,
2010.666667/2005.666667,0.5122410415065073,,,1.0290214702742648,,,,,2.006440757363292,,,1.0445967613587432,,,,
2010.916667/2005.916667,0.4717317261846011,,,0.9592546609369451,,,,,2.4515224102473114,,,1.10974841438336,,,,
2011.166667/2006.166667,0.4553324778166327,,,1.0276568570839293,,,,,3.355204487070894,,,1.3568201377143707,,,0.9072709873824348,
2011.416667/2006.416667,0.5005787372856171,,,,,,,,3.7675844372571357,,,,,,0.46158144813790464,
2011.666667/2006.666667,0.47072658016073576,,,,,,,,3.5683441423855315,,,,,,0.8146805943123455,
2011.916667/2006.916667,0.4592001542860943,,,,,,,,3.226589922454665,,,,,,,
2012.166667/2007.166667,0.5677265897665742,,,,,,,,1.9904186654596834,,,1.2157005341459683,,,,
2012.416667/2007.416667,0.7135741608027488,,,,,,,,1.3719699546407762,,,,,,0.7907091588991211,
2012.666667/2007.666667,0.7002984534485618,,,,,,,,0.9356756593275122,,,,,,1.2410451145605084,
2012.916667/2007.916667,0.6158436633907142,,0.6158436633907143,,,,,,1.1781796372007285,,,,,,1.1409189415464631,
2013.166667/2008.166667,0.5516016633933486,,0.5516016633933486,,,,,,1.200681986808603,,,,,,,
2013.416667/2008.416667,0.6763036206265933,,0.6763036206265933,,,,1.1673399313917454,,1.08851282646877,,,,,,,
2013.666667/2008.666667,0.6973225376116751,,0.697322537611675,,,,0.8198153896818551,,2.133060053465493,,,,,,,
2013.916667/2008.916667,0.9307600755133528,,,,,,0.5689918876130443,,2.135978393030684,,,,,,,
2014.166667/2009.166667,1.672470479076433,,,,,,0.34414552734478565,,1.440545073485929,,,,,,,
2014.416667/2009.416667,2.208660131754369,,,,,,0.26753565040645066,,1.2843256573599058,,,,,,,
2014.666667/2009.666667,2.2358583929478715,,,,,,0.2553998173470686,,0.7975390967276492,,,,,,,
2014.916667/2009.916667,1.1641888239395746,,1.1641888239395746,,,,0.5048575027286756,,0.7149135430543495,,,,,,,
