,DENV1_I,DENV1_II,DENV1_IV,DENV1_V,DENV2_ASIANAMERICAN,DENV2_ASIANI,DENV2_COSMOPOLITAN,DENV2_SYLVATIC,DENV3_I,DENV3_II,DENV3_III,DENV3_IV,DENV4_I,DENV4_II,DENV4_SYLVATIC
1984.9167,0.1278,0.001,0.008,0.0,0.1364,0.1639,0.0246,0.0018,0.0841,0.0866,0.0,0.0,0.043,0.0309,0.0059
1985.0,0.1275,0.001,0.008,0.0,0.1356,0.1628,0.0245,0.0018,0.0842,0.0875,0.0,0.0,0.0441,0.0314,0.006
1985.0833,0.129,0.0011,0.0082,0.0,0.135,0.1621,0.0247,0.0018,0.0831,0.0886,0.0,0.0,0.0427,0.0305,0.0058
1985.1667,0.1304,0.0011,0.0083,0.0,0.1344,0.1614,0.0249,0.0019,0.0821,0.0897,0.0,0.0,0.0413,0.0296,0.0056
1985.25,0.1319,0.0011,0.0085,0.0,0.1339,0.1607,0.0251,0.0019,0.081,0.0908,0.0,0.0,0.04,0.0287,0.0054
1985.3333,0.1333,0.0011,0.0086,0.0,0.1334,0.1601,0.0252,0.0019,0.0799,0.0918,0.0,0.0,0.0386,0.0279,0.0052
1985.4167,0.1347,0.0012,0.0088,0.0,0.1329,0.1595,0.0253,0.0019,0.0788,0.0929,0.0,0.0,0.0373,0.027,0.005
1985.5,0.136,0.0012,0.0089,0.0,0.1325,0.159,0.0255,0.0019,0.0777,0.0939,0.0,0.0,0.036,0.0261,0.0049
1985.5833,0.1373,0.0012,0.0091,0.0,0.1321,0.1585,0.0256,0.0019,0.0766,0.0949,0.0,0.0,0.0347,0.0252,0.0047
1985.6667,0.1386,0.0012,0.0092,0.0,0.1317,0.1581,0.0258,0.0019,0.0755,0.096,0.0,0.0,0.0334,0.0243,0.0045
1985.75,0.1397,0.0012,0.0094,0.0,0.1315,0.1578,0.026,0.002,0.0744,0.097,0.0,0.0,0.0321,0.0235,0.0043
1985.8333,0.1408,0.0013,0.0095,0.0,0.1312,0.1575,0.0262,0.002,0.0733,0.098,0.0,0.0,0.0309,0.0227,0.0041
1985.9167,0.1419,0.0013,0.0096,0.0,0.1311,0.1574,0.0264,0.002,0.0722,0.0989,0.0,0.0,0.0297,0.0218,0.004
1986.0,0.1429,0.0013,0.0098,0.0,0.1309,0.1572,0.0266,0.002,0.0711,0.0999,0.0,0.0,0.0285,0.021,0.0038
1986.0833,0.1451,0.0013,0.01,0.0,0.1289,0.1547,0.0268,0.002,0.0706,0.1004,0.0,0.0,0.0281,0.0208,0.0037
1986.1667,0.1473,0.0014,0.0103,0.0,0.1269,0.1523,0.027,0.002,0.0701,0.101,0.0,0.0,0.0276,0.0204,0.0037
1986.25,0.1494,0.0014,0.0106,0.0,0.125,0.15,0.0272,0.002,0.0697,0.1015,0.0,0.0,0.0271,0.0201,0.0036
1986.3333,0.1515,0.0015,0.0109,0.0,0.1231,0.1477,0.0274,0.0021,0.0692,0.1022,0.0,0.0,0.0265,0.0197,0.0035
1986.4167,0.1535,0.0015,0.0112,0.0,0.1212,0.1453,0.0275,0.0021,0.0688,0.1029,0.0,0.0,0.026,0.0194,0.0034
1986.5,0.1556,0.0016,0.0115,0.0,0.1192,0.1429,0.0276,0.0021,0.0685,0.1037,0.0,0.0,0.0254,0.019,0.0034
1986.5833,0.1576,0.0016,0.0118,0.0,0.1172,0.1405,0.0276,0.0021,0.0682,0.1046,0.0,0.0,0.0249,0.0187,0.0033
1986.6667,0.1596,0.0016,0.0121,0.0,0.1151,0.138,0.0276,0.0021,0.0679,0.1056,0.0,0.0,0.0244,0.0183,0.0032
1986.75,0.1615,0.0017,0.0123,0.0,0.113,0.1354,0.0276,0.0021,0.0677,0.1068,0.0,0.0,0.0239,0.018,0.0031
1986.8333,0.1635,0.0017,0.0126,0.0,0.1109,0.1328,0.0275,0.0021,0.0675,0.108,0.0,0.0,0.0234,0.0176,0.0031
1986.9167,0.1654,0.0018,0.0129,0.0,0.1088,0.1302,0.0274,0.0021,0.0674,0.1092,0.0,0.0,0.0228,0.0173,0.003
1987.0,0.1673,0.0018,0.0132,0.0,0.1067,0.1277,0.0273,0.0021,0.0672,0.1105,0.0,0.0,0.0223,0.0169,0.0029
1987.0833,0.1706,0.0019,0.0136,0.0,0.1064,0.1273,0.0277,0.0021,0.0656,0.1067,0.0,0.0,0.022,0.0167,0.0029
1987.1667,0.1739,0.002,0.014,0.0,0.1061,0.1269,0.028,0.0021,0.064,0.1029,0.0,0.0,0.0217,0.0165,0.0028
1987.25,0.1771,0.0021,0.0144,0.0,0.1059,0.1265,0.0283,0.0021,0.0625,0.0993,0.0,0.0,0.0213,0.0163,0.0028
1987.3333,0.1803,0.0021,0.0149,0.0,0.1056,0.1262,0.0287,0.0022,0.0609,0.0957,0.0,0.0,0.021,0.016,0.0027
1987.4167,0.1834,0.0022,0.0153,0.0,0.1053,0.1258,0.029,0.0022,0.0593,0.0921,0.0,0.0,0.0207,0.0158,0.0027
1987.5,0.1865,0.0023,0.0158,0.0,0.1051,0.1255,0.0293,0.0022,0.0576,0.0887,0.0,0.0,0.0204,0.0156,0.0026
1987.5833,0.1896,0.0024,0.0163,0.0,0.1049,0.1251,0.0296,0.0022,0.056,0.0853,0.0,0.0,0.02,0.0153,0.0026
1987.6667,0.1927,0.0024,0.0168,0.0,0.1046,0.1248,0.0298,0.0022,0.0544,0.0819,0.0,0.0,0.0197,0.0151,0.0025
1987.75,0.1958,0.0025,0.0172,0.0,0.1044,0.1244,0.0301,0.0022,0.0527,0.0786,0.0,0.0,0.0194,0.0149,0.0025
1987.8333,0.1988,0.0026,0.0177,0.0,0.1041,0.1241,0.0303,0.0023,0.0511,0.0754,0.0,0.0,0.0191,0.0146,0.0025
1987.9167,0.2019,0.0027,0.0182,0.0,0.1038,0.1237,0.0305,0.0023,0.0494,0.0722,0.0,0.0,0.0188,0.0144,0.0024
1988.0,0.2049,0.0028,0.0187,0.0,0.1036,0.1234,0.0306,0.0023,0.0477,0.069,0.0,0.0,0.0186,0.0143,0.0024
1988.0833,0.2053,0.0028,0.0187,0.0,0.105,0.125,0.0313,0.0023,0.0465,0.0666,0.0,0.0,0.0185,0.0142,0.0024
1988.1667,0.2057,0.0029,0.0187,0.0,0.1063,0.1266,0.0319,0.0024,0.0453,0.0642,0.0,0.0,0.0184,0.0142,0.0023
1988.25,0.2062,0.0029,0.0187,0.0,0.1076,0.1282,0.0325,0.0024,0.0441,0.0619,0.0,0.0,0.0184,0.0141,0.0023
1988.3333,0.2066,0.0029,0.0187,0.0,0.1089,0.1298,0.033,0.0024,0.0429,0.0596,0.0,0.0,0.0183,0.014,0.0023
1988.4167,0.2071,0.003,0.0186,0.0,0.1102,0.1313,0.0336,0.0025,0.0417,0.0574,0.0,0.0,0.0182,0.0139,0.0023
1988.5,0.2076,0.003,0.0186,0.0,0.1114,0.1328,0.0342,0.0025,0.0405,0.0552,0.0,0.0,0.0181,0.0139,0.0023
1988.5833,0.2081,0.0031,0.0186,0.0,0.1125,0.1343,0.0347,0.0026,0.0393,0.053,0.0,0.0,0.0179,0.0137,0.0023
1988.6667,0.2086,0.0031,0.0186,0.0,0.1136,0.1358,0.0352,0.0026,0.038,0.0509,0.0,0.0,0.0178,0.0136,0.0022
1988.75,0.2092,0.0032,0.0185,0.0,0.1147,0.1373,0.0357,0.0026,0.0368,0.0488,0.0,0.0,0.0176,0.0135,0.0022
1988.8333,0.2098,0.0032,0.0185,0.0,0.1157,0.1388,0.0362,0.0026,0.0356,0.0468,0.0,0.0,0.0175,0.0134,0.0022
1988.9167,0.2105,0.0033,0.0185,0.0,0.1167,0.1402,0.0367,0.0027,0.0343,0.0448,0.0,0.0,0.0173,0.0132,0.0022
1989.0,0.2112,0.0034,0.0184,0.0,0.1177,0.1415,0.0372,0.0027,0.033,0.0428,0.0,0.0,0.0171,0.0131,0.0021
1989.0833,0.2114,0.0033,0.0185,0.0,0.1172,0.1416,0.0379,0.0027,0.0327,0.042,0.0,0.0,0.0174,0.0133,0.0022
1989.1667,0.2117,0.0032,0.0186,0.0,0.1167,0.1415,0.0387,0.0028,0.0323,0.0413,0.0,0.0,0.0177,0.0135,0.0022
1989.25,0.2121,0.0032,0.0186,0.0,0.1163,0.1414,0.0394,0.0028,0.0319,0.0405,0.0,0.0,0.018,0.0137,0.0022
1989.3333,0.2125,0.0031,0.0187,0.0,0.1158,0.1412,0.0401,0.0029,0.0315,0.0398,0.0,0.0,0.0183,0.0139,0.0023
1989.4167,0.2129,0.0031,0.0188,0.0,0.1154,0.141,0.0407,0.0029,0.031,0.0391,0.0,0.0,0.0186,0.0141,0.0023
1989.5,0.2133,0.003,0.0188,0.0,0.1149,0.1407,0.0414,0.0029,0.0306,0.0384,0.0,0.0,0.0189,0.0143,0.0023
1989.5833,0.2137,0.003,0.0189,0.0,0.1144,0.1405,0.042,0.003,0.0302,0.0377,0.0,0.0,0.0192,0.0145,0.0024
1989.6667,0.2142,0.0029,0.019,0.0,0.1139,0.1403,0.0425,0.003,0.0298,0.037,0.0,0.0,0.0196,0.0147,0.0024
1989.75,0.2146,0.0029,0.019,0.0,0.1134,0.1401,0.043,0.003,0.0294,0.0364,0.0,0.0,0.0199,0.0149,0.0024
1989.8333,0.2151,0.0028,0.0191,0.0,0.1128,0.1399,0.0435,0.0031,0.029,0.0357,0.0,0.0,0.0202,0.0152,0.0025
1989.9167,0.2155,0.0028,0.0192,0.0,0.1122,0.1396,0.044,0.0031,0.0286,0.0351,0.0,0.0,0.0206,0.0154,0.0025
1990.0,0.216,0.0027,0.0192,0.0,0.1116,0.1394,0.0445,0.0031,0.0283,0.0345,0.0,0.0,0.021,0.0156,0.0025
1990.0833,0.2165,0.0027,0.0193,0.0,0.111,0.1391,0.0449,0.0031,0.0279,0.0339,0.0,0.0,0.0213,0.0159,0.0026
1990.1667,0.2171,0.0026,0.0193,0.0,0.1104,0.1387,0.0453,0.0031,0.0275,0.0333,0.0,0.0,0.0217,0.0161,0.0026
1990.25,0.2177,0.0026,0.0194,0.0,0.1097,0.1382,0.0456,0.0031,0.0272,0.0328,0.0,0.0,0.0221,0.0163,0.0027
1990.3333,0.2184,0.0026,0.0194,0.0,0.1089,0.1375,0.0459,0.0031,0.0269,0.0322,0.0,0.0,0.0225,0.0165,0.0027
1990.4167,0.2193,0.0025,0.0195,0.0,0.108,0.1368,0.0462,0.0031,0.0266,0.0317,0.0,0.0,0.0228,0.0168,0.0027
1990.5,0.2203,0.0025,0.0195,0.0,0.1069,0.1359,0.0464,0.0031,0.0263,0.0312,0.0,0.0,0.0232,0.017,0.0028
1990.5833,0.2214,0.0024,0.0196,0.0,0.1057,0.1348,0.0465,0.0031,0.026,0.0307,0.0,0.0,0.0236,0.0172,0.0028
1990.6667,0.2227,0.0024,0.0196,0.0,0.1043,0.1336,0.0465,0.0031,0.0257,0.0302,0.0,0.0,0.0239,0.0174,0.0028
1990.75,0.2241,0.0024,0.0197,0.0,0.1029,0.1323,0.0465,0.0031,0.0255,0.0297,0.0,0.0,0.0243,0.0176,0.0029
1990.8333,0.2256,0.0023,0.0198,0.0,0.1014,0.1309,0.0464,0.0031,0.0252,0.0293,0.0,0.0,0.0247,0.0179,0.0029
1990.9167,0.2266,0.0023,0.0198,0.0,0.1003,0.13,0.0464,0.0031,0.0249,0.0288,0.0,0.0,0.0252,0.0181,0.003
1991.0,0.227,0.0023,0.02,0.0,0.0996,0.1296,0.0466,0.0031,0.0247,0.0284,0.0,0.0,0.0257,0.0184,0.003
1991.0833,0.228,0.0023,0.0203,0.0,0.0968,0.1287,0.0467,0.003,0.0248,0.0284,0.0,0.0,0.0266,0.019,0.0031
1991.1667,0.229,0.0023,0.0206,0.0,0.094,0.1279,0.0467,0.003,0.0249,0.0283,0.0,0.0,0.0275,0.0196,0.0032
1991.25,0.2301,0.0023,0.0209,0.0,0.0912,0.127,0.0466,0.003,0.0249,0.0282,0.0,0.0,0.0284,0.0201,0.0033
1991.3333,0.2312,0.0023,0.0212,0.0,0.0885,0.126,0.0465,0.003,0.0249,0.0281,0.0,0.0,0.0294,0.0207,0.0034
1991.4167,0.2324,0.0022,0.0215,0.0,0.0857,0.1248,0.0464,0.003,0.0249,0.0279,0.0,0.0,0.0304,0.0214,0.0035
1991.5,0.2337,0.0022,0.0218,0.0,0.083,0.1235,0.0461,0.0029,0.0249,0.0278,0.0,0.0,0.0314,0.022,0.0036
1991.5833,0.2352,0.0022,0.0221,0.0,0.0802,0.1221,0.0458,0.0029,0.0249,0.0276,0.0,0.0,0.0325,0.0226,0.0037
1991.6667,0.2367,0.0022,0.0224,0.0,0.0774,0.1204,0.0455,0.0029,0.0248,0.0274,0.0,0.0,0.0336,0.0233,0.0038
1991.75,0.2383,0.0022,0.0228,0.0,0.0746,0.1186,0.0451,0.0028,0.0247,0.0273,0.0,0.0,0.0348,0.024,0.0039
1991.8333,0.24,0.0022,0.0231,0.0,0.0719,0.1167,0.0446,0.0028,0.0246,0.0271,0.0,0.0,0.0359,0.0246,0.004
1991.9167,0.2418,0.0022,0.0235,0.0,0.0691,0.1147,0.0441,0.0027,0.0245,0.0268,0.0,0.0,0.0371,0.0253,0.0041
1992.0,0.2437,0.0022,0.0238,0.0,0.0664,0.1128,0.0435,0.0027,0.0244,0.0266,0.0,0.0,0.0381,0.0259,0.0042
1992.0833,0.2425,0.0022,0.0245,0.0,0.0664,0.1153,0.0448,0.0027,0.0248,0.027,0.0,0.0,0.0367,0.0251,0.0041
1992.1667,0.2413,0.0022,0.0251,0.0,0.0663,0.1179,0.046,0.0028,0.0252,0.0274,0.0,0.0,0.0352,0.0244,0.004
1992.25,0.2403,0.0023,0.0257,0.0,0.0661,0.1204,0.0472,0.0028,0.0256,0.0277,0.0,0.0,0.0338,0.0236,0.0038
1992.3333,0.2392,0.0023,0.0264,0.0,0.0659,0.123,0.0484,0.0029,0.0259,0.028,0.0,0.0,0.0324,0.0228,0.0037
1992.4167,0.2382,0.0023,0.027,0.0,0.0657,0.1255,0.0496,0.0029,0.0263,0.0283,0.0,0.0,0.0311,0.022,0.0036
1992.5,0.2373,0.0023,0.0277,0.0,0.0654,0.128,0.0507,0.003,0.0266,0.0286,0.0,0.0,0.0297,0.0212,0.0035
1992.5833,0.2364,0.0023,0.0283,0.0,0.0651,0.1306,0.0518,0.003,0.0269,0.0288,0.0,0.0,0.0284,0.0205,0.0033
1992.6667,0.2355,0.0023,0.029,0.0,0.0649,0.1332,0.0529,0.003,0.0271,0.0291,0.0,0.0,0.0272,0.0197,0.0032
1992.75,0.2346,0.0023,0.0296,0.0,0.0646,0.1357,0.0539,0.0031,0.0273,0.0293,0.0,0.0,0.0259,0.0189,0.0031
1992.8333,0.2338,0.0023,0.0303,0.0,0.0643,0.1383,0.055,0.0031,0.0275,0.0294,0.0,0.0,0.0247,0.0182,0.003
1992.9167,0.233,0.0024,0.0309,0.0,0.064,0.1408,0.0559,0.0031,0.0276,0.0296,0.0,0.0,0.0235,0.0175,0.0029
1993.0,0.2323,0.0024,0.0316,0.0,0.0636,0.1432,0.0569,0.0032,0.0278,0.0297,0.0,0.0,0.0224,0.0168,0.0028
1993.0833,0.2306,0.0024,0.0322,0.0,0.0637,0.1467,0.0582,0.0032,0.028,0.03,0.0,0.0,0.0214,0.0162,0.0027
1993.1667,0.229,0.0024,0.0329,0.0,0.0637,0.15,0.0594,0.0032,0.0282,0.0302,0.0,0.0,0.0205,0.0156,0.0026
1993.25,0.2276,0.0024,0.0336,0.0,0.0637,0.153,0.0605,0.0033,0.0284,0.0304,0.0,0.0,0.0196,0.015,0.0025
1993.3333,0.2263,0.0024,0.0343,0.0,0.0636,0.1558,0.0616,0.0033,0.0285,0.0306,0.0,0.0,0.0187,0.0144,0.0024
1993.4167,0.2253,0.0024,0.035,0.0,0.0634,0.1583,0.0626,0.0033,0.0287,0.0308,0.0,0.0,0.0179,0.0139,0.0023
1993.5,0.2245,0.0024,0.0357,0.0,0.063,0.1606,0.0635,0.0033,0.0288,0.031,0.0,0.0,0.0171,0.0133,0.0022
1993.5833,0.2239,0.0024,0.0364,0.0,0.0626,0.1626,0.0643,0.0033,0.0288,0.0311,0.0,0.0,0.0163,0.0128,0.0021
1993.6667,0.2234,0.0024,0.0372,0.0,0.062,0.1644,0.065,0.0033,0.0289,0.0313,0.0,0.0,0.0155,0.0123,0.002
1993.75,0.2232,0.0024,0.038,0.0,0.0613,0.1661,0.0656,0.0033,0.0289,0.0314,0.0,0.0,0.0148,0.0118,0.0019
1993.8333,0.2231,0.0024,0.0387,0.0,0.0605,0.1676,0.0662,0.0033,0.029,0.0315,0.0,0.0,0.0141,0.0113,0.0019
1993.9167,0.2232,0.0024,0.0395,0.0,0.0596,0.169,0.0666,0.0033,0.029,0.0316,0.0,0.0,0.0134,0.0108,0.0018
1994.0,0.2234,0.0024,0.0404,0.0,0.0586,0.1701,0.0669,0.0033,0.029,0.0317,0.0,0.0,0.0128,0.0104,0.0017
1994.0833,0.2248,0.0024,0.0417,0.0,0.0574,0.1667,0.0672,0.0032,0.0297,0.0325,0.0,0.0,0.0125,0.0102,0.0017
1994.1667,0.2262,0.0023,0.0431,0.0,0.0562,0.1633,0.0673,0.0032,0.0303,0.0333,0.0,0.0,0.0122,0.01,0.0016
1994.25,0.2277,0.0023,0.0445,0.0,0.055,0.1599,0.0673,0.0032,0.031,0.0341,0.0,0.0,0.0118,0.0098,0.0016
1994.3333,0.2292,0.0023,0.0459,0.0,0.0538,0.1564,0.0672,0.0031,0.0317,0.0349,0.0,0.0,0.0115,0.0096,0.0016
1994.4167,0.2308,0.0023,0.0474,0.0,0.0527,0.1528,0.067,0.0031,0.0324,0.0357,0.0,0.0,0.0112,0.0094,0.0015
1994.5,0.2325,0.0022,0.0489,0.0,0.0515,0.1492,0.0667,0.0031,0.033,0.0365,0.0,0.0,0.0109,0.0092,0.0015
1994.5833,0.2343,0.0022,0.0504,0.0,0.0504,0.1454,0.0663,0.003,0.0337,0.0373,0.0,0.0,0.0106,0.009,0.0015
1994.6667,0.2363,0.0022,0.052,0.0,0.0492,0.1416,0.0658,0.003,0.0343,0.0381,0.0,0.0,0.0103,0.0088,0.0014
1994.75,0.2383,0.0021,0.0537,0.0,0.048,0.1376,0.0652,0.0029,0.0349,0.039,0.0,0.0,0.01,0.0085,0.0014
1994.8333,0.2405,0.0021,0.0554,0.0,0.0467,0.1335,0.0646,0.0028,0.0355,0.0397,0.0,0.0,0.0096,0.0083,0.0014
1994.9167,0.2428,0.002,0.0572,0.0,0.0453,0.1293,0.0638,0.0028,0.0361,0.0405,0.0,0.0,0.0093,0.0081,0.0013
1995.0,0.2453,0.002,0.059,0.0,0.044,0.1251,0.063,0.0027,0.0366,0.0412,0.0,0.0,0.009,0.0078,0.0013
1995.0833,0.2458,0.002,0.0609,0.0,0.044,0.1248,0.0641,0.0027,0.0361,0.0401,0.0,0.0,0.0089,0.0078,0.0013
1995.1667,0.2465,0.002,0.0628,0.0,0.0439,0.1244,0.0652,0.0027,0.0357,0.039,0.0,0.0,0.0087,0.0077,0.0013
1995.25,0.2474,0.002,0.0648,0.0,0.0437,0.1237,0.0661,0.0027,0.0353,0.0379,0.0,0.0,0.0086,0.0076,0.0012
1995.3333,0.2484,0.0019,0.0669,0.0,0.0435,0.1228,0.067,0.0027,0.0349,0.0368,0.0,0.0,0.0085,0.0076,0.0012
1995.4167,0.249,0.0019,0.0686,0.0,0.0435,0.1222,0.0679,0.0027,0.0346,0.0358,0.0,0.0,0.0084,0.0075,0.0012
1995.5,0.2491,0.0019,0.0699,0.0,0.0437,0.1218,0.0691,0.0027,0.0345,0.035,0.0,0.0,0.0083,0.0075,0.0012
1995.5833,0.2495,0.0019,0.0713,0.0,0.0437,0.1214,0.0701,0.0027,0.0343,0.0341,0.0,0.0,0.0083,0.0074,0.0012
1995.6667,0.25,0.0018,0.0728,0.0,0.0438,0.1207,0.0709,0.0027,0.0342,0.0333,0.0,0.0,0.0082,0.0074,0.0012
1995.75,0.2505,0.0018,0.0743,0.0,0.0438,0.12,0.0717,0.0027,0.034,0.0325,0.0,0.0,0.0081,0.0073,0.0012
1995.8333,0.2512,0.0018,0.0758,0.0,0.0437,0.1192,0.0724,0.0027,0.0338,0.0317,0.0,0.0,0.008,0.0073,0.0012
1995.9167,0.252,0.0018,0.0774,0.0,0.0436,0.1183,0.073,0.0026,0.0336,0.0309,0.0,0.0,0.0079,0.0073,0.0012
1996.0,0.2529,0.0018,0.079,0.0,0.0434,0.1172,0.0736,0.0026,0.0334,0.0301,0.0,0.0,0.0078,0.0072,0.0012
1996.0833,0.2539,0.0017,0.0807,0.0,0.0432,0.1161,0.0741,0.0026,0.0332,0.0293,0.0,0.0,0.0078,0.0072,0.0012
1996.1667,0.255,0.0017,0.0825,0.0,0.0429,0.1148,0.0745,0.0026,0.033,0.0285,0.0,0.0,0.0077,0.0071,0.0012
1996.25,0.2563,0.0017,0.0842,0.0,0.0426,0.1135,0.0749,0.0025,0.0327,0.0277,0.0,0.0,0.0076,0.007,0.0011
1996.3333,0.2576,0.0017,0.086,0.0,0.0422,0.1119,0.0752,0.0025,0.0325,0.027,0.0,0.0,0.0075,0.007,0.0011
1996.4167,0.2592,0.0016,0.0879,0.0,0.0419,0.1101,0.0753,0.0024,0.0322,0.0263,0.0,0.0,0.0073,0.0069,0.0011
1996.5,0.2606,0.0016,0.0898,0.0,0.0416,0.1083,0.0754,0.0024,0.0319,0.0257,0.0,0.0,0.0072,0.0068,0.0011
1996.5833,0.2614,0.0016,0.091,0.0,0.0415,0.1071,0.0759,0.0024,0.0318,0.0252,0.0,0.0,0.0072,0.0068,0.0011
1996.6667,0.2614,0.0016,0.0916,0.0,0.0416,0.1063,0.0766,0.0024,0.0319,0.0249,0.0,0.0,0.0071,0.0067,0.0011
1996.75,0.2612,0.0016,0.092,0.0,0.0417,0.1055,0.0774,0.0024,0.032,0.0246,0.0,0.0,0.0071,0.0067,0.0011
1996.8333,0.2611,0.0016,0.0925,0.0,0.0417,0.1046,0.078,0.0024,0.0321,0.0243,0.0,0.0,0.007,0.0067,0.0011
1996.9167,0.261,0.0015,0.093,0.0,0.0417,0.1035,0.0784,0.0024,0.0323,0.0241,0.0,0.0,0.007,0.0067,0.0011
1997.0,0.261,0.0015,0.0935,0.0,0.0417,0.1022,0.0787,0.0024,0.0326,0.0239,0.0,0.0,0.007,0.0067,0.0011
1997.0833,0.2583,0.0015,0.0933,0.0,0.0424,0.1026,0.0804,0.0025,0.0332,0.024,0.0,0.0,0.007,0.0067,0.0011
1997.1667,0.2547,0.0015,0.0925,0.0,0.0434,0.1037,0.0826,0.0026,0.034,0.0241,0.0,0.0,0.0071,0.0068,0.0011
1997.25,0.2512,0.0015,0.0916,0.0,0.0444,0.1047,0.0847,0.0026,0.0348,0.0243,0.0,0.0,0.0071,0.0069,0.0011
1997.3333,0.2477,0.0015,0.0908,0.0,0.0453,0.1057,0.0868,0.0027,0.0356,0.0245,0.0,0.0,0.0072,0.0069,0.0011
1997.4167,0.2442,0.0015,0.09,0.0,0.0463,0.1067,0.0889,0.0027,0.0365,0.0247,0.0,0.0,0.0072,0.007,0.0011
1997.5,0.2408,0.0015,0.0891,0.0,0.0473,0.1076,0.0911,0.0027,0.0373,0.0249,0.0,0.0,0.0072,0.0071,0.0011
1997.5833,0.2373,0.0014,0.0883,0.0,0.0483,0.1084,0.0932,0.0027,0.0382,0.0251,0.0,0.0,0.0073,0.0071,0.0011
1997.6667,0.2339,0.0014,0.0875,0.0,0.0493,0.1093,0.0953,0.0027,0.0391,0.0252,0.0,0.0,0.0073,0.0072,0.0011
1997.75,0.2305,0.0014,0.0868,0.0,0.0503,0.11,0.0974,0.0027,0.04,0.0254,0.0,0.0,0.0073,0.0072,0.0011
1997.8333,0.2271,0.0014,0.086,0.0,0.0512,0.1107,0.0995,0.0027,0.0409,0.0257,0.0,0.0,0.0073,0.0072,0.0011
1997.9167,0.2237,0.0014,0.0853,0.0,0.0521,0.1114,0.1016,0.0027,0.0419,0.026,0.0,0.0,0.0073,0.0073,0.0011
1998.0,0.2204,0.0014,0.0847,0.0,0.0531,0.1118,0.1035,0.0027,0.043,0.0264,0.0,0.0,0.0073,0.0073,0.0011
1998.0833,0.2168,0.0014,0.0825,0.0,0.0548,0.1137,0.1047,0.0028,0.045,0.0273,0.0,0.0,0.0074,0.0075,0.0012
1998.1667,0.2131,0.0013,0.0803,0.0,0.0565,0.1156,0.1058,0.0028,0.0471,0.0283,0.0,0.0,0.0076,0.0076,0.0012
1998.25,0.2095,0.0013,0.0783,0.0,0.0582,0.1175,0.1068,0.0028,0.0493,0.0292,0.0,0.0,0.0077,0.0078,0.0012
1998.3333,0.2059,0.0013,0.0763,0.0,0.06,0.1193,0.1079,0.0028,0.0514,0.0302,0.0,0.0,0.0078,0.0079,0.0012
1998.4167,0.2024,0.0013,0.0743,0.0,0.0618,0.1211,0.1089,0.0028,0.0535,0.0311,0.0,0.0,0.0079,0.0081,0.0012
1998.5,0.1989,0.0013,0.0724,0.0,0.0636,0.1229,0.1099,0.0028,0.0556,0.032,0.0,0.0,0.008,0.0082,0.0012
1998.5833,0.1954,0.0012,0.0705,0.0,0.0654,0.1247,0.1108,0.0028,0.0577,0.0329,0.0,0.0,0.0081,0.0083,0.0012
1998.6667,0.1919,0.0012,0.0687,0.0,0.0673,0.1265,0.1118,0.0028,0.0598,0.0338,0.0,0.0,0.0082,0.0084,0.0012
1998.75,0.1884,0.0012,0.0669,0.0,0.0692,0.1282,0.1127,0.0029,0.0619,0.0347,0.0,0.0,0.0082,0.0086,0.0012
1998.8333,0.1849,0.0012,0.0651,0.0,0.0711,0.1299,0.1136,0.0029,0.0642,0.0357,0.0,0.0,0.0083,0.0087,0.0012
1998.9167,0.1814,0.0011,0.0633,0.0,0.073,0.1316,0.1145,0.0029,0.0665,0.0366,0.0,0.0,0.0084,0.0088,0.0012
1999.0,0.1778,0.0011,0.0615,0.0,0.075,0.1331,0.1154,0.0029,0.0689,0.0376,0.0,0.0,0.0085,0.0089,0.0012
1999.0833,0.1756,0.0011,0.0603,0.0,0.0761,0.1314,0.1157,0.0029,0.0719,0.0389,0.0,0.0,0.0086,0.0091,0.0013
1999.1667,0.1734,0.0011,0.059,0.0,0.0772,0.1297,0.1159,0.0028,0.0751,0.0404,0.0,0.0,0.0088,0.0093,0.0013
1999.25,0.1709,0.0011,0.0577,0.0,0.0782,0.1279,0.1162,0.0028,0.0784,0.0418,0.0,0.0,0.0089,0.0094,0.0013
1999.3333,0.1684,0.0011,0.0564,0.0,0.0792,0.1262,0.1165,0.0028,0.0818,0.0433,0.0,0.0,0.0089,0.0095,0.0013
1999.4167,0.1659,0.0011,0.0551,0.0,0.0803,0.1245,0.1168,0.0028,0.0853,0.0448,0.0,0.0,0.009,0.0096,0.0013
1999.5,0.1634,0.001,0.0538,0.0,0.0813,0.1228,0.117,0.0028,0.0888,0.0464,0.0,0.0,0.009,0.0097,0.0013
1999.5833,0.1609,0.001,0.0525,0.0,0.0824,0.1211,0.1171,0.0028,0.0924,0.048,0.0,0.0,0.009,0.0097,0.0013
1999.6667,0.1584,0.001,0.0513,0.0,0.0835,0.1194,0.117,0.0027,0.096,0.0495,0.0,0.0,0.009,0.0097,0.0012
1999.75,0.1559,0.001,0.05,0.0,0.0846,0.1178,0.117,0.0027,0.0997,0.0511,0.0,0.0,0.0089,0.0098,0.0012
1999.8333,0.1534,0.001,0.0488,0.0,0.0857,0.1163,0.1168,0.0027,0.1033,0.0526,0.0,0.0,0.0089,0.0098,0.0012
1999.9167,0.1509,0.001,0.0476,0.0,0.0868,0.1148,0.1166,0.0027,0.1068,0.054,0.0,0.0,0.0089,0.0098,0.0012
