,DENV1_I,DENV1_II,DENV1_IV,DENV1_V,DENV2_ASIANAMERICAN,DENV2_ASIANI,DENV2_COSMOPOLITAN,DENV2_SYLVATIC,DENV3_I,DENV3_II,DENV3_III,DENV3_IV,DENV4_I,DENV4_II,DENV4_SYLVATIC
1984.4167,0.1431,0.0021,0.0232,0.0114,0.1047,0.0696,0.0945,0.0079,0.0676,0.0497,0.0008,0.0,0.0204,0.1209,0.0012
1984.5,0.1446,0.0021,0.0236,0.0117,0.104,0.0681,0.0938,0.0074,0.0685,0.0503,0.0009,0.0,0.021,0.1207,0.0012
1984.5833,0.1458,0.0022,0.0239,0.012,0.1032,0.0667,0.0932,0.0068,0.0695,0.0508,0.0009,0.0,0.0216,0.1206,0.0012
1984.6667,0.1467,0.0022,0.0242,0.0122,0.1024,0.0655,0.0926,0.0063,0.0704,0.0513,0.0009,0.0,0.0222,0.1205,0.0012
1984.75,0.1472,0.0022,0.0243,0.0125,0.1016,0.0643,0.0921,0.0058,0.0713,0.0518,0.0009,0.0,0.0228,0.1203,0.0012
1984.8333,0.1473,0.0022,0.0244,0.0127,0.1008,0.0634,0.0917,0.0054,0.0722,0.0522,0.0009,0.0,0.0234,0.1201,0.0012
1984.9167,0.147,0.0022,0.0245,0.0128,0.1001,0.0626,0.0913,0.005,0.0732,0.0526,0.0009,0.0,0.024,0.1198,0.0012
1985.0,0.1463,0.0023,0.0244,0.0129,0.0994,0.0619,0.091,0.0046,0.0741,0.053,0.0009,0.0,0.0246,0.1195,0.0011
1985.0833,0.1486,0.0023,0.0248,0.0133,0.101,0.0614,0.0907,0.0043,0.0734,0.053,0.0009,0.0,0.0241,0.1197,0.0011
1985.1667,0.1505,0.0023,0.0251,0.0136,0.1026,0.0611,0.0904,0.0041,0.0727,0.0529,0.0009,0.0,0.0236,0.1198,0.0011
1985.25,0.1521,0.0024,0.0253,0.0139,0.1045,0.0608,0.0902,0.0039,0.072,0.0528,0.0009,0.0,0.023,0.1198,0.0011
1985.3333,0.1534,0.0024,0.0255,0.0142,0.107,0.0609,0.0904,0.0037,0.071,0.0526,0.0008,0.0,0.0225,0.1199,0.0011
1985.4167,0.1544,0.0024,0.0256,0.0145,0.11,0.0613,0.0908,0.0035,0.07,0.0522,0.0008,0.0,0.022,0.1201,0.0011
1985.5,0.155,0.0024,0.0256,0.0147,0.1132,0.0618,0.0912,0.0033,0.069,0.0518,0.0008,0.0,0.0215,0.1201,0.0011
1985.5833,0.1553,0.0024,0.0255,0.0149,0.1165,0.0624,0.0916,0.0031,0.0681,0.0514,0.0008,0.0,0.0209,0.12,0.0011
1985.6667,0.1553,0.0024,0.0254,0.0151,0.1198,0.063,0.0918,0.0029,0.0671,0.051,0.0008,0.0,0.0204,0.1198,0.0011
1985.75,0.155,0.0024,0.0252,0.0152,0.1231,0.0638,0.0921,0.0027,0.0663,0.0506,0.0007,0.0,0.0198,0.1194,0.0011
1985.8333,0.1543,0.0024,0.025,0.0153,0.1263,0.0647,0.0923,0.0025,0.0655,0.0503,0.0007,0.0,0.0193,0.119,0.0011
1985.9167,0.1535,0.0024,0.0246,0.0154,0.13,0.066,0.0927,0.0023,0.0647,0.05,0.0007,0.0,0.0185,0.1168,0.0011
1986.0,0.1526,0.0024,0.0243,0.0155,0.1342,0.0676,0.0936,0.0022,0.0641,0.0499,0.0007,0.0,0.0175,0.1123,0.001
1986.0833,0.1524,0.0024,0.0244,0.0155,0.1352,0.0665,0.0933,0.0021,0.0645,0.0495,0.0007,0.0,0.0175,0.1142,0.001
1986.1667,0.1521,0.0024,0.0244,0.0154,0.1366,0.0657,0.0933,0.002,0.065,0.0493,0.0007,0.0,0.0173,0.1144,0.0011
1986.25,0.1516,0.0024,0.0244,0.0153,0.1389,0.0652,0.0937,0.0019,0.0655,0.049,0.0006,0.0,0.0168,0.1122,0.001
1986.3333,0.151,0.0025,0.0243,0.0151,0.1414,0.0647,0.094,0.0019,0.066,0.0488,0.0006,0.0,0.0163,0.1099,0.001
1986.4167,0.1508,0.0025,0.0243,0.0151,0.1441,0.0642,0.094,0.0018,0.0668,0.0488,0.0006,0.0,0.0159,0.108,0.001
1986.5,0.1512,0.0025,0.0243,0.015,0.147,0.0637,0.0939,0.0017,0.0679,0.0489,0.0006,0.0,0.0155,0.1065,0.001
1986.5833,0.1516,0.0026,0.0244,0.015,0.1502,0.0633,0.0935,0.0016,0.069,0.0491,0.0006,0.0,0.0152,0.105,0.001
1986.6667,0.1519,0.0026,0.0244,0.015,0.1536,0.0629,0.093,0.0015,0.07,0.0491,0.0006,0.0,0.0148,0.1035,0.0009
1986.75,0.153,0.0027,0.0245,0.015,0.1553,0.0623,0.0922,0.0014,0.0714,0.0493,0.0006,0.0,0.0145,0.1025,0.0009
1986.8333,0.1547,0.0027,0.0247,0.0151,0.1557,0.0616,0.0912,0.0013,0.0729,0.0497,0.0006,0.0,0.0143,0.1018,0.0009
1986.9167,0.1565,0.0028,0.0248,0.0152,0.156,0.0609,0.0901,0.0013,0.0744,0.0499,0.0005,0.0,0.014,0.1012,0.0009
1987.0,0.1582,0.0029,0.0249,0.0152,0.1563,0.0603,0.089,0.0012,0.0758,0.0501,0.0005,0.0,0.0138,0.1005,0.0009
1987.0833,0.1616,0.003,0.0254,0.0154,0.1586,0.0591,0.0867,0.0011,0.0773,0.0483,0.0005,0.0,0.0139,0.1017,0.0009
1987.1667,0.1651,0.0031,0.0259,0.0157,0.1617,0.0582,0.0849,0.0011,0.0788,0.0464,0.0005,0.0,0.0137,0.1004,0.0009
1987.25,0.1686,0.0032,0.0264,0.0158,0.1648,0.0574,0.0833,0.001,0.0802,0.0445,0.0005,0.0,0.0135,0.099,0.0009
1987.3333,0.1726,0.0033,0.0269,0.0161,0.168,0.0565,0.0817,0.001,0.0818,0.0428,0.0005,0.0,0.0133,0.0976,0.0009
1987.4167,0.1775,0.0034,0.0276,0.0164,0.1712,0.0556,0.0802,0.001,0.0839,0.0413,0.0005,0.0,0.0132,0.0964,0.0009
1987.5,0.1825,0.0036,0.0283,0.0167,0.1745,0.0548,0.0788,0.0009,0.086,0.0399,0.0005,0.0,0.013,0.0949,0.0009
1987.5833,0.1879,0.0037,0.029,0.017,0.177,0.0539,0.0774,0.0009,0.0883,0.0385,0.0005,0.0,0.0129,0.0933,0.0008
1987.6667,0.1945,0.0039,0.0298,0.0175,0.1773,0.0527,0.0758,0.0008,0.0912,0.0373,0.0005,0.0,0.0128,0.0918,0.0008
1987.75,0.201,0.0041,0.0306,0.018,0.1778,0.0516,0.0742,0.0008,0.0941,0.0361,0.0005,0.0,0.0126,0.09,0.0008
1987.8333,0.2075,0.0043,0.0314,0.0184,0.1784,0.0506,0.0727,0.0007,0.097,0.0348,0.0005,0.0,0.0124,0.0878,0.0008
1987.9167,0.2139,0.0045,0.0321,0.0189,0.1791,0.0496,0.0711,0.0007,0.0999,0.0335,0.0005,0.0,0.0121,0.0854,0.0008
1988.0,0.22,0.0047,0.0327,0.0193,0.18,0.0486,0.0695,0.0007,0.1029,0.0321,0.0005,0.0,0.0119,0.0829,0.0008
1988.0833,0.2173,0.0048,0.0318,0.0192,0.1853,0.0482,0.0695,0.0006,0.1077,0.0313,0.0005,0.0,0.0118,0.0824,0.0008
1988.1667,0.2146,0.0048,0.0308,0.0191,0.1906,0.0478,0.0694,0.0006,0.1126,0.0304,0.0005,0.0,0.0118,0.0818,0.0007
1988.25,0.2118,0.005,0.0298,0.019,0.1959,0.0474,0.069,0.0006,0.1176,0.0294,0.0005,0.0,0.0117,0.0811,0.0007
1988.3333,0.209,0.0051,0.0288,0.0189,0.2012,0.047,0.0683,0.0006,0.1229,0.0284,0.0005,0.0,0.0116,0.0804,0.0007
1988.4167,0.2065,0.0052,0.0279,0.0188,0.2078,0.0469,0.0678,0.0005,0.1286,0.0275,0.0005,0.0,0.0112,0.0766,0.0007
1988.5,0.2041,0.0053,0.0271,0.0187,0.2148,0.0469,0.067,0.0005,0.1346,0.0264,0.0005,0.0,0.0107,0.0718,0.0007
1988.5833,0.2016,0.0054,0.0262,0.0187,0.2219,0.0468,0.066,0.0005,0.1408,0.0254,0.0005,0.0,0.0102,0.0672,0.0006
1988.6667,0.199,0.0055,0.0254,0.0186,0.2289,0.0467,0.0647,0.0005,0.1473,0.0243,0.0006,0.0,0.0096,0.0626,0.0006
1988.75,0.1988,0.0057,0.0249,0.0187,0.23,0.0462,0.0629,0.0004,0.1561,0.0235,0.0006,0.0,0.0092,0.0588,0.0005
1988.8333,0.1991,0.0059,0.0245,0.0188,0.2292,0.0455,0.0609,0.0004,0.1659,0.0227,0.0006,0.0,0.0088,0.0551,0.0005
1988.9167,0.1993,0.0061,0.024,0.019,0.2278,0.0448,0.0589,0.0004,0.1762,0.0218,0.0006,0.0,0.0084,0.0514,0.0005
1989.0,0.2007,0.0064,0.0237,0.0193,0.2227,0.044,0.0567,0.0003,0.1884,0.021,0.0006,0.0,0.008,0.0479,0.0004
1989.0833,0.1977,0.006,0.0234,0.019,0.2185,0.0408,0.0565,0.0003,0.2026,0.0208,0.0006,0.0,0.0081,0.0473,0.0004
1989.1667,0.195,0.0056,0.0231,0.0188,0.2166,0.0383,0.057,0.0003,0.2126,0.0202,0.0007,0.0,0.0082,0.0467,0.0004
1989.25,0.1924,0.0053,0.0228,0.0186,0.2159,0.036,0.0579,0.0003,0.2203,0.0195,0.0007,0.0,0.0082,0.046,0.0004
1989.3333,0.1902,0.005,0.0226,0.0184,0.2174,0.0343,0.0595,0.0003,0.225,0.0186,0.0007,0.0,0.0083,0.0453,0.0004
1989.4167,0.1884,0.0047,0.0224,0.0183,0.2212,0.0329,0.0617,0.0003,0.2271,0.0176,0.0007,0.0,0.0083,0.0446,0.0004
1989.5,0.1875,0.0044,0.0223,0.0183,0.2251,0.0316,0.0643,0.0003,0.2271,0.0166,0.0007,0.0,0.0084,0.044,0.0004
1989.5833,0.1874,0.0042,0.0222,0.0184,0.2266,0.0302,0.0666,0.0003,0.2281,0.0158,0.0007,0.0,0.0085,0.0435,0.0004
1989.6667,0.1863,0.004,0.0221,0.0184,0.2289,0.0289,0.0693,0.0003,0.229,0.0149,0.0007,0.0,0.0086,0.0428,0.0004
1989.75,0.1825,0.0037,0.0217,0.0181,0.233,0.0279,0.0724,0.0003,0.2302,0.014,0.0007,0.0,0.0086,0.0422,0.0004
1989.8333,0.1803,0.0035,0.0214,0.018,0.2343,0.0268,0.0755,0.0004,0.2312,0.0133,0.0007,0.0,0.0088,0.0418,0.0004
1989.9167,0.1781,0.0032,0.0211,0.0179,0.2366,0.0258,0.0789,0.0005,0.2306,0.0125,0.0007,0.0,0.0089,0.0414,0.0004
1990.0,0.1757,0.003,0.0207,0.0178,0.2392,0.0248,0.0825,0.0006,0.2299,0.0117,0.0007,0.0,0.0089,0.0408,0.0004
1990.0833,0.1756,0.0029,0.0207,0.0175,0.2447,0.0244,0.0822,0.0007,0.2276,0.0111,0.0007,0.0,0.0094,0.0416,0.0004
1990.1667,0.1755,0.0027,0.0206,0.0172,0.2508,0.024,0.0819,0.0008,0.2253,0.0105,0.0007,0.0,0.0098,0.0423,0.0004
1990.25,0.1752,0.0026,0.0205,0.0169,0.2562,0.0234,0.0822,0.0008,0.2234,0.01,0.0006,0.0,0.0102,0.0427,0.0004
1990.3333,0.1748,0.0024,0.0204,0.0166,0.2616,0.0229,0.0825,0.0009,0.2217,0.0094,0.0006,0.0,0.0106,0.043,0.0004
1990.4167,0.1746,0.0023,0.0202,0.0163,0.2667,0.0223,0.0826,0.001,0.2204,0.0089,0.0006,0.0,0.0109,0.0432,0.0004
1990.5,0.1745,0.0022,0.0201,0.016,0.2715,0.0217,0.0827,0.001,0.2194,0.0085,0.0006,0.0,0.0113,0.0432,0.0004
1990.5833,0.1747,0.002,0.0199,0.0158,0.2766,0.0211,0.0829,0.0011,0.2175,0.008,0.0006,0.0,0.0116,0.0431,0.0004
1990.6667,0.1763,0.0019,0.0199,0.0157,0.2805,0.0205,0.0833,0.0011,0.2143,0.0075,0.0006,0.0,0.012,0.0432,0.0004
1990.75,0.1789,0.0019,0.02,0.0157,0.2822,0.0199,0.0836,0.0011,0.212,0.0071,0.0005,0.0,0.0124,0.0434,0.0004
1990.8333,0.1818,0.0018,0.02,0.0157,0.2835,0.0192,0.0838,0.0011,0.2097,0.0067,0.0005,0.0,0.0129,0.0435,0.0004
1990.9167,0.1837,0.0017,0.02,0.0157,0.2855,0.0186,0.0842,0.0011,0.2074,0.0063,0.0005,0.0,0.0133,0.0436,0.0005
1991.0,0.1838,0.0016,0.0199,0.0156,0.2884,0.018,0.0851,0.0011,0.2054,0.0059,0.0005,0.0,0.0136,0.0437,0.0005
1991.0833,0.1889,0.0015,0.0205,0.0157,0.2746,0.0177,0.0852,0.0011,0.2115,0.0059,0.0005,0.0,0.0137,0.0445,0.0005
1991.1667,0.1944,0.0015,0.0213,0.0157,0.2619,0.0174,0.0853,0.001,0.2164,0.0058,0.0005,0.0,0.0138,0.0452,0.0005
1991.25,0.2001,0.0015,0.022,0.0157,0.2505,0.0172,0.0857,0.001,0.2193,0.0057,0.0005,0.0,0.014,0.046,0.0005
1991.3333,0.2059,0.0014,0.0228,0.0158,0.2393,0.0169,0.086,0.001,0.2223,0.0056,0.0005,0.0,0.0141,0.0467,0.0005
1991.4167,0.2118,0.0014,0.0236,0.0158,0.2282,0.0165,0.086,0.0009,0.2255,0.0055,0.0005,0.0,0.0141,0.0473,0.0005
1991.5,0.2178,0.0014,0.0245,0.0158,0.2174,0.0161,0.0858,0.0009,0.2289,0.0054,0.0005,0.0,0.0142,0.0477,0.0005
1991.5833,0.2247,0.0013,0.0256,0.0158,0.2083,0.0158,0.0862,0.0009,0.2288,0.0053,0.0005,0.0,0.0143,0.0483,0.0005
1991.6667,0.2329,0.0013,0.0268,0.016,0.2026,0.0157,0.0878,0.0009,0.2221,0.0051,0.0005,0.0,0.0145,0.0491,0.0005
1991.75,0.2426,0.0012,0.0284,0.0162,0.1951,0.0155,0.0891,0.0008,0.2154,0.0049,0.0005,0.0,0.0147,0.05,0.0005
1991.8333,0.2537,0.0012,0.0301,0.0165,0.1858,0.0151,0.0899,0.0008,0.2095,0.0047,0.0005,0.0,0.015,0.0511,0.0005
1991.9167,0.2652,0.0012,0.032,0.0167,0.1768,0.0148,0.0905,0.0008,0.2034,0.0046,0.0005,0.0,0.0153,0.052,0.0005
1992.0,0.2779,0.0012,0.0341,0.0171,0.1664,0.0143,0.0905,0.0008,0.198,0.0044,0.0004,0.0,0.0155,0.053,0.0005
1992.0833,0.2769,0.0011,0.0348,0.0171,0.1633,0.0145,0.0926,0.0008,0.1984,0.0044,0.0004,0.0,0.015,0.0534,0.0005
1992.1667,0.278,0.0011,0.0357,0.0173,0.1591,0.0145,0.094,0.0008,0.2003,0.0045,0.0005,0.0,0.0146,0.054,0.0005
1992.25,0.2791,0.0011,0.0366,0.0174,0.155,0.0145,0.0953,0.0008,0.2022,0.0045,0.0005,0.0,0.0142,0.0546,0.0005
1992.3333,0.2801,0.001,0.0374,0.0175,0.1511,0.0146,0.0966,0.0008,0.204,0.0046,0.0005,0.0,0.0138,0.0551,0.0005
1992.4167,0.281,0.001,0.0381,0.0177,0.1475,0.0146,0.0979,0.0008,0.2059,0.0046,0.0005,0.0,0.0134,0.0556,0.0006
1992.5,0.2818,0.0009,0.0387,0.0178,0.1442,0.0147,0.0992,0.0009,0.2076,0.0047,0.0005,0.0,0.013,0.0561,0.0006
1992.5833,0.2825,0.0009,0.0391,0.0179,0.1411,0.0147,0.1006,0.0009,0.209,0.0047,0.0005,0.0,0.0126,0.0566,0.0006
1992.6667,0.2831,0.0009,0.0395,0.018,0.1384,0.0148,0.1021,0.0009,0.2102,0.0048,0.0005,0.0,0.0123,0.0572,0.0006
1992.75,0.2836,0.0008,0.0397,0.0181,0.1359,0.0149,0.1036,0.0009,0.2112,0.0048,0.0005,0.0,0.0121,0.058,0.0006
1992.8333,0.2841,0.0008,0.0398,0.0182,0.1337,0.015,0.1052,0.0009,0.2118,0.0048,0.0005,0.0,0.0118,0.0589,0.0006
1992.9167,0.2851,0.0007,0.0399,0.0183,0.1322,0.0151,0.1074,0.0009,0.2104,0.0048,0.0004,0.0,0.0116,0.0601,0.0006
1993.0,0.2875,0.0007,0.0402,0.0184,0.1326,0.0155,0.1109,0.0009,0.2033,0.0047,0.0004,0.0,0.0115,0.0619,0.0006
1993.0833,0.2805,0.0007,0.0391,0.0184,0.1351,0.0163,0.1136,0.0009,0.2031,0.0049,0.0004,0.0,0.0114,0.0628,0.0006
1993.1667,0.2758,0.0006,0.0384,0.0184,0.1341,0.0168,0.1151,0.0009,0.2046,0.005,0.0004,0.0,0.0113,0.0643,0.0006
1993.25,0.2691,0.0006,0.0376,0.0183,0.1338,0.0174,0.1172,0.0009,0.2065,0.0052,0.0004,0.0,0.0113,0.066,0.0006
1993.3333,0.2619,0.0005,0.0368,0.0182,0.1341,0.0181,0.12,0.001,0.2071,0.0054,0.0004,0.0,0.0113,0.068,0.0006
1993.4167,0.2556,0.0005,0.0363,0.0181,0.1348,0.0188,0.1233,0.001,0.2058,0.0056,0.0004,0.0,0.0112,0.0701,0.0006
1993.5,0.2496,0.0005,0.0359,0.0181,0.1352,0.0196,0.1266,0.001,0.2044,0.0057,0.0004,0.0,0.0112,0.072,0.0007
1993.5833,0.2441,0.0004,0.0356,0.018,0.1354,0.0203,0.1298,0.001,0.2031,0.0059,0.0004,0.0,0.0112,0.0738,0.0007
1993.6667,0.2396,0.0004,0.0354,0.018,0.136,0.0211,0.1337,0.001,0.1994,0.006,0.0004,0.0,0.0111,0.0757,0.0007
1993.75,0.2357,0.0004,0.0354,0.018,0.1367,0.022,0.1378,0.001,0.1948,0.0061,0.0004,0.0,0.011,0.0774,0.0007
1993.8333,0.2324,0.0003,0.0354,0.018,0.1377,0.0229,0.1426,0.001,0.1898,0.0062,0.0004,0.0,0.011,0.0791,0.0007
1993.9167,0.2301,0.0003,0.0356,0.0181,0.14,0.0241,0.149,0.0011,0.1833,0.0062,0.0004,0.0,0.0109,0.081,0.0007
1994.0,0.2302,0.0003,0.0362,0.0184,0.141,0.0251,0.151,0.0011,0.1792,0.0063,0.0004,0.0,0.011,0.0834,0.0008
1994.0833,0.2223,0.0003,0.0368,0.0179,0.1367,0.0237,0.1525,0.0011,0.187,0.0068,0.0004,0.0,0.0114,0.0883,0.0008
1994.1667,0.2162,0.0002,0.0377,0.0175,0.1339,0.0226,0.1542,0.0011,0.1897,0.0073,0.0004,0.0,0.012,0.0941,0.0008
1994.25,0.213,0.0002,0.0389,0.0173,0.1298,0.0214,0.1506,0.0011,0.1942,0.0079,0.0003,0.0,0.0128,0.1009,0.0009
1994.3333,0.2105,0.0002,0.0402,0.0172,0.1267,0.0203,0.1482,0.0012,0.1995,0.0085,0.0003,0.0,0.0132,0.1038,0.0009
1994.4167,0.2085,0.0002,0.0416,0.0171,0.1246,0.0194,0.147,0.0012,0.2016,0.0091,0.0003,0.0,0.0135,0.1068,0.001
1994.5,0.2074,0.0002,0.043,0.017,0.1233,0.0186,0.1469,0.0012,0.2046,0.0097,0.0003,0.0,0.0135,0.1054,0.0009
1994.5833,0.2064,0.0002,0.0445,0.017,0.1219,0.0178,0.1467,0.0012,0.207,0.0105,0.0003,0.0,0.0135,0.104,0.0009
1994.6667,0.2055,0.0002,0.046,0.017,0.1203,0.0171,0.1463,0.0012,0.2097,0.0114,0.0003,0.0,0.0134,0.1023,0.0009
1994.75,0.2056,0.0002,0.0476,0.017,0.1195,0.0164,0.1469,0.0013,0.2135,0.0126,0.0003,0.0,0.0128,0.0961,0.0009
1994.8333,0.2057,0.0001,0.0493,0.017,0.1184,0.0157,0.1473,0.0013,0.2176,0.0138,0.0003,0.0,0.0122,0.0899,0.0008
1994.9167,0.2064,0.0001,0.0511,0.0171,0.1169,0.015,0.1461,0.0013,0.2229,0.0151,0.0003,0.0,0.0116,0.0841,0.0008
1995.0,0.2083,0.0001,0.0532,0.0172,0.1145,0.0142,0.1423,0.0012,0.2298,0.0165,0.0003,0.0,0.011,0.0789,0.0007
1995.0833,0.206,0.0001,0.0538,0.0176,0.1104,0.0135,0.1393,0.0012,0.245,0.0167,0.0003,0.0,0.0114,0.0805,0.0007
1995.1667,0.2054,0.0001,0.0548,0.0181,0.1085,0.0131,0.1388,0.0013,0.2568,0.0167,0.0003,0.0,0.0113,0.0779,0.0007
1995.25,0.2057,0.0001,0.0561,0.0188,0.1079,0.0128,0.14,0.0013,0.2636,0.0166,0.0003,0.0,0.0113,0.0757,0.0007
1995.3333,0.2092,0.0001,0.0582,0.0198,0.1012,0.012,0.138,0.0013,0.2747,0.0168,0.0003,0.0,0.0114,0.0745,0.0007
1995.4167,0.2121,0.0001,0.0598,0.0208,0.0941,0.0112,0.1341,0.0013,0.2886,0.0169,0.0003,0.0,0.0116,0.0735,0.0007
1995.5,0.2148,0.0001,0.0608,0.0219,0.0879,0.0105,0.13,0.0013,0.3059,0.0173,0.0003,0.0,0.0111,0.0679,0.0006
1995.5833,0.2175,0.0001,0.0618,0.0232,0.0824,0.0098,0.1265,0.0012,0.3217,0.0174,0.0003,0.0,0.0106,0.0624,0.0006
1995.6667,0.2214,0.0001,0.0631,0.0246,0.0784,0.0094,0.125,0.0012,0.3313,0.0175,0.0003,0.0,0.0101,0.0575,0.0005
1995.75,0.2263,0.0001,0.0647,0.0262,0.0747,0.009,0.1242,0.0012,0.3377,0.0175,0.0003,0.0,0.0097,0.0531,0.0005
1995.8333,0.231,0.0001,0.0663,0.0279,0.0694,0.0085,0.1222,0.0012,0.3465,0.0176,0.0003,0.0001,0.0093,0.0493,0.0005
1995.9167,0.2343,0.0001,0.0677,0.0295,0.0656,0.0082,0.1223,0.0012,0.349,0.0175,0.0003,0.0001,0.0089,0.046,0.0004
1996.0,0.24,0.0001,0.0697,0.0315,0.0637,0.0081,0.1256,0.0012,0.3419,0.0172,0.0003,0.0001,0.0087,0.0433,0.0004
1996.0833,0.2362,0.0001,0.0703,0.0318,0.0661,0.0085,0.1337,0.0013,0.3358,0.0176,0.0003,0.0,0.0079,0.0399,0.0004
1996.1667,0.2326,0.0001,0.071,0.0321,0.0692,0.009,0.1432,0.0014,0.3268,0.0179,0.0003,0.0,0.0072,0.0368,0.0004
1996.25,0.2291,0.0001,0.0717,0.0324,0.073,0.0096,0.1542,0.0015,0.3154,0.0181,0.0003,0.0,0.0065,0.0339,0.0003
1996.3333,0.2251,0.0001,0.0723,0.0325,0.0771,0.0103,0.1662,0.0016,0.3033,0.0183,0.0003,0.0,0.0059,0.0312,0.0003
1996.4167,0.2207,0.0001,0.0727,0.0325,0.0816,0.011,0.179,0.0017,0.2907,0.0183,0.0003,0.0,0.0053,0.0287,0.0003
1996.5,0.2155,0.0001,0.0726,0.0323,0.0865,0.0117,0.193,0.0018,0.2774,0.0183,0.0003,0.0,0.0048,0.0264,0.0002
1996.5833,0.2086,0.0001,0.0713,0.0321,0.0934,0.0127,0.2119,0.0019,0.2584,0.0181,0.0003,0.0,0.0044,0.0246,0.0002
1996.6667,0.2005,0.0001,0.0689,0.0316,0.1013,0.0138,0.2314,0.002,0.2388,0.0179,0.0003,0.0,0.0041,0.0231,0.0002
1996.75,0.1944,0.0001,0.0669,0.0315,0.1103,0.0151,0.2497,0.0022,0.2162,0.0175,0.0003,0.0,0.0039,0.0221,0.0002
1996.8333,0.1893,0.0001,0.0654,0.0315,0.1185,0.0163,0.2678,0.0023,0.1938,0.0171,0.0003,0.0,0.0037,0.0213,0.0002
1996.9167,0.1861,0.0001,0.0644,0.0318,0.1257,0.0175,0.2842,0.0025,0.1717,0.0166,0.0003,0.0,0.0035,0.0207,0.0002
1997.0,0.1846,0.0001,0.064,0.0323,0.1332,0.0187,0.2964,0.0026,0.1514,0.0161,0.0003,0.0,0.0034,0.0204,0.0002
1997.0833,0.1842,0.0001,0.0636,0.0335,0.1359,0.0189,0.3085,0.0028,0.1381,0.0161,0.0003,0.0,0.0035,0.021,0.0002
1997.1667,0.1824,0.0001,0.0622,0.0347,0.1388,0.0192,0.3204,0.0031,0.1264,0.0162,0.0003,0.0,0.0036,0.0217,0.0002
1997.25,0.1817,0.0001,0.0612,0.0361,0.1422,0.0196,0.3303,0.0034,0.1157,0.0162,0.0003,0.0,0.0036,0.0225,0.0002
1997.3333,0.1812,0.0001,0.0602,0.0376,0.1454,0.02,0.339,0.0036,0.106,0.0162,0.0003,0.0,0.0037,0.0234,0.0002
1997.4167,0.1825,0.0001,0.0598,0.0395,0.1484,0.0203,0.3429,0.0039,0.098,0.0163,0.0003,0.0,0.0038,0.0245,0.0002
1997.5,0.1867,0.0001,0.0604,0.0421,0.1479,0.0204,0.3433,0.0042,0.092,0.0166,0.0003,0.0,0.004,0.026,0.0002
1997.5833,0.1943,0.0001,0.062,0.0457,0.1475,0.0205,0.3355,0.0045,0.0878,0.0172,0.0003,0.0,0.0042,0.0281,0.0003
1997.6667,0.2022,0.0001,0.0636,0.0494,0.1503,0.0211,0.3232,0.0048,0.0837,0.0177,0.0003,0.0,0.0045,0.0303,0.0003
1997.75,0.2089,0.0001,0.0645,0.0532,0.1534,0.0216,0.3116,0.005,0.0796,0.0182,0.0003,0.0,0.0047,0.0326,0.0003
1997.8333,0.2138,0.0001,0.0642,0.0569,0.1571,0.0223,0.3011,0.0053,0.0755,0.0186,0.0003,0.0,0.005,0.035,0.0003
1997.9167,0.2184,0.0001,0.0638,0.0606,0.1624,0.0231,0.2931,0.0057,0.0704,0.0187,0.0003,0.0,0.0053,0.0377,0.0003
1998.0,0.2244,0.0001,0.0639,0.0649,0.1687,0.0241,0.2826,0.0061,0.0655,0.0187,0.0002,0.0,0.0056,0.0407,0.0004
1998.0833,0.2168,0.0001,0.0609,0.0642,0.181,0.0257,0.2844,0.0071,0.0619,0.0184,0.0002,0.0,0.0055,0.0397,0.0004
1998.1667,0.2115,0.0001,0.0588,0.0642,0.1899,0.0272,0.2842,0.0083,0.0591,0.0182,0.0002,0.0,0.0055,0.0393,0.0004
1998.25,0.2063,0.0001,0.0568,0.064,0.1986,0.0287,0.2837,0.0095,0.0564,0.018,0.0002,0.0,0.0055,0.0391,0.0004
1998.3333,0.2021,0.0001,0.0551,0.064,0.2074,0.0302,0.2806,0.0109,0.0541,0.0179,0.0002,0.0,0.0055,0.0393,0.0004
1998.4167,0.1986,0.0001,0.0537,0.0641,0.2161,0.0318,0.2755,0.0123,0.0521,0.0178,0.0002,0.0,0.0057,0.0398,0.0004
1998.5,0.1951,0.0001,0.0524,0.0641,0.2247,0.0334,0.2702,0.0138,0.05,0.0178,0.0002,0.0,0.0058,0.0404,0.0004
1998.5833,0.1945,0.0001,0.0519,0.065,0.2338,0.0352,0.2578,0.0155,0.0488,0.0179,0.0002,0.0,0.006,0.0419,0.0004
1998.6667,0.1974,0.0001,0.0523,0.067,0.2395,0.0368,0.2413,0.0172,0.0484,0.0184,0.0002,0.0,0.0064,0.0442,0.0004
1998.75,0.2003,0.0001,0.0527,0.0691,0.2446,0.0384,0.2253,0.019,0.048,0.0189,0.0002,0.0,0.0068,0.0466,0.0004
1998.8333,0.201,0.0001,0.0526,0.0702,0.2505,0.0402,0.2111,0.021,0.0475,0.0193,0.0002,0.0,0.0072,0.0489,0.0004
1998.9167,0.2004,0.0001,0.0523,0.0706,0.2559,0.0419,0.1972,0.0251,0.0468,0.0197,0.0002,0.0,0.0076,0.0511,0.0005
1999.0,0.2002,0.0001,0.0521,0.0712,0.2606,0.0425,0.1843,0.0296,0.0462,0.0201,0.0002,0.0,0.0079,0.0533,0.0005
