DENV1_IV	DENV1_IV	0.00
DENV1_IV	DENV2_ASIANII	3.24
DENV1_IV	DENV2_ASIANAMERICAN	3.24
DENV1_IV	DENV2_COSMOPOLITAN	3.24
DENV1_IV	DENV3_IV	2.59
DENV1_IV	DENV2_SYLVATIC	3.24
DENV1_IV	DENV1_I	0.00
DENV1_IV	DENV4_I	3.24
DENV1_IV	DENV1_V	0.00
DENV1_IV	DENV4_SYLVATIC	2.59
DENV1_IV	DENV3_III	2.59
DENV1_IV	DENV2_AMERICAN	3.24
DENV1_IV	DENV2_ASIANI	3.24
DENV1_IV	DENV3_II	3.24
DENV1_IV	DENV3_I	2.59
DENV1_IV	DENV4_II	0.65
DENV1_IV	DENV1_II	0.00
DENV2_ASIANII	DENV1_IV	0.00
DENV2_ASIANII	DENV2_ASIANII	0.00
DENV2_ASIANII	DENV2_ASIANAMERICAN	0.00
DENV2_ASIANII	DENV2_COSMOPOLITAN	0.00
DENV2_ASIANII	DENV3_IV	0.00
DENV2_ASIANII	DENV2_SYLVATIC	0.00
DENV2_ASIANII	DENV1_I	0.00
DENV2_ASIANII	DENV4_I	0.00
DENV2_ASIANII	DENV1_V	0.00
DENV2_ASIANII	DENV4_SYLVATIC	0.00
DENV2_ASIANII	DENV3_III	0.00
DENV2_ASIANII	DENV2_AMERICAN	0.00
DENV2_ASIANII	DENV2_ASIANI	0.00
DENV2_ASIANII	DENV3_II	0.00
DENV2_ASIANII	DENV3_I	0.00
DENV2_ASIANII	DENV4_II	0.00
DENV2_ASIANII	DENV1_II	0.00
DENV2_ASIANAMERICAN	DENV1_IV	0.00
DENV2_ASIANAMERICAN	DENV2_ASIANII	0.86
DENV2_ASIANAMERICAN	DENV2_ASIANAMERICAN	0.00
DENV2_ASIANAMERICAN	DENV2_COSMOPOLITAN	0.86
DENV2_ASIANAMERICAN	DENV3_IV	0.86
DENV2_ASIANAMERICAN	DENV2_SYLVATIC	0.86
DENV2_ASIANAMERICAN	DENV1_I	0.00
DENV2_ASIANAMERICAN	DENV4_I	0.00
DENV2_ASIANAMERICAN	DENV1_V	0.00
DENV2_ASIANAMERICAN	DENV4_SYLVATIC	0.00
DENV2_ASIANAMERICAN	DENV3_III	0.86
DENV2_ASIANAMERICAN	DENV2_AMERICAN	0.86
DENV2_ASIANAMERICAN	DENV2_ASIANI	0.86
DENV2_ASIANAMERICAN	DENV3_II	0.86
DENV2_ASIANAMERICAN	DENV3_I	0.86
DENV2_ASIANAMERICAN	DENV4_II	0.00
DENV2_ASIANAMERICAN	DENV1_II	0.00
DENV2_COSMOPOLITAN	DENV1_IV	0.00
DENV2_COSMOPOLITAN	DENV2_ASIANII	0.00
DENV2_COSMOPOLITAN	DENV2_ASIANAMERICAN	0.00
DENV2_COSMOPOLITAN	DENV2_COSMOPOLITAN	0.00
DENV2_COSMOPOLITAN	DENV3_IV	0.00
DENV2_COSMOPOLITAN	DENV2_SYLVATIC	0.00
DENV2_COSMOPOLITAN	DENV1_I	0.00
DENV2_COSMOPOLITAN	DENV4_I	0.00
DENV2_COSMOPOLITAN	DENV1_V	0.00
DENV2_COSMOPOLITAN	DENV4_SYLVATIC	0.00
DENV2_COSMOPOLITAN	DENV3_III	0.00
DENV2_COSMOPOLITAN	DENV2_AMERICAN	0.00
DENV2_COSMOPOLITAN	DENV2_ASIANI	0.00
DENV2_COSMOPOLITAN	DENV3_II	0.00
DENV2_COSMOPOLITAN	DENV3_I	0.00
DENV2_COSMOPOLITAN	DENV4_II	0.00
DENV2_COSMOPOLITAN	DENV1_II	0.00
DENV3_IV	DENV1_IV	0.00
DENV3_IV	DENV2_ASIANII	0.65
DENV3_IV	DENV2_ASIANAMERICAN	0.65
DENV3_IV	DENV2_COSMOPOLITAN	0.65
DENV3_IV	DENV3_IV	0.00
DENV3_IV	DENV2_SYLVATIC	0.65
DENV3_IV	DENV1_I	0.00
DENV3_IV	DENV4_I	0.65
DENV3_IV	DENV1_V	0.00
DENV3_IV	DENV4_SYLVATIC	0.00
DENV3_IV	DENV3_III	0.00
DENV3_IV	DENV2_AMERICAN	0.65
DENV3_IV	DENV2_ASIANI	0.65
DENV3_IV	DENV3_II	0.65
DENV3_IV	DENV3_I	0.00
DENV3_IV	DENV4_II	0.65
DENV3_IV	DENV1_II	0.00
DENV2_SYLVATIC	DENV1_IV	0.00
DENV2_SYLVATIC	DENV2_ASIANII	2.59
DENV2_SYLVATIC	DENV2_ASIANAMERICAN	2.59
DENV2_SYLVATIC	DENV2_COSMOPOLITAN	2.59
DENV2_SYLVATIC	DENV3_IV	2.59
DENV2_SYLVATIC	DENV2_SYLVATIC	0.00
DENV2_SYLVATIC	DENV1_I	0.00
DENV2_SYLVATIC	DENV4_I	2.59
DENV2_SYLVATIC	DENV1_V	0.00
