,DENV1_I,DENV1_II,DENV1_III,DENV1_IV,DENV1_V,DENV2_AMERICAN,DENV2_ASIANAMERICAN,DENV2_ASIANI,DENV2_ASIANII,DENV2_COSMOPOLITAN,DENV2_SYLVATIC,DENV3_I,DENV3_II,DENV3_III,DENV3_V,DENV4_I,DENV4_II,DENV4_SYLVATIC
1975.25,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1975.3333,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1975.4167,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1975.5,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1975.5833,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1975.6667,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1975.75,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1975.8333,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1975.9167,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1976.0,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1976.0833,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1976.1667,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1976.25,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1976.3333,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1976.4167,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1976.5,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1976.5833,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1976.6667,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1976.75,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1976.8333,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1976.9167,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1977.0,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1977.0833,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1977.1667,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1977.25,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1977.3333,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1977.4167,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1977.5,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1977.5833,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1977.6667,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1977.75,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1977.8333,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1977.9167,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1978.0,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1978.0833,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1978.1667,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1978.25,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1978.3333,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1978.4167,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1978.5,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1978.5833,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1978.6667,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1978.75,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1978.8333,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1978.9167,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1979.0,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1979.0833,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1979.1667,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1979.25,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1979.3333,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1979.4167,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1979.5,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1979.5833,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1979.6667,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1979.75,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1979.8333,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1979.9167,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1980.0,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1980.0833,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1980.1667,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1980.25,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1980.3333,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1980.4167,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1980.5,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1980.5833,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1980.6667,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1980.75,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1980.8333,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1980.9167,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1981.0,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1981.0833,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1981.1667,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1981.25,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1981.3333,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1981.4167,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1981.5,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1981.5833,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1981.6667,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1981.75,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9891,0.0014
1981.8333,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9892,0.0014
1981.9167,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9893,0.0014
1982.0,0.0,0.0,0.0,0.0,0.0007,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9894,0.0014
1982.0833,0.0,0.0,0.0,0.0,0.0009,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9884,0.0014
1982.1667,0.0,0.0,0.0,0.0,0.0011,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.986,0.0014
1982.25,0.0,0.0,0.0,0.0,0.0016,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9829,0.0014
1982.3333,0.0,0.0,0.0,0.0,0.0023,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9767,0.0014
1982.4167,0.0,0.0,0.0,0.0,0.0034,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9685,0.0014
1982.5,0.0,0.0,0.0,0.0,0.0048,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.9585,0.0014
1982.5833,0.0,0.0,0.0,0.0,0.0064,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,0.9469,0.0013
1982.6667,0.0,0.0,0.0,0.0,0.0083,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,0.9336,0.0013
1982.75,0.0,0.0,0.0,0.0,0.0106,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,0.9186,0.0013
1982.8333,0.0,0.0,0.0,0.0,0.0131,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,0.9021,0.0013
1982.9167,0.0,0.0,0.0,0.0,0.0159,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,0.8839,0.0013
1983.0,0.0,0.0,0.0,0.0,0.0189,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.8641,0.0012
1983.0833,0.0,0.0,0.0,0.0,0.0222,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.8429,0.0012
1983.1667,0.0,0.0,0.0,0.0,0.0258,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.8205,0.0012
1983.25,0.0,0.0,0.0,0.0,0.0295,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.7967,0.0011
1983.3333,0.0,0.0,0.0,0.0,0.0334,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.7718,0.0011
1983.4167,0.0,0.0,0.0,0.0,0.0374,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.746,0.0011
1983.5,0.0,0.0,0.0,0.0,0.0414,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.7193,0.001
1983.5833,0.0,0.0,0.0,0.0,0.0455,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.6917,0.001
1983.6667,0.0,0.0,0.0,0.0,0.0497,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.6635,0.0009
