abs_error,intercept,r_squared,rms_error,slope
0.6675063027360403,0.2603744334033529,0.6732628711427843,0.9148898824049391,0.6921595190027844
0.629051270681598,0.21467147025020883,0.7374212271671569,0.8804845579775022,0.7330424316663492
0.6401195384313364,0.27593471742963316,0.7205323657875792,0.9013620588490301,0.7598828550533901
0.6234846044804914,0.2390955977297189,0.6964722459716185,0.8361119797994676,0.710600594996946
0.558741916431744,0.0732866850664523,0.8092348635938524,0.7463715194741348,0.746750489105914
0.7294541455280383,0.14486154852779431,0.7043051126871713,0.9897535873063353,0.6395383919751338
0.734598323769463,0.2885122146106238,0.6533088154740626,1.074808168174784,0.631351399857237
0.6695145033287422,0.05540247697947431,0.7768785381900777,0.8675343323256431,0.7324436066587207
0.6673248887560619,0.20758694419645762,0.7482045513933128,0.896879624874713,0.7474141626189638
0.5885803539857192,0.15664735020871956,0.7274338989521888,0.7757271479649323,0.7841721448720573
0.6904529871891758,0.25224811559840754,0.7421059902342414,0.922157699895666,0.7220823355155251
0.6693386227875257,0.3536681800208705,0.6550516933351226,0.9757443141732062,0.6052337092066881
0.605842123726797,0.036345810594532346,0.7652361279965001,0.8196114305557732,0.7482368042206384
0.6615444096433377,0.24492858113306826,0.6825513547444133,0.9308640827704858,0.6627738577332573
0.5467902083698697,0.12364246490717157,0.7400504125987545,0.711208465134052,0.7768763943606627
0.5603395396300463,0.07502885566716777,0.7782089156686531,0.7193873868504558,0.8310893479830889
0.6636518305275672,0.3444431629246999,0.7448946156957608,0.8802191133401535,0.7033686540103654
0.5963215742612721,0.0514762692310633,0.7760106132051712,0.7624198828381427,0.8213842248858658
0.5682984815705918,0.1289239094001503,0.8076626544312095,0.7615275501954227,0.7185163244451516
0.5876711104869444,0.15613063310119268,0.7268000569470696,0.7765136917548942,0.7304569623185118
0.5415384581618096,0.047307430159967856,0.8017260062407455,0.7101726983519017,0.7312812185538896
0.6711243826099977,0.3707218057023276,0.6423595273738898,0.9754122004288818,0.5941813169229622
0.5427568158656535,0.01982065383750853,0.7279077213166699,0.710335990426561,0.7416319577218878
0.6436114825637747,0.3014778777839407,0.6807478841511381,0.9021471045233795,0.6369048289553633
0.5399236476460826,0.25854945238661153,0.7926288193088102,0.723425128265834,0.7953866511773957
0.640917421837428,0.1879642677472234,0.7445780375782547,0.9009489716007557,0.6944821844060596
0.624705825749068,0.3046160444814882,0.6748074829783786,0.8430538914824711,0.6837674969949297
0.5503535120454482,0.115841131307447,0.7606481330029943,0.7565209983064257,0.8169025432715188
0.6860510772679664,0.15691582550014171,0.6288625502553599,0.9164908029684771,0.7116537097830476
0.6275646892838256,0.2507392064143571,0.6739199597466226,0.811532954399776,0.6854055619545765
0.7159578336196935,0.2194268081458992,0.7028833584360553,0.9740233033722772,0.6839404847625115
0.5930411345353583,0.14757919042519319,0.7513698259062289,0.8002285462293794,0.7563638274289337
0.6360827782156653,0.09635204134697772,0.7135051392675731,0.86509425931261,0.7190760048068867
0.5312052789566178,0.08756420445957547,0.7968158011055843,0.6973508064640844,0.8362350687814085
0.5809119849946103,0.2979462447946567,0.7233545176873218,0.7686128529604702,0.7759818783914775
0.618073883013054,0.17547406363064721,0.6902702684326202,0.7983029391133218,0.6787185265001258
0.6969965648431021,0.1922773184489628,0.7033641381320574,0.8910185819220462,0.7323892784444671
0.7056937496626806,0.2829959098286261,0.7574441908813538,0.9758710609301773,0.6636442046447245
0.7087840039532809,0.31045513128084656,0.6865936014586239,0.9431410722695047,0.7204057409230578
0.6230906490755784,0.09686766600212576,0.7859223464823046,0.8236805281599374,0.7777293942896952
0.6797131656491725,0.24170725322182762,0.6869799667293841,0.8525749343160244,0.688162906462461
0.6784426435284654,0.1984476212159354,0.705060205096232,0.9219506452907902,0.7005167356503511
0.6985174433521057,0.32609553985835116,0.6434712691997663,0.9982253079287674,0.6620909768140735
0.670349974306902,0.1594878887375033,0.7078054482424713,0.9411506708019183,0.7399473777271945
0.5926692990742994,0.16499340221967984,0.6901477569184503,0.8129899721835903,0.8264944430952119
0.6439061288151151,0.07102516006249482,0.7484570288578879,0.8475447467183334,0.7744132875993683
0.6659959908803816,0.21665556287510024,0.7467654973429667,0.8869729440853065,0.7266727046032168
0.6510679187777807,0.3150185867409257,0.6751912790572471,0.9614079744577114,0.6484627227253812
0.6233513274293018,0.2795599652353328,0.6810932642895852,0.9412201951400502,0.6792077301580448
0.6107916203912068,0.20927337042329475,0.7746288444998553,0.798324087132085,0.7986102039495009
0.7177437517596539,0.21690181975469847,0.7192544838339533,1.0272197513267542,0.6611367263543455
0.6325807579114918,0.32133178945160334,0.6791337285210356,0.8650746784282608,0.6650853313981806
0.7004830056351804,0.2721244280254955,0.7287054618541917,0.9878857279720662,0.6786748535228262
0.7349694074076122,0.34247130456710295,0.6720653197704259,1.0258633201615528,0.6400270867849706
0.6943336205935428,0.25894149828586366,0.6019977539628768,0.9754437305399184,0.7092518021798537
0.591554000234935,0.34713156397522205,0.6898351869434464,0.8208538160862066,0.7516046912759934
0.6052226570026046,0.17195256527463748,0.7805696892408981,0.8277559772254808,0.7009937366172635
0.55806667938587,0.2747966709639851,0.6689850293439902,0.759193583964458,0.7512406042161066
0.6156579110975594,0.23678929809769922,0.6769215970551956,0.8100690008811464,0.7151841451859086
0.6323690319278535,0.2431100926890657,0.7439552995953784,0.8574633742710254,0.7369793636659712
0.7119669321580149,0.318241951865048,0.410418423948716,1.0149033547437332,0.5675664618151458
0.6099411909934039,0.22832601422197596,0.7448047280432321,0.8465814315572954,0.7384833067767647
