# BEAST v1.8.2, r6687
# Generated Tue Nov 22 17:53:04 PST 2016 [seed=1479865983172]
state	posterior	prior	likelihood	treeModel.rootHeight	constant.popSize	ac	ag	at	cg	gt	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
100000	-49412.12961048065	-448.95822193441296	-48963.17138854624	80.11172003898386	132.1038772757433	0.02675160062096617	0.3028233270009333	0.04423578475946302	0.014549029977358746	0.0198547027370231	0.3253170216004478	0.21148279305625572	0.26175599224113066	0.20144419310216627	0.2172985038990156	6.373659227394371E-4	6.373659227394372E-4	-48963.17138854624	0.0	-450.06893853885487
105000	-49418.793164945346	-451.58184407798774	-48967.211320867355	81.1445184210266	127.15610654461817	0.02937896378421108	0.3123304959362477	0.04882431133681319	0.01346693568713583	0.023183556175872998	0.3191266472841263	0.2155709663614384	0.2577186893515155	0.2075836970029202	0.22586670102889508	6.259916436259012E-4	6.259916436259011E-4	-48967.211320867355	0.0	-452.4434603202564
110000	-49416.33789506075	-450.09476544151215	-48966.24312961924	78.99228194489146	147.30292920670834	0.023361411577133184	0.31221553245337597	0.04926532453649795	0.011999788457168821	0.02025068902538846	0.32458291233883063	0.21050317369090693	0.2563879587145776	0.20852595525568518	0.21129235894973575	6.301815853310462E-4	6.30181585331047E-4	-48966.24312961924	0.0	-451.281355694366
115000	-49413.148895928505	-452.31451206960867	-48960.8343838589	80.50064200498855	117.62788632510318	0.027307751452812116	0.3358810450980853	0.046451992803977674	0.01554919459132902	0.022347756764450395	0.32036210855628766	0.21453074438200864	0.2593285154925166	0.20577863156918738	0.21906923139715226	6.205996096142169E-4	6.205996096142169E-4	-48960.8343838589	0.0	-453.2212939873073
120000	-49419.624017920876	-453.59292106682193	-48966.03109685405	81.1542208174976	111.93761414519129	0.02521809615591742	0.32479616249628546	0.04555923971676513	0.011347277036177153	0.021019171589941203	0.3193261454424516	0.21605855199332177	0.25872238392043884	0.2058929186437882	0.21308911397920333	6.371214799554361E-4	6.371214799554365E-4	-48966.03109685405	0.0	-455.0183485702093
125000	-49406.885622036934	-449.7673837280435	-48957.11823830889	78.78858276820179	135.69995704984427	0.027999615496968028	0.3287884871690505	0.05003960059512033	0.015542248835293607	0.023978849882100625	0.3254005540510026	0.21087518765773086	0.2560013799308654	0.20772287836040146	0.20287754005644348	6.484977241205029E-4	6.484977241205026E-4	-48957.11823830889	0.0	-450.3788594367399
130000	-49418.73591033172	-454.55831346732657	-48964.17759686439	74.8561810238838	163.25606372729024	0.0238836103672078	0.32690003405422047	0.04613553929184377	0.01284968940132773	0.021015998538762532	0.3172382587768473	0.21818719719363147	0.26076741796117525	0.20380712606834633	0.21391727908170444	6.513181261608231E-4	6.513181261608229E-4	-48964.17759686439	0.0	-455.49886535984683
135000	-49404.35847719088	-451.79168737383037	-48952.56678981705	78.0698688592959	141.82600356291314	0.02394361038013912	0.30871589063509436	0.04878359331422	0.01850750712790871	0.020587438275604195	0.326985623522614	0.2107802390155625	0.25671420695785696	0.20551993050396689	0.208925869803502	6.525046762964454E-4	6.525046762964449E-4	-48952.56678981705	0.0	-452.5528663656332
140000	-49420.29151869741	-450.9225893297101	-48969.3689293677	80.75093799051837	111.95919362235796	0.024296231457794446	0.31027833772517854	0.04738125583362295	0.012315424610501882	0.01862295437106115	0.3275613266299235	0.2058829275344698	0.25863193831235115	0.207923807523256	0.20415287356855552	6.317941023827177E-4	6.317941023827177E-4	-48969.3689293677	0.0	-452.45540362403113
145000	-49410.96613913293	-449.8718503070388	-48961.09428882589	78.41394839526373	117.05858504522456	0.028266865247795894	0.3231469824406541	0.04636494691157857	0.011163104487199902	0.019671894839272678	0.3239157269425327	0.21496302137436488	0.2533923698570464	0.20772888182605648	0.21117326012441204	6.449702362976142E-4	6.449702362976146E-4	-48961.09428882589	0.0	-451.2034292909161
150000	-49402.81652499625	-448.8325417208184	-48953.98398327543	80.75698327999329	121.88097118647252	0.026838163982401207	0.3264037210652066	0.04490301523021339	0.014274154454810945	0.026480068569974646	0.31765598387734767	0.22001649851152677	0.25502850564295637	0.2072990119681696	0.21371362606905375	6.514132304477079E-4	6.514132304477084E-4	-48953.98398327543	0.0	-449.661987257393
155000	-49400.82934184343	-447.21820272143714	-48953.611139122	79.82527125469066	125.8682261130234	0.02624146661975661	0.28740642391828636	0.04038580442750521	0.01177019024577647	0.020665504243917995	0.32775673299599295	0.21356143594570956	0.2553271070398938	0.2033547240184041	0.2258620020994575	6.750652795651557E-4	6.750652795651556E-4	-48953.611139122	0.0	-448.61845051930135
160000	-49400.39911355969	-447.0349653119271	-48953.36414824776	75.01692485770863	104.21378845820264	0.023387593031538898	0.31771906721830356	0.04846430534858139	0.01650351108678282	0.017203466246713078	0.32111440190123686	0.21056475018583748	0.2575889161986125	0.21073193171431354	0.22605534020889506	6.765433910074026E-4	6.765433910074036E-4	-48953.36414824776	0.0	-448.3144417144916
165000	-49404.69417469212	-445.4527561323385	-48959.24141855978	78.11219996035396	106.94412447678019	0.02033302434079933	0.3244465212103987	0.05313034290682518	0.013545758809371469	0.01817253310405082	0.3264181313690025	0.21572694085964414	0.25971551294418616	0.19813941482716763	0.21890186655612542	6.698664231806871E-4	6.698664231806876E-4	-48959.24141855978	0.0	-446.89255667986737
170000	-49413.28032185447	-445.9127879149811	-48967.36753393949	77.96019171724659	103.9062466719239	0.021679278758243836	0.30575926913619417	0.04542475732970245	0.013043863998080373	0.021053071445220336	0.3313460605698858	0.21473173552865707	0.25196199196655805	0.20196021193489952	0.197949657725504	6.524075867793758E-4	6.524075867793758E-4	-48967.36753393949	0.0	-447.49223488264465
175000	-49414.1028554717	-451.27565861686895	-48962.82719685483	80.87708495573075	102.02303965536967	0.026371479943759442	0.3276770905898576	0.046802890769171004	0.013475503885084011	0.020708485513774837	0.3174906623590662	0.218214626915528	0.2579031908980619	0.20639151982734427	0.21496584225325097	6.640501099984337E-4	6.640501099984343E-4	-48962.82719685483	0.0	-452.5211363983982
180000	-49413.74379334968	-446.1026243750232	-48967.64116897465	81.0499776134189	125.49109854326692	0.023869493340818136	0.3261535987658072	0.04632273992278818	0.01381868916831343	0.02063458872860539	0.3188142152387206	0.21235466246756615	0.25914733660392275	0.20968378568979085	0.19549540983223726	6.382469154531618E-4	6.382469154531618E-4	-48967.64116897465	0.0	-447.31258427666774
185000	-49402.52376561134	-447.31003994604964	-48955.213725665286	81.052092015538	104.20159138123942	0.027737669495572954	0.32119251350634226	0.049090531057199745	0.015466275746700188	0.022337923469028326	0.31588395853326207	0.2193472423049826	0.25535320148705404	0.2094155976747017	0.21878485754068597	6.595912004194677E-4	6.595912004194672E-4	-48955.213725665286	0.0	-448.25774067483536
190000	-49423.64407732746	-449.3531609267976	-48974.29091640066	81.31434678991914	146.40852920122	0.024745978416220588	0.28307942203791336	0.045641072187312615	0.010448836069582879	0.02630057027887102	0.31850366911084343	0.2080867240355011	0.26761421657983714	0.20579539027381877	0.20475654143061361	6.302908471205135E-4	6.302908471205133E-4	-48974.29091640066	0.0	-450.55412004386636
195000	-49416.35240423159	-445.4970633380202	-48970.85534089357	76.12416456180243	90.75734803848671	0.02707603775707328	0.33030008855179355	0.04723831391207781	0.014488585107834353	0.02285344685197363	0.33054377458959616	0.21350820280433097	0.2502830081536422	0.205665014452431	0.22025962217751038	6.567278338378798E-4	6.5672783383788E-4	-48970.85534089357	0.0	-446.659182473568
200000	-49403.17259722045	-445.66681051994357	-48957.50578670051	76.36183147003445	123.39544384152568	0.0221741834464757	0.3132607042435097	0.05012341184940405	0.012971463337329644	0.020636873469513664	0.32258634342853965	0.21276959492107272	0.2597456605530805	0.20489840109730734	0.2069136213771715	6.707813184949608E-4	6.707813184949614E-4	-48957.50578670051	0.0	-446.9134799187731
205000	-49399.54123128257	-443.47121147832826	-48956.07001980425	76.28597711722114	119.03469309995744	0.0279290895881659	0.30658304928861274	0.04360577580930841	0.014255452656077267	0.022206973884545546	0.32055753256855496	0.21775110227505295	0.2576962364956519	0.20399512866074043	0.2114471991008627	6.663553661678333E-4	6.663553661678336E-4	-48956.07001980425	0.0	-444.52691354338657
210000	-49397.61224345972	-444.4081551129147	-48953.20408834681	75.05375108263638	112.91279841268162	0.028885435313560897	0.31428692694940275	0.04031105387604165	0.012371610855764393	0.024212563017061064	0.3209093508033839	0.21461324032278636	0.2562370566187187	0.20824035225511128	0.21112910568526666	6.775384762052892E-4	6.775384762052892E-4	-48953.20408834681	0.0	-445.57047544610964
215000	-49396.75697786568	-442.3872018837227	-48954.36977598196	74.32990666631538	102.44766286593587	0.026156798855586784	0.3258572336909376	0.05208044179360282	0.014839388659054657	0.02380985064888784	0.3167163954062258	0.21494989237676498	0.2554352471274484	0.21289846508956106	0.211825401575505	6.895269623041376E-4	6.895269623041379E-4	-48954.36977598196	0.0	-443.28600116521324
220000	-49409.08117204323	-442.1059227545727	-48966.97524928866	72.56490366042162	108.54457676759654	0.02593774857474007	0.29888698750216725	0.05112107421293182	0.012893989900057006	0.01949147066549908	0.32398438353125514	0.2098416571526387	0.26405645538154066	0.20211750393456582	0.2228198173875133	6.967164371992387E-4	6.967164371992385E-4	-48966.97524928866	0.0	-443.3489123733331
225000	-49402.862650660085	-442.5264458549303	-48960.33620480516	72.86443260038875	93.18873019403892	0.03122470958955135	0.2943105107442533	0.04483298961911016	0.01225644907472604	0.021606595570652174	0.32656746284493693	0.20807383649899708	0.2603288956275585	0.2050298050285077	0.21727956177002947	6.64957411107991E-4	6.649574111079911E-4	-48960.33620480516	0.0	-443.89481211354183
230000	-49406.6570882095	-446.29265148231707	-48960.36443672718	79.2099760012048	106.70357887252767	0.02658912706041433	0.3247320859458758	0.04746405820533007	0.013219554015997914	0.017496350616328253	0.3225896160489827	0.20992303195758036	0.2593308755167387	0.20815647647669852	0.2000854878906298	6.572191184057932E-4	6.572191184057933E-4	-48960.36443672718	0.0	-447.7020739036262
235000	-49399.72149561518	-448.9269128265839	-48950.7945827886	77.97484479172154	113.58251089072354	0.027408994480530652	0.3084891829888472	0.05254859674524725	0.011414887727778218	0.020931938807477606	0.31778698272387795	0.21751183188283704	0.2606163247819481	0.20408486061133713	0.21643308188283764	6.526559327882191E-4	6.52655932788219E-4	-48950.7945827886	0.0	-450.1406887612623
240000	-49410.01697074681	-444.14365654990473	-48965.873314196906	76.08138461528357	120.3382765711373	0.02252750550135002	0.30407137947999263	0.045731312741231996	0.011575269590907357	0.02004904713156489	0.31717719240859427	0.21215938032020593	0.2605789042041604	0.2100845230670396	0.2216700073562022	6.696397884852361E-4	6.696397884852361E-4	-48965.873314196906	0.0	-445.62554497005243
245000	-49404.56543509732	-446.30590571196683	-48958.25952938535	78.36256676128257	125.017919306356	0.022476288786432635	0.2945115723271102	0.04754932412996879	0.013670698888250774	0.017608003904152465	0.3268615855813675	0.2114344835360822	0.2595261571313823	0.20217777375116822	0.22399918321661066	6.688750446276581E-4	6.688750446276584E-4	-48958.25952938535	0.0	-447.70516386062474
250000	-49410.04338388044	-444.29971889464406	-48965.74366498579	77.21655962331364	109.3596657106226	0.027134519439518716	0.3177970214718676	0.050182437290948595	0.015676638801457386	0.01938597495789931	0.3246505059430929	0.2179734945083496	0.2501073793344587	0.2072686202140989	0.21390038889973678	6.695964805856203E-4	6.695964805856204E-4	-48965.74366498579	0.0	-445.3271846024044
255000	-49404.38631616233	-444.6637297600232	-48959.722586402306	75.30153910789669	111.44286392825886	0.02658542976780265	0.3170900551677951	0.050957055949839763	0.013561389369177704	0.020541390392046437	0.32436795871554885	0.21731567432160973	0.25408640864529125	0.2042299583175503	0.20468424778626704	6.770460649270638E-4	6.770460649270637E-4	-48959.722586402306	0.0	-445.7691995210142
260000	-49406.76809274571	-445.63842612464646	-48961.12966662106	77.42019447885478	125.67376026748246	0.025000531404246497	0.2997595600041468	0.04671750077715245	0.015242346948610107	0.025808152485345945	0.3189659012399386	0.21850973761327225	0.2569348744258142	0.20558948672097513	0.2214957625214883	6.836958951258622E-4	6.836958951258621E-4	-48961.12966662106	0.0	-446.44633121231453
265000	-49404.45995807521	-445.43819606661145	-48959.0217620086	80.94767975525424	108.94079587534547	0.029949059210236786	0.30935393582005466	0.046662437236546936	0.013152614726495222	0.02439806016861532	0.3225693948655862	0.21322584508937137	0.2566663732537613	0.2075383867912813	0.21174683033523262	6.737367959489617E-4	6.737367959489614E-4	-48959.0217620086	0.0	-446.41518457427844
270000	-49413.023132003465	-448.869663236678	-48964.15346876679	80.60105718865601	120.10623981419185	0.028220220205176838	0.31741591410483855	0.046131960501882285	0.012623338819882595	0.02199444228586056	0.32259983273502063	0.2170888267005143	0.2566368700281382	0.20367447053632706	0.22237868865481392	6.513279564880588E-4	6.513279564880586E-4	-48964.15346876679	0.0	-449.94285208060234
275000	-49421.65201001797	-447.6657644064119	-48973.98624561156	76.8918669662675	108.3284688471835	0.024547449157490082	0.32118139359441117	0.048787637649681546	0.019587570599853454	0.0164807772581712	0.3231468484531672	0.218589388972666	0.24713270654220423	0.2111310560319627	0.21298622589000724	6.755745751306692E-4	6.755745751306692E-4	-48973.98624561156	0.0	-448.74804472391935
280000	-49416.008166744	-447.8373532712662	-48968.17081347274	78.06750129033384	121.374365563833	0.02999664661916176	0.32642680286625025	0.04952152367903741	0.013760624934707491	0.024004507076252367	0.32142566106067133	0.215680572805183	0.260836484934494	0.2020572811996518	0.21152029557998914	6.50016125041071E-4	6.50016125041071E-4	-48968.17081347274	0.0	-448.60750057161357
285000	-49412.13311906023	-445.6332290028619	-48966.49989005737	74.71065989376268	88.59332645934806	0.02701783714891656	0.3182577138914937	0.05178813649952487	0.01380668218718247	0.020158542419031655	0.31877112549114484	0.21679693448041573	0.25266832810942474	0.2117636119190149	0.21065388102656063	6.725921335860421E-4	6.725921335860419E-4	-48966.49989005737	0.0	-446.93028294637867
290000	-49402.54459657119	-448.42336124250005	-48954.12123532869	75.00265422902858	160.3413260753257	0.030308901215958944	0.3129175662129457	0.05220176954161274	0.011469792269682663	0.020222376487308263	0.3260012955967121	0.21241874400053884	0.2567591433909775	0.20482081701177174	0.22430108730204082	6.850254490995556E-4	6.850254490995555E-4	-48954.12123532869	0.0	-449.15319828288756
295000	-49415.27955274124	-449.0786310437576	-48966.200921697484	80.29089908001306	124.48227702015515	0.025733341695892913	0.3179441228046438	0.05350563698995622	0.014863164969791582	0.021288741237735345	0.31951441381613793	0.2116025344820442	0.262190113791662	0.206692937910156	0.20843093417730485	6.568574909077663E-4	6.568574909077662E-4	-48966.200921697484	0.0	-449.9566757752743
300000	-49403.16772603755	-448.9079806953784	-48954.25974534217	79.1851194217602	106.2939079839328	0.028595601796222194	0.3011698749545567	0.04771393993790257	0.015412047482691186	0.019276894441800523	0.32532088220139604	0.20993692175497158	0.26164484043881825	0.20309735560481432	0.19814038506175732	6.410178939687362E-4	6.410178939687365E-4	-48954.25974534217	0.0	-450.1112237999469
305000	-49406.14985177667	-447.1328787911198	-48959.01697298555	75.11414447933252	129.9589467972266	0.02787965309824649	0.31807000201305924	0.04160208937006887	0.012775748793707525	0.02470383992557141	0.3239476689115308	0.21336148110064415	0.26231838695922977	0.20037246302859552	0.21150651675075718	6.598289842071473E-4	6.598289842071472E-4	-48959.01697298555	0.0	-448.12387061446725
310000	-49411.54386352856	-446.14859908910415	-48965.39526443946	78.53243773715295	107.48634460986176	0.023392503826668087	0.2778709003269293	0.04247831458988381	0.01195658860010186	0.021267781277356262	0.3309072530693044	0.21077512247289246	0.26019033693295895	0.19812728752484438	0.2293476944774812	6.621121692326772E-4	6.621121692326766E-4	-48965.39526443946	0.0	-447.7732342903323
315000	-49412.32117421435	-448.72566065072533	-48963.59551356362	73.35115184518733	148.65836405992775	0.027442186620454372	0.3021153698749177	0.04880735262302925	0.014741179458287368	0.023338407505262407	0.32430060561771	0.21155715234459496	0.2556911405858053	0.20845110145188991	0.22159176371409944	6.733792629280266E-4	6.733792629280261E-4	-48963.59551356362	0.0	-449.3715196327602
320000	-49416.94152055791	-446.9606267816772	-48969.980893776235	74.42615329373687	125.9934638679696	0.02962915790908066	0.29962589347062996	0.048607767697332736	0.015094069960753067	0.019215059267592035	0.3216996138585491	0.2133427459177048	0.2634881991526767	0.20146944107106957	0.21594750165326324	6.750996471812228E-4	6.750996471812221E-4	-48969.980893776235	0.0	-447.8815416120774
325000	-49404.59429166465	-449.44961726087803	-48955.144674403775	76.55181441002419	153.19946622121128	0.02334463396156061	0.3141381698814354	0.0434696795547693	0.009768317713523513	0.018984278965385792	0.3217629557381976	0.2126626714276594	0.2624438853624905	0.20313048747165258	0.20630552842732408	6.816637952250976E-4	6.816637952250979E-4	-48955.144674403775	0.0	-450.89607165082333
330000	-49402.261439989656	-446.6481574016103	-48955.61328258805	76.36708960732095	130.71066329768294	0.025323356890369776	0.31121582717865176	0.050532929288964475	0.014107692226183027	0.0222156536940006	0.3218300465682356	0.21424066270306255	0.25218438349020156	0.21174490723850037	0.2162430380814543	6.795294205867169E-4	6.79529420586717E-4	-48955.61328258805	0.0	-447.52637465978773
335000	-49411.091410296554	-443.7081836393241	-48967.38322665723	75.34159922715793	108.56427856653647	0.023112895624879823	0.33013971665782005	0.04784199244453321	0.01421683867680241	0.02144797940750058	0.3205792327659436	0.2185603980529597	0.255125971511064	0.20573439767003276	0.20706821767621023	6.690948985624139E-4	6.690948985624144E-4	-48967.38322665723	0.0	-444.9165403497269
340000	-49405.25003616414	-443.90474207350815	-48961.345294090635	73.1930271929637	97.48232372737965	0.02395545817604099	0.31792777758108354	0.04662889462879321	0.015200574502496527	0.018932832112169735	0.3171013800642474	0.21774075704553963	0.2598402626302256	0.20531760025998746	0.21287252534939607	6.766192559172283E-4	6.766192559172288E-4	-48961.345294090635	0.0	-445.28018041899
345000	-49427.89384736461	-446.3094997139844	-48981.58434765063	75.22569521349766	111.32155175577303	0.03040166151549202	0.3271781263281556	0.04873932771497722	0.012696957598011897	0.017658170582379028	0.3263759126497054	0.21875162465361492	0.25266245861563114	0.20221000408104864	0.19341466760991416	6.391628887522777E-4	6.391628887522781E-4	-48981.58434765063	0.0	-447.58962779240596
350000	-49412.801953676266	-445.9149507291962	-48966.88700294707	74.98337020297774	93.64888360232223	0.027164313028448076	0.31777388228139497	0.04494406885570362	0.011084054634168235	0.018280708172716063	0.3075614527998578	0.217889659542666	0.2667106449234055	0.20783824273407067	0.20234470675501195	6.659450538098271E-4	6.659450538098267E-4	-48966.88700294707	0.0	-447.6164575426738
355000	-49400.26498949308	-443.3506881343125	-48956.91430135877	75.3541138756973	112.43176734979366	0.0287407977186335	0.33826601142929485	0.048389622537309995	0.014798392436946323	0.018762257590264658	0.324272398757201	0.2111103680377278	0.25459164116010935	0.21002559204496185	0.2103695558148643	6.897380973807629E-4	6.897380973807626E-4	-48956.91430135877	0.0	-444.3326433751269
360000	-49410.85071997274	-446.43180970576594	-48964.41891026697	75.33155985927515	129.39027578243832	0.029397619180753922	0.3281031287233133	0.047377344567625365	0.011972884643273654	0.016400328380780087	0.31878670009861115	0.2128722268931591	0.26132407400994223	0.20701699899828752	0.19996097152435902	6.779813282951749E-4	6.779813282951745E-4	-48964.41891026697	0.0	-447.6687304342899
365000	-49414.05569193535	-450.79483144551375	-48963.260860489834	83.38580022051013	134.78527080399815	0.029561733068966957	0.34463294856168347	0.051770946670149066	0.011433910073805478	0.0231926779081271	0.31835634436283944	0.21527885013370116	0.26020197773617654	0.20616282776728284	0.20981261094137815	6.571696176183702E-4	6.571696176183704E-4	-48963.260860489834	0.0	-451.57678599133493
370000	-49427.90695591405	-453.0215558521442	-48974.8854000619	81.54374212288455	159.768575009164	0.02971857771291371	0.3140341984158268	0.04618618547243853	0.015028436135024767	0.02231630074198935	0.3175218036715977	0.21247454935538987	0.26095421467551594	0.20904943229749645	0.20840376682471407	6.298994175761953E-4	6.29899417576195E-4	-48974.8854000619	0.0	-453.6528503998798
375000	-49402.35353336478	-451.46919805269346	-48950.88433531209	78.74497191959753	129.2202734647673	0.026619430182060748	0.3165867453934075	0.042810190478512276	0.01346870347428826	0.022039475851604894	0.3245766168530899	0.21332733229896178	0.2578554566502888	0.2042405941976595	0.22407309852753343	6.343478370829787E-4	6.343478370829784E-4	-48950.88433531209	0.0	-452.5596028572283
