# BEAST v1.8.2, r6687
# Generated Wed Nov 23 03:17:41 PST 2016 [seed=1479899859182]
state	posterior	prior	likelihood	treeModel.rootHeight	constant.popSize	ac	ag	at	cg	gt	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
0	-556011.9845518371	-401.096540288	-555610.8880115491	73.00421231478701	1.0	1.0	1.0	1.0	1.0	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	1.0	1.0	-555610.8880115491	0.0	-210.8830340373131
5000	-291419.39586881606	-831.2496862785684	-290588.1461825375	74.7862869454866	14.830949992724982	0.13236081848689327	2.9779834578189486	0.158580493313955	0.05992199596463418	0.07393762909389245	0.2700966994286595	0.28086130430810713	0.17513394644831073	0.27390804981492267	0.3298945441391901	0.0436044907010152	0.04360449070101519	-290588.1461825375	0.0	-800.4194496683948
10000	-240075.3457850364	-880.8330546451215	-239194.51273039126	73.27607856003914	20.372132453727456	0.07104117492450027	0.7892101653352261	0.09793523401803737	0.0328641028969264	0.04225027374317521	0.2766538670561828	0.28341415370841244	0.2060538863799295	0.2338780928554752	0.27507266935903485	0.014537866731067594	0.014537866731067581	-239194.51273039126	0.0	-868.7063331143656
15000	-207268.61274455787	-985.7144670479914	-206282.89827750987	73.0729327771682	34.368941317020166	0.05948423304905651	0.5838840813032946	0.08803181363665791	0.03392738566341298	0.04407109008209044	0.3070069681270942	0.2617997304567881	0.2129356364239466	0.21825766499217075	0.26525980787166353	0.0069416586592784026	0.006941658659278396	-206282.89827750987	0.0	-977.8954318862466
20000	-191010.47063601817	-1072.9662567764296	-189937.50437924176	120.69273289439593	48.31345545545806	0.052536070688814114	0.47667935305000414	0.07761521211626707	0.03322709620083746	0.03999639061424994	0.3325024279094885	0.24545667225892523	0.22172140229867965	0.20031949753290634	0.2747732014813212	0.004446868118020654	0.004446868118020653	-189937.50437924176	0.0	-1066.4216333644802
25000	-180871.31393570363	-1095.5747235096344	-179775.739212194	122.50770568635184	57.220443713100146	0.05376429516624987	0.43449366093834524	0.0768437342824464	0.033716983091944396	0.041645386881296355	0.33642197313346484	0.23419253564140521	0.23133633029776574	0.19804916092736388	0.2793445206371651	0.003584101733652275	0.0035841017336522697	-179775.739212194	0.0	-1089.7935573754241
30000	-169810.5713160453	-1132.1729402354074	-168678.3983758099	131.36777179535488	70.16453465283041	0.05584352124697607	0.4428872636028124	0.08369747548201313	0.03611931500274529	0.039883458680761125	0.33455752659501214	0.2342345519189518	0.23189470252235714	0.19931321896367854	0.2795199312349025	0.0028177129495564335	0.002817712949556431	-168678.3983758099	0.0	-1126.715408099774
35000	-161263.5578057874	-1191.8898806372022	-160071.6679251502	151.81414369541133	82.6492759352619	0.05253014206721411	0.43509180258732183	0.08086864245031096	0.029672617402697474	0.04412679546786365	0.33672905215263493	0.23803519005430687	0.2334685488666121	0.19176720892644578	0.2761452445543113	0.0021315779823997075	0.002131577982399707	-160071.6679251502	0.0	-1187.014893559648
40000	-153570.9226875508	-1224.4767929842917	-152346.4458945665	345.86051020721567	96.2154683046954	0.04734696229204114	0.4115898777183535	0.07271810434189639	0.029067212884394452	0.04173478663220949	0.33840906600553367	0.23522585235660995	0.2343175416872438	0.1920475399506124	0.2522615255102107	0.0015952078219441345	0.001595207821944136	-152346.4458945665	0.0	-1220.09571369291
45000	-148546.45637337907	-1253.6244938823788	-147292.8318794967	357.57744347987745	139.32236803337656	0.04835678101629134	0.385848713414689	0.07455798071014841	0.03129132536109918	0.04433138908548111	0.3436815948740081	0.23561908094236272	0.22777683806634846	0.19292248611728055	0.25180678770916654	0.0013161682167844276	0.0013161682167844278	-147292.8318794967	0.0	-1249.3082780648285
50000	-142877.2093107086	-1266.8064499592226	-141610.40286074937	437.55017160235616	115.15926475961518	0.043083167840033645	0.3697124416846191	0.06821005321473612	0.03207504721934678	0.04465434156173939	0.3476983221609335	0.23028482985704626	0.22984888034624132	0.19216796763577884	0.25883930274346434	0.0011437653353126476	0.001143765335312649	-141610.40286074937	0.0	-1263.1582372550533
55000	-138157.92256311688	-1295.0588458729248	-136862.86371724395	454.1471163814463	139.23767968066207	0.04594222757393199	0.37352981858954115	0.07027596698509327	0.03059896491107664	0.03892870380875127	0.3407264790942996	0.2314860713403638	0.2324931593023329	0.19529429026300368	0.25944976726986163	0.0010206161593103308	0.0010206161593103306	-136862.86371724395	0.0	-1291.5572879564309
