,DENV1_IV,DENV1_II,DENV2_ASIANII,DENV3_V,DENV2_COSMOPOLITAN,DENV4_II,DENV1_I,DENV2_AMERICAN,DENV1_V,DENV2_ASIANAMERICAN,DENV3_III,DENV4_I,DENV2_ASIANI,DENV3_I,DENV4_III,DENV3_II
1972.166667,-2.6679017815765262,-2.6679017815765262,0.1759082700253563,-0.9770163736413504,0.1759082700253563,-1.7339140949707899,-2.6679017815765262,0.1759082700253563,-2.6679017815765262,0.1759082700253563,-0.9770163736413504,-1.7339140949707899,0.1759082700253563,-0.9770163736413504,-1.7339140949707899,-0.9770163736413504
1972.416667,-2.655908261325306,-2.655908261325306,0.2206582648516101,-1.0394820940180776,0.2206582648516101,-1.7205640524790007,-2.655908261325306,0.2206582648516101,-2.655908261325306,0.2206582648516101,-1.0394820940180776,-1.7205640524790007,0.2206582648516101,-1.0394820940180776,-1.7205640524790007,-1.0394820940180776
1972.666667,-2.4793218929693235,-2.4793218929693235,0.224248513648319,-1.2160700407334748,0.224248513648319,-1.6496653263573682,-2.4793218929693235,0.224248513648319,-2.4793218929693235,0.224248513648319,-1.2160700407334748,-1.6496653263573682,0.224248513648319,-1.2160700407334748,-1.6496653263573682,-1.2160700407334748
1972.916667,-2.140435889639121,-2.140435889639121,0.1893116542391426,-1.5063110206854973,0.1893116542391426,-1.5233620857581012,-2.140435889639121,0.1893116542391426,-2.140435889639121,0.1893116542391426,-1.5063110206854973,-1.5233620857581012,0.1893116542391426,-1.5063110206854973,-1.5233620857581012,-1.5063110206854973
1973.166667,-1.6453989319443583,-1.6453989319443583,0.11824532919211445,-1.9035870329751352,0.11824532919211445,-1.3484031475646396,-1.6453989319443583,0.11824532919211445,-1.6453989319443583,0.11824532919211445,-1.9035870329751352,-1.3484031475646396,0.11824532919211445,-1.9035870329751352,-1.3484031475646396,-1.9035870329751352
1973.416667,-1.0833393577727293,-1.0833393577727293,0.010397455583596615,-2.3140539093919283,0.010397455583596615,-1.1689778556229211,-1.0833393577727293,0.010397455583596615,-1.0833393577727293,0.010397455583596615,-2.3140539093919283,-1.1689778556229211,0.010397455583596615,-2.3140539093919283,-1.1689778556229211,-2.3140539093919283
1973.666667,-0.5730356700264476,-0.5730356700264476,-0.1344736969693482,-2.613402692619317,-0.1344736969693482,-1.0437944004876334,-0.5730356700264476,-0.1344736969693482,-0.5730356700264476,-0.1344736969693482,-2.613402692619317,-1.0437944004876334,-0.1344736969693482,-2.613402692619317,-1.0437944004876334,-2.613402692619317
1973.916667,-0.20443603857431158,-0.20443603857431158,-0.3396634095072849,-2.6768115447230385,-0.3396634095072849,-1.0281453283637438,-0.20443603857431158,-0.3396634095072849,-0.20443603857431158,-0.3396634095072849,-2.6768115447230385,-1.0281453283637438,-0.3396634095072849,-2.6768115447230385,-1.0281453283637438,-2.6768115447230385
1974.166667,0.025027105337744437,0.025027105337744437,-0.5750059471547478,-2.5346048554994876,-0.5750059471547478,-1.124371241238896,0.025027105337744437,-0.5750059471547478,0.025027105337744437,-0.5750059471547478,-2.5346048554994876,-1.124371241238896,-0.5750059471547478,-2.5346048554994876,-1.124371241238896,-2.5346048554994876
1974.416667,0.20686065929437603,0.20686065929437603,-1.0114270704263961,-2.242817680509489,-1.0114270704263961,-1.0992959935999205,0.20686065929437603,-1.0114270704263961,0.20686065929437603,-1.0114270704263961,-2.242817680509489,-1.0992959935999205,-1.0114270704263961,-2.242817680509489,-1.0992959935999205,-2.242817680509489
1974.666667,0.3417180510745874,0.3417180510745874,-1.500536505317168,-1.9241382247194057,-1.500536505317168,-0.9903415891134745,0.3417180510745874,-1.500536505317168,0.3417180510745874,-1.500536505317168,-1.9241382247194057,-0.9903415891134745,-1.500536505317168,-1.9241382247194057,-0.9903415891134745,-1.9241382247194057
1974.916667,0.4493354676904151,0.4493354676904151,-2.099192720820141,-1.495188451687556,-2.099192720820141,-0.8551822783293415,0.4493354676904151,-2.099192720820141,0.4493354676904151,-2.099192720820141,-1.495188451687556,-0.8551822783293415,-2.099192720820141,-1.495188451687556,-0.8551822783293415,-1.495188451687556
1975.166667,0.5452914988874951,0.5452914988874951,-2.713186619733579,-1.0324413071606184,-2.713186619733579,-0.7347694343962511,0.5452914988874951,-2.713186619733579,0.5452914988874951,-2.713186619733579,-1.0324413071606184,-0.7347694343962511,-2.713186619733579,-1.0324413071606184,-0.7347694343962511,-1.0324413071606184
1975.416667,0.6130374060443868,0.6130374060443868,-3.1767902980003613,-0.6801018913311166,-3.1767902980003613,-0.6433441685690078,0.6130374060443868,-3.1767902980003613,0.6130374060443868,-3.1767902980003613,-0.6801018913311166,-0.6433441685690078,-3.1767902980003613,-0.6801018913311166,-0.6433441685690078,-0.6801018913311166
1975.666667,0.645734220745857,0.645734220745857,-3.476448387348723,-0.4414676986740181,-3.476448387348723,-0.5887421057725364,0.645734220745857,-3.476448387348723,0.645734220745857,-3.476448387348723,-0.4414676986740181,-0.5887421057725364,-3.476448387348723,-0.4414676986740181,-0.5887421057725364,-0.4414676986740181
1975.916667,0.6229040222111895,0.6229040222111895,-3.586414790595273,-0.29732596988617416,-3.586414790595273,-0.6148020587956411,0.6229040222111895,-3.586414790595273,0.6229040222111895,-3.586414790595273,-0.29732596988617416,-0.6148020587956411,-3.586414790595273,-0.29732596988617416,-0.6148020587956411,-0.29732596988617416
1976.166667,0.5545161486663299,0.5545161486663299,-3.5593756882971035,-0.2219125760532028,-3.5593756882971035,-0.6929795210299916,0.5545161486663299,-3.5593756882971035,0.5545161486663299,-3.5593756882971035,-0.2219125760532028,-0.6929795210299916,-3.5593756882971035,-0.2219125760532028,-0.6929795210299916,-0.2219125760532028
1976.416667,0.48841828855359215,0.48841828855359215,-3.4747442430225406,-0.20578648254192863,-3.4747442430225406,-0.7710222437443467,0.48841828855359215,-3.4747442430225406,0.48841828855359215,-3.4747442430225406,-0.20578648254192863,-0.7710222437443467,-3.4747442430225406,-0.20578648254192863,-0.7710222437443467,-0.20578648254192863
1976.666667,0.4544405203563596,0.4544405203563596,-3.404350205374178,-0.2188388936119129,-3.404350205374178,-0.8190756126199324,0.4544405203563596,-3.404350205374178,0.4544405203563596,-3.404350205374178,-0.2188388936119129,-0.8190756126199324,-3.404350205374178,-0.2188388936119129,-0.8190756126199324,-0.2188388936119129
1976.916667,0.4543819313441605,0.4543819313441605,-3.378164669022259,-0.23512178082240962,-3.378164669022259,-0.8331834436689722,0.4543819313441605,-3.378164669022259,0.4543819313441605,-3.378164669022259,-0.23512178082240962,-0.8331834436689722,-3.378164669022259,-0.23512178082240962,-0.8331834436689722,-0.23512178082240962
1977.166667,0.47293826941236117,0.47293826941236117,-3.369173624490587,-0.2566288036336015,-3.369173624490587,-0.833834814767944,0.47293826941236117,-3.369173624490587,0.47293826941236117,-3.369173624490587,-0.2566288036336015,-0.833834814767944,-3.369173624490587,-0.2566288036336015,-0.833834814767944,-0.2566288036336015
1977.416667,0.47743975123040516,0.47743975123040516,-3.305229824716995,-0.3031469466327599,-3.305229824716995,-0.8632648960126833,0.47743975123040516,-3.305229824716995,0.47743975123040516,-3.305229824716995,-0.3031469466327599,-0.8632648960126833,-3.305229824716995,-0.3031469466327599,-0.8632648960126833,-0.3031469466327599
1977.666667,0.4615625569556284,0.4615625569556284,-3.171419679459189,-0.3848155667857757,-3.171419679459189,-0.921979736325737,0.4615625569556284,-3.171419679459189,0.4615625569556284,-3.171419679459189,-0.3848155667857757,-0.921979736325737,-3.171419679459189,-0.3848155667857757,-0.921979736325737,-0.3848155667857757
