abs_error,intercept,r_squared,rms_error,slope
0.727042615,0.09072498,0.580497468,1.067725175,0.611551286
0.721651745,-0.074493482,0.595842649,0.936269138,0.719793958
0.774935521,0.090645346,0.55217499,1.103576662,0.703724698
0.846193985,0.109168728,0.571258224,1.115616823,0.560243554
0.865080618,0.177704513,0.573913111,1.184708328,0.559685317
0.678605276,-0.01267825,0.790398403,0.876337313,0.721322102
0.905980226,0.185790907,0.665412668,1.176700449,0.55092272
0.769204465,0.053972756,0.57706532,1.023232539,0.687444657
0.809961312,0.046057957,0.548254571,1.094177908,0.612212464
0.660123104,0.084124138,0.746630471,0.880866246,0.699123422
0.866547406,-0.043430611,0.614086688,1.156666102,0.653422952
0.67739561,0.015782271,0.590259359,0.933817639,0.660473024
0.731523941,0.07957832,0.709806101,0.976209288,0.791224443
0.751465747,0.005805256,0.634991538,1.001761655,0.671503172
0.699844482,-0.068479099,0.687256598,0.880784165,0.648635042
0.612418503,-0.006161651,0.769427729,0.769546198,0.8278126
0.724692712,0.189423639,0.651385547,0.968961258,0.628599154
0.664403022,0.001600656,0.629026897,0.935949077,0.663860299
0.795170479,0.1635261,0.536535154,1.057469249,0.652824261
0.772670528,0.135760391,0.626856795,1.013230806,0.644344641
,,,,
0.752745565,0.061221143,0.632554014,1.007680301,0.663436188
0.078449333,0.083226984,0.074818143,0.112660937,0.070644335
