# BEAST v1.8.2, r6687
# Generated Wed Nov 23 03:17:41 PST 2016 [seed=1479899858916]
state	posterior	prior	likelihood	treeModel.rootHeight	constant.popSize	ac	ag	at	cg	gt	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
0	-445596.4962908959	-340.48644541836524	-445256.0098454775	73.10226292583882	1.0	1.0	1.0	1.0	1.0	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	1.0	1.0	-445256.0098454775	0.0	-169.29559104418496
5000	-234281.33507247598	-805.9605200474373	-233475.37455242855	73.4949954643701	23.566323815039926	0.06401102973236544	1.0869023197490837	0.09916568367634378	0.02524492323313948	0.1543426557569327	0.2745129715643875	0.30951170323667027	0.17988293945106218	0.23609238574787994	0.22771197449263963	0.018729285003045177	0.01872928500304515	-233475.37455242855	0.0	-791.3576545315908
10000	-188903.76222530488	-947.6680715783024	-187956.09415372656	74.52025331000056	49.21459901418371	0.04466449261831943	0.5707028695289044	0.0639670447569552	0.018496322402341066	0.028381280865616948	0.28251872919792165	0.2480562237658433	0.23117871184204242	0.23824633519419247	0.22703831235509744	0.007360921881478209	0.007360921881478219	-187956.09415372656	0.0	-940.4715811375921
15000	-162487.40855235283	-1044.0895138304675	-161443.31903852237	75.8253645792522	92.83667305481829	0.03987805544098221	0.46557801034969976	0.06241980412403566	0.01999546414884057	0.028167075691155754	0.30627866656031033	0.239751453219287	0.23854768992106315	0.2154221902993393	0.20647157213253975	0.0033849215605320955	0.0033849215605320964	-161443.31903852237	0.0	-1039.6571137768233
20000	-146247.6266200466	-1095.7208371325023	-145151.90578291408	79.49201513363225	115.1868009500128	0.04018108571661281	0.4378009753635121	0.06197323557800693	0.020470500918542488	0.0314190697713704	0.30987898440764833	0.23226122446248673	0.24414194240143253	0.21371784872843208	0.22669699017531064	0.0022321720052617807	0.0022321720052617833	-145151.90578291408	0.0	-1092.1090502504844
25000	-132419.82050704848	-1156.3145009786717	-131263.5060060698	84.02017864834163	203.25275218067517	0.04051726470795205	0.38919042604241894	0.06016712056907541	0.02284863181271925	0.03183132924470856	0.31430630497063233	0.2309628382080726	0.24697237125335902	0.2077584855679357	0.23608345732402114	0.0014993995741045293	0.0014993995741045293	-131263.5060060698	0.0	-1152.9844397684208
30000	-122363.84665393253	-1198.035828221068	-121165.81082571147	88.35435947119254	197.47749230105947	0.03859979614833747	0.37513806383311565	0.06066370225863869	0.02278492785772309	0.03248416674149595	0.31806899696361507	0.22573315045057685	0.24673994673322772	0.20945790585258	0.2564150439705468	0.0010931574939178766	0.0010931574939178747	-121165.81082571147	0.0	-1195.363763679429
35000	-115625.16598878877	-1232.2319082127087	-114392.93408057606	96.59696364969247	247.38434542631367	0.03917619576103574	0.3796773397041383	0.05843822206964196	0.024070949707169	0.03400237408069309	0.31916052044098814	0.22586570314243393	0.2435103640732055	0.21146341234337207	0.24743748907540739	8.137412490147318E-4	8.137412490147318E-4	-114392.93408057606	0.0	-1229.846491399539
40000	-110464.17112992021	-1237.3164573646832	-109226.85467255554	101.64843798768727	243.84545854249833	0.036868745155281005	0.3451732805409069	0.05473213645029694	0.023932463306081606	0.03499784266359376	0.31974484104286927	0.22472493005267813	0.24643271040237943	0.20909751850207273	0.26195883747641935	7.082419181603333E-4	7.082419181603334E-4	-109226.85467255554	0.0	-1235.375533664256
45000	-108217.1700193514	-1257.0385926314161	-106960.13142671998	108.61509710511754	254.0030810403485	0.036867063393490496	0.3780395657224071	0.057915058960341305	0.02417657226341938	0.03274590237886599	0.3151479832055854	0.22190652324502538	0.2470274301477903	0.2159180634015984	0.2591107908718559	6.380452045229907E-4	6.380452045229905E-4	-106960.13142671998	0.0	-1255.109952243924
